iatiidentifier,donor,x1_donor_type,modality,recipient_main,complete_flag,y1_gap_full,y2_early_days,commitment_usd_full,s1_share,s2_hhi_net,s3_n_donors,n_years_obs,withheld
44000-P132786,EN: World Bank,Multilateral,A02_sector,BJ,1,-0.00152774999999993,0,20000000,1,NA,1,1,0
44000-P146665,EN: World Bank,Multilateral,A02_sector,BJ,1,0.00131399999999981,0,19999999.999999996,1,NA,1,1,0
44000-P166115,EN: World Bank,Multilateral,A02_sector,BJ,1,0.02346999999999999,0,15000000,0.8327101834648599,0.02798588271636082,2,1,0
44000-P168668,EN: World Bank,Multilateral,A02_sector,BJ,1,-0.00936742666666656,0,150000000,0.9179717638179095,0.005592015984850263,3,1,0
44000-P172749,EN: World Bank,Multilateral,A02_sector,BJ,1,-0.03677795000000006,0,100000000,0.919637949865052,0.0049194093563211805,3,1,0
44000-P176513,EN: World Bank,Multilateral,A02_sector,BJ,1,0.01720463999999999,0,100000000,0.9591088588016675,0.001672085428501946,2,1,0
44000-P178042,EN: World Bank,Multilateral,A02_sector,BJ,1,0.04491766666666663,0,150000000,0.9886118534446127,1.2968988196693232e-4,2,1,0
44000-P175490,EN: World Bank,Multilateral,A02_sector,BS,1,0,0,100000000,0.4166666666666667,0.3402777777777778,2,1,0
44000-P157469,EN: World Bank,Multilateral,A02_sector,BT,1,0.00696979166666666,0,24000000,0.544125792964161,0.20782129264055504,2,1,0
44000-P178635,EN: World Bank,Multilateral,A02_sector,BT,1,-0.00309103999999993,0,50000000,1,NA,1,1,0
44000-P177712,EN: World Bank,Multilateral,A02_sector,BT,1,0.00385860952380934,0,52500000,0.5833678342321117,0.17358236155244106,2,1,0
44000-P147806,EN: World Bank,Multilateral,A02_sector,BT,1,-0.00340239999999991,0,20000000,0.5548557113173483,0.1981534377467839,2,1,0
44000-P173008,EN: World Bank,Multilateral,A02_sector,BT,1,-0.01624824324324314,0,14800000,0.5231800760985525,0.22735723982938216,2,1,0
44000-P171780,EN: World Bank,Multilateral,A02_sector,BT,1,0.00447710000000001,0,40000000,0.5231800760985525,0.22735723982938216,2,1,0
44000-P168166,EN: World Bank,Multilateral,A02_sector,BT,1,-0.00516570000000005,0,30000000,0.44903557474546446,0.3035617978960607,2,1,0
44000-P175758,EN: World Bank,Multilateral,A02_sector,BT,1,0.00383165714285715,0,35000000,0.48515214978476856,0.2650683088712454,2,1,0
44000-P175934,EN: World Bank,Multilateral,A02_sector,BW,1,0,0,250000000,1,NA,1,1,0
44000-P172455,EN: World Bank,Multilateral,A02_sector,BR,1,0,0,200000000,1,NA,1,1,0
44000-P147984,EN: World Bank,Multilateral,A02_sector,BR,1,0,0,400000000,0.6359797623300645,0.13251073343327635,2,1,0
44000-P179182,EN: World Bank,Multilateral,A02_sector,BR,1,0,0,135238245,0.7222789606898954,0.07712897567548471,2,1,0
44000-P147913,EN: World Bank,Multilateral,A02_sector,BR,1,0,0,250000000,0.6359797623300645,0.13251073343327635,2,1,0
44000-P148083,EN: World Bank,Multilateral,A02_sector,BR,1,0,0,280000000,0.6359797623300645,0.13251073343327635,2,1,0
44000-P146981,EN: World Bank,Multilateral,A02_sector,BR,1,0,0,200000000,1,NA,1,1,0
44000-P153203,EN: World Bank,Multilateral,A02_sector,BR,1,0,0,150000000,1,NA,1,1,0
44000-P129652,EN: World Bank,Multilateral,A02_sector,BR,1,0,0,150000000,0.6359797623300645,0.13251073343327635,2,1,0
44000-P178729,EN: World Bank,Multilateral,A02_sector,BR,1,0,0,135238245,0.8611394803449477,0.07712897567548471,1.5,1,0
44000-P164588,EN: World Bank,Multilateral,A02_sector,BR,1,0,0,248883034,1,NA,1,1,0
44000-P177632,EN: World Bank,Multilateral,A02_sector,BR,1,-2.220446049250313e-16,0,470169601,0.8611394803449477,0.07712897567548471,1.5,1,0
44000-P147979,EN: World Bank,Multilateral,A02_sector,BR,1,0,0,216000000,0.6359797623300645,0.13251073343327635,2,1,0
44000-P168035,EN: World Bank,Multilateral,A02_sector,CF,1,0.00173739751607449,0,124489645,0.9221564527158637,0.024238471415110263,1.5,1,0
44000-P168474,EN: World Bank,Multilateral,A02_sector,CF,1,-0.02857749580471802,0,49921554,0.8443129054317274,0.024238471415110263,2,1,0
44000-P164442,EN: World Bank,Multilateral,A02_sector,CF,1,0.01519404000000002,0,25000000,0.7217260798499576,0.0774363746356721,2,1,0
44000-P178614,EN: World Bank,Multilateral,A02_sector,CG,1,-0.0761407999999999,0,50000000,1,NA,1,1,0
46002-P-ML-KA0-007,African Development Bank,Multilateral,A01_general,ML,1,0,184,12204928.892728169,0.38358453318655744,0.3465157433577007,2.5,1,0
44000-P180093,EN: World Bank,Multilateral,A02_sector,CG,1,-0.03108713749999991,0,80000000,8.835117712030058e-4,0.9982337570506438,2,1,0
44000-P167190,EN: World Bank,Multilateral,A02_sector,BD,1,-0.00553626799999995,0,250000000,1,NA,1,1,0
44000-P168724,EN: World Bank,Multilateral,A02_sector,BD,1,-0.00829339999999989,0,250000000,0.2739427619127724,0.5271591129788532,2,1,0
44000-P168725,EN: World Bank,Multilateral,A02_sector,BD,1,0.00521644799999998,0,250000000,1,NA,1,1,0
44000-P174892,EN: World Bank,Multilateral,A02_sector,BD,1,0.029391724,0,250000000,0.8291486536526075,0.029190182548716637,2,1,0
44000-P179079,EN: World Bank,Multilateral,A02_sector,BD,1,-0.01539751799999988,0,500000000.00000006,0.5593251659386702,0.19419430937498056,2,1,0
44000-P154213,EN: World Bank,Multilateral,A02_sector,CL,1,0,0,100000000,0.38461538461538464,0.37869822485207105,2,1,0
44000-P155259,EN: World Bank,Multilateral,A02_sector,CI,1,0.02001975,0,100000000,0.9276003627862375,0.0052417074686844645,2,1,0
44000-P166388,EN: World Bank,Multilateral,A02_sector,CI,1,0.00933759999999994,0,100000000,1,NA,1,1,0
44000-P178064,EN: World Bank,Multilateral,A02_sector,CI,1,-0.07295849999999993,0,400000000,0.7534272452089688,0.06079812340523805,2,1,0
44000-P169828,EN: World Bank,Multilateral,A02_sector,CI,1,0.01633258500000001,0,200000000,0.6977244243403048,0.0913705236404001,2,1,0
44000-P143781,EN: World Bank,Multilateral,A02_sector,CI,1,0.02116498972247726,0,69999845,0.7925443115184732,0.06127799966738534,2,1,0
44000-P158463,EN: World Bank,Multilateral,A02_sector,CI,1,0.03556566666666672,0,75000000,0.8169762329922454,0.033497699289708915,2,1,0
44000-P163284,EN: World Bank,Multilateral,A02_sector,CI,1,-0.01553863999999993,0,125000000,0.7209492098910505,0.07786934346042906,2,1,0
44000-P179006,EN: World Bank,Multilateral,A02_sector,CI,1,-0.03423880000000001,0,300000000,1,NA,1,1,0
44000-P174110,EN: World Bank,Multilateral,A02_sector,CI,1,-0.00115280000000006,0,300000000,1,NA,1,1,0
44000-P177460,EN: World Bank,Multilateral,A02_sector,CD,1,0.02798632000000001,0,250000000,1,NA,1,1,0
44000-P179141,EN: World Bank,Multilateral,A02_sector,CD,1,0,0,500000000,0.9999680973735852,1.0177775289221813e-9,2,1,0
44000-P163657,EN: World Bank,Multilateral,A02_sector,CM,1,-0.03085286999999992,0,200000000,1,NA,1,1,0
44000-P166694,EN: World Bank,Multilateral,A02_sector,CM,1,-0.00201387500000005,0,200000000,1,NA,1,1,0
44000-P168332,EN: World Bank,Multilateral,A02_sector,CM,1,0.01689479999999998,0,100000000,1,NA,1,1,0
44000-P175249,EN: World Bank,Multilateral,A02_sector,CM,1,-0.07124660000000005,0,100000000,0.5510556057233484,0.2015510691524296,2,1,0
44000-P111926,EN: World Bank,Multilateral,A02_sector,CR,1,0,0,65000000,1,NA,1,1,0
44000-P171912,EN: World Bank,Multilateral,A02_sector,CR,1,0,0,300000000,1,NA,1,1,0
44000-P174786,EN: World Bank,Multilateral,A02_sector,CR,1,0,0,300000000,0.7727272727272727,0.2066115702479338,1.5,1,0
44000-P145605,EN: World Bank,Multilateral,A02_sector,CO,1,0,0,600000000,0.54,0.21160000000000007,2,1,0
44000-P154821,EN: World Bank,Multilateral,A02_sector,CO,1,0.00556022857142857,0,700000000,0.5389647152913328,0.18221694890916876,2.6666666666666665,1,0
44000-P176505,EN: World Bank,Multilateral,A02_sector,CO,1,-0.00316975399999996,0,500000000,0.8823529411764706,0.01384083044982698,2,1,0
44000-P158739,EN: World Bank,Multilateral,A02_sector,CO,1,-0.1661516000000001,0,600000000,0.5111575387015791,0.2121935254885434,2.5,1,0
44000-P170728,EN: World Bank,Multilateral,A02_sector,CO,1,0,0,400000000,0.54,0.21160000000000007,2,1,0
44000-P149609,EN: World Bank,Multilateral,A02_sector,CO,1,0,0,700000000,0.5822737433259302,0.16332622605287653,2.3333333333333335,1,0
44000-P150475,EN: World Bank,Multilateral,A02_sector,CO,1,-0.00100680000000008,0,700000000,0.44372377051781337,0.27003253790911863,2.5,1,0
44000-P174118,EN: World Bank,Multilateral,A02_sector,CO,1,0,0,700000000,0.54,0.21160000000000007,2,1,0
44000-P180566,EN: World Bank,Multilateral,A02_sector,CO,1,0.01368845200000001,0,750000000,0.42857142857142855,0.3265306122448979,2,1,0
44000-P161642,EN: World Bank,Multilateral,A02_sector,CO,1,0,0,500000000,0.565844383172661,0.15590032665873954,2.5,1,0
44000-P173424,EN: World Bank,Multilateral,A02_sector,CO,1,0,0,500000000,0.7111764705882353,0.11272041522491352,2,1,0
44000-P180033,EN: World Bank,Multilateral,A02_sector,CO,1,-0.01010866600000004,0,1000000000,0.7929821466839034,0.042856391591604925,2,1,0
44000-P126583,EN: World Bank,Multilateral,A02_sector,CO,1,0,0,250000000,0.54,0.21160000000000007,2,1,0
44000-P145766,EN: World Bank,Multilateral,A02_sector,CO,1,0,0,700000000,0.645,0.13705000000000003,2,1,0
44000-P175801,EN: World Bank,Multilateral,A02_sector,CO,1,-0.00316975399999996,0,500000000,0.8823529411764706,0.01384083044982698,2,1,0
44000-P158520,EN: World Bank,Multilateral,A02_sector,CO,1,0.063713625,0,800000000,0.5253496134770221,0.22167928311424223,2.5,1,0
44000-P176650,EN: World Bank,Multilateral,A02_sector,CO,1,-0.00980237333333322,0,300000000,0.837667543930187,0.028348611020715953,2,1,0
44000-P162858,EN: World Bank,Multilateral,A02_sector,CO,1,0,0,718500000,0.4853131555289182,0.2678931988298039,2,1,0
44000-P176788,EN: World Bank,Multilateral,A02_sector,CO,1,-0.0032687973333334,0,750000000,0.7929821466839034,0.042856391591604925,2,1,0
44000-P175126,EN: World Bank,Multilateral,A02_sector,CO,1,-0.00307070933333331,0,750000000,0.8823529411764706,0.01384083044982698,2,1,0
44000-P130972,EN: World Bank,Multilateral,A02_sector,CO,1,0,0,150000000,0.54,0.21160000000000007,2,1,0
44000-P174754,EN: World Bank,Multilateral,A02_sector,CV,1,0.01172666666666666,0,30000000,0.5713766784850958,0.183717951746469,2,1,0
44000-P165631,EN: World Bank,Multilateral,A02_sector,CV,1,0.00893952499999994,0,40000000,0.6441768411793243,0.1266101203531239,2,1,0
44000-P147015,EN: World Bank,Multilateral,A02_sector,CV,1,-0.01386799999999999,0,10000000,0.38757264300529426,0.3750672675955209,2,1,0
44000-P160628,EN: World Bank,Multilateral,A02_sector,CV,1,-0.00426560000000009,0,10000000,0.5812310809327601,0.17932957630976246,2,1,0
44000-P127411,EN: World Bank,Multilateral,A02_sector,CV,1,-0.00422670967741933,0,15499999.999999998,0.4731726774440835,0.2775470277914358,2,1,0
44000-P176148,EN: World Bank,Multilateral,A02_sector,CV,1,-0.06281024761904752,0,52500000,0.6760332716974289,0.10495444104707191,2,1,0
44000-P171080,EN: World Bank,Multilateral,A02_sector,CV,1,-0.03034124000000004,0,25000000,0.5182853206861959,0.232049032266401,2,1,0
44000-P179265,EN: World Bank,Multilateral,A02_sector,CV,1,-0.0282444799999999,0,25000000,1,NA,1,1,0
44000-P174927,EN: World Bank,Multilateral,A02_sector,DM,1,0,0,25000000,1,NA,1,1,0
44000-P175847,EN: World Bank,Multilateral,A02_sector,DM,1,0,0,30000000,1,NA,1,1,0
44000-P169822,EN: World Bank,Multilateral,A02_sector,EC,1,0,0,500000000,0.9250578834947998,0.005477564241694877,3,1,0
44000-P171190,EN: World Bank,Multilateral,A02_sector,EC,1,0,0,500000000,0.6993006993006993,0.09042006944104847,2,1,0
44000-P174115,EN: World Bank,Multilateral,A02_sector,EC,1,0,0,500000000,0.6993006993006993,0.09042006944104847,2,1,0
44000-P176983,EN: World Bank,Multilateral,A02_sector,EC,1,0,0,700000000,0.6486486486486487,0.12344777209642072,2,1,0
44000-P178636,EN: World Bank,Multilateral,A02_sector,EC,1,0,0,500000000,0.49673811742777263,0.2763493319459511,2,1,0
44000-P180319,EN: World Bank,Multilateral,A02_sector,EC,1,0,0,500000000,0.3448275862068966,0.42925089179548154,2,1,0
44000-P155425,EN: World Bank,Multilateral,A02_sector,DO,1,0,0,60000000,0.13043478260869565,0.7561436672967864,2,1,0
44000-P159351,EN: World Bank,Multilateral,A02_sector,DO,1,0,0,150000000,0.3333333333333333,0.4444444444444445,2,1,0
44000-P174145,EN: World Bank,Multilateral,A02_sector,DO,1,0,0,100000000,0.3333333333333333,0.4444444444444445,2,1,0
44000-P175874,EN: World Bank,Multilateral,A02_sector,DO,1,0,0,400000000,0.6153846153846154,0.14792899408284022,2,1,0
44000-P178570,EN: World Bank,Multilateral,A02_sector,DO,1,0,0,400000000,0.6153846153846154,0.14792899408284022,2,1,0
44000-P112346,EN: World Bank,Multilateral,A02_sector,EG,1,0,0,300000000,0.9926079312114889,5.4642680974104074e-5,2,1,0
44000-P164079,EN: World Bank,Multilateral,A02_sector,EG,1,0,0,1150000000,0.7041268657910138,0.08754091154664878,2,1,0
44000-P171311,EN: World Bank,Multilateral,A02_sector,EG,1,0,0,360000000,1,NA,1,1,0
44000-P159774,EN: World Bank,Multilateral,A02_sector,FJ,1,0,0,50000000,1,NA,1,1,0
44000-P168402,EN: World Bank,Multilateral,A02_sector,FJ,1,0.0042172968750000504,0,64000000,0.19386753557727981,0.6498495501962483,2,1,0
44000-P175543,EN: World Bank,Multilateral,A02_sector,FJ,1,0.01278044,0,100000000,0.3969169332200009,0.3637091854367689,2,1,0
44000-P157406,EN: World Bank,Multilateral,A02_sector,CN,1,0,0,200000000,1,NA,1,1,0
44000-P157404,EN: World Bank,Multilateral,A02_sector,CN,1,0,0,200000000,1,NA,1,1,0
44000-P159508,EN: World Bank,Multilateral,A02_sector,GA,1,0.00384147000000001,0,200000000,0.2650388820037846,0.5401678449662467,2,1,0
44000-P164201,EN: World Bank,Multilateral,A02_sector,GA,1,0.00546568999999996,0,200000000,0.6430496652112242,0.12741354150581913,2,1,0
44000-P164289,EN: World Bank,Multilateral,A02_sector,GD,1,0,0,30000000,1,NA,1,1,0
44000-P171465,EN: World Bank,Multilateral,A02_sector,GD,1,0,0,20000000,1,NA,1,1,0
44000-P151821,EN: World Bank,Multilateral,A02_sector,GD,1,4.0266666666655127e-4,0,14999999.999999998,1,NA,1,1,0
44000-P174527,EN: World Bank,Multilateral,A02_sector,GD,1,0,0,25000000,1,NA,1,1,0
44000-P178930,EN: World Bank,Multilateral,A02_sector,GD,1,0,0,30000000,1,NA,1,1,0
44000-P167748,EN: World Bank,Multilateral,A02_sector,GD,1,0,0,20000000,1,NA,1,1,0
44000-P176663,EN: World Bank,Multilateral,A02_sector,GD,1,0,0,25000000,1,NA,1,1,0
44000-P147152,EN: World Bank,Multilateral,A02_sector,GD,1,5.701999999999652e-4,0,15000000,1,NA,1,1,0
44000-P156761,EN: World Bank,Multilateral,A02_sector,GD,1,0.02688650963597427,0,9340000,1,NA,1,1,0
44000-P177797,EN: World Bank,Multilateral,A02_sector,GE,1,-0.00514498000000007,0,50000000,0.7205993091224225,0.05159463283184573,3,1,0
44000-P149998,EN: World Bank,Multilateral,A02_sector,GE,1,0,0,60000000,0.6193318364535647,0.1449082507378157,2,1,0
44000-P169913,EN: World Bank,Multilateral,A02_sector,GE,1,-0.0263096954314721,0,98500000,0.4799943348122019,0.24373696715710955,3,1,0
44000-P155553,EN: World Bank,Multilateral,A02_sector,GE,1,-0.05370911999999994,0,50000000,1,NA,1,1,0
44000-P149991,EN: World Bank,Multilateral,A02_sector,GE,1,0,0,60000000,0.6193318364535647,0.1449082507378157,2,1,0
44000-P156444,EN: World Bank,Multilateral,A02_sector,GE,1,-0.07224381999999996,0,50000000,1,NA,1,1,0
44000-P163285,EN: World Bank,Multilateral,A02_sector,GM,1,-0.0218657499999999,0,56000000,1,NA,1,1,0
44000-P173150,EN: World Bank,Multilateral,A02_sector,GM,1,-0.00284217500000005,0,40000000,0.9878022987223064,1.4878391645989364e-4,2,1,0
44000-P164545,EN: World Bank,Multilateral,A02_sector,GM,1,-0.02906640000000004,0,30000000,0.6540636326227272,0.11967197027418347,2,1,0
44000-P133664,EN: World Bank,Multilateral,A02_sector,GH,1,-0.01171517333333338,0,150000000,0.6264361724126636,0.06142166042156655,4,1,0
44000-P157343,EN: World Bank,Multilateral,A02_sector,GH,1,-0.0079926400000001,0,200000000,0.7679049200178606,0.035317933614988695,3,1,0
44000-P168566,EN: World Bank,Multilateral,A02_sector,ET,1,0.00649760666666665,0,1200000000,0.8672300112063014,0.018648218500069758,3,1,0
44000-P169079,EN: World Bank,Multilateral,A02_sector,ET,1,0.00346467466666666,0,750000000,0.7844519243282858,0.04478682500003217,3,1,0
44000-P174063,EN: World Bank,Multilateral,A02_sector,GN,1,-0.03066509999999978,0,80000000.00000001,0.7169863810157774,0.08009670853054673,2,1,0
44000-P151794,EN: World Bank,Multilateral,A02_sector,GN,1,-0.1907436012986008,0,48421660.99999999,0.850340987224923,0.022397820104810617,2,1,0
44000-P156629,EN: World Bank,Multilateral,A02_sector,GN,1,0.01520952499999994,0,40000000,0.8485541941429716,0.022935832111684706,2,1,0
44000-P166322,EN: World Bank,Multilateral,A02_sector,GN,1,-0.01653721111111106,0,90000000,1,NA,1,1,0
44000-P161796,EN: World Bank,Multilateral,A02_sector,GN,1,0.01389149999999994,0,60000000,1,NA,1,1,0
44000-P175979,EN: World Bank,Multilateral,A02_sector,GT,1,0,0,250000000,1,NA,1,1,0
44000-P133738,EN: World Bank,Multilateral,A02_sector,GT,1,0,0,340000000,0.576271186440678,0.17954610744039068,2,1,0
44000-P159710,EN: World Bank,Multilateral,A02_sector,GT,1,0,0,200000000,0.4444444444444444,0.308641975308642,2,1,0
44000-P160667,EN: World Bank,Multilateral,A02_sector,GT,1,0,0,250000000,1,NA,1,1,0
44000-P173698,EN: World Bank,Multilateral,A02_sector,GT,1,0,0,500000000,0.7222222222222222,0.308641975308642,1.5,1,0
44000-P165425,EN: World Bank,Multilateral,A02_sector,GY,1,0.02245234285714281,0,35000000,0.8546241800254223,0.021134129033280824,2,1,0
44000-P180216,EN: World Bank,Multilateral,A02_sector,GY,1,-0.02135891428571423,0,35000000,0.5437093165523005,0.20820118780116875,2,1,0
44000-P127665,EN: World Bank,Multilateral,A02_sector,HR,1,0.02271518375241776,0,206800000,1,NA,1,1,0
44000-P173996,EN: World Bank,Multilateral,A02_sector,HR,1,-0.11843756000000004,0,300000000,1,NA,1,1,0
44000-P172567,EN: World Bank,Multilateral,A02_sector,HN,1,0,0,119000000,0.4094271460519525,0.34877629582034175,2,1,0
44000-P151803,EN: World Bank,Multilateral,A02_sector,HN,1,0,0,55000000,0.2946694319627529,0.4851783800398214,3,1,0
44000-P155920,EN: World Bank,Multilateral,A02_sector,HN,1,0,0,50000000,0.3291074163599306,0.4334074913808298,3,1,0
44000-P162452,EN: World Bank,Multilateral,A02_sector,HT,1,0.00239624999999998,0,20000000,1,NA,1,1,0
44000-P161167,EN: World Bank,Multilateral,A02_sector,IQ,1,0,0,1443820000,1,NA,1,1,0
44000-P155962,EN: World Bank,Multilateral,A02_sector,IQ,1,0,0,1200000000,1,NA,1,1,0
44000-P170223,EN: World Bank,Multilateral,A02_sector,JM,1,0,0,70000000,0.4117647058823529,0.34602076124567477,2,1,0
44000-P163586,EN: World Bank,Multilateral,A02_sector,JM,1,0,0,70000000,1,NA,1,1,0
44000-P174531,EN: World Bank,Multilateral,A02_sector,JM,1,0,0,150000000,0.6666666666666666,0.11111111111111116,2,1,0
44000-P151448,EN: World Bank,Multilateral,A02_sector,JM,1,0,0,75000000,0.32608695652173914,0.45415879017013233,2,1,0
44000-P154299,EN: World Bank,Multilateral,A02_sector,JO,1,0,0,250000000,0.9823760628206332,3.106031617022831e-4,2,1,0
44000-P160236,EN: World Bank,Multilateral,A02_sector,JO,1,0,0,225000000,0.9810415037305981,3.5942458079696316e-4,2,1,0
44000-P166360,EN: World Bank,Multilateral,A02_sector,JO,1,0,0,389000000,0.9993591451322856,3.848031172593025e-7,3,1,0
44000-P168130,EN: World Bank,Multilateral,A02_sector,JO,1,0,0,953625000,0.9376903615381942,0.005635707145247915,3,1,0
44000-P130048,EN: World Bank,Multilateral,A02_sector,ID,1,0,0,2000000000,0.5945724870232172,0.14972000393542578,3,1,0
44000-P154291,EN: World Bank,Multilateral,A02_sector,ID,1,0,0,500000000,0.4623924348064091,0.29298426869966665,3,1,0
