iatiidentifier,donor,x1_donor_type,modality,recipient_main,complete_flag,y1_gap_full,y2_early_days,commitment_usd_full,s1_share,s2_hhi_net,s3_n_donors,n_years_obs,withheld
XI-IATI-IADB-HA-L1088,Inter-American Development Bank,Multilateral,A02_sector,HT,1,0,311,12000000,1,NA,1,1,0
XI-IATI-IADB-HA-L1090,Inter-American Development Bank,Multilateral,A02_sector,HT,1,0,319,15000000,1,NA,1,1,0
XI-IATI-IADB-NI-L1096,Inter-American Development Bank,Multilateral,A02_sector,NI,1,0,342,65000000,1,NA,1,1,0
XI-IATI-IADB-NI-L1079,Inter-American Development Bank,Multilateral,A02_sector,NI,1,0,333,45000000,1,NA,1,1,0
XI-IATI-IADB-NI-L1144,Inter-American Development Bank,Multilateral,A02_sector,NI,1,0,355,65000000,1,NA,1,1,0
XI-IATI-IADB-NI-L1089,Inter-American Development Bank,Multilateral,A02_sector,NI,1,0,335,65000000,1,NA,1,1,0
XI-IATI-IADB-PN-L1175,Inter-American Development Bank,Multilateral,A02_sector,PA,1,0,359,150000000,0.375,0.390625,2,1,0
XI-IATI-IADB-PN-L1159,Inter-American Development Bank,Multilateral,A02_sector,PA,1,0,356,200000000,0.36968576709796674,0.39729603219887855,2,1,0
XI-IATI-IADB-PN-L1181,Inter-American Development Bank,Multilateral,A02_sector,PA,1,0,348,200000000,0.5714285714285714,0.18367346938775503,2,1,0
XI-IATI-IADB-PN-L1145,Inter-American Development Bank,Multilateral,A02_sector,PA,1,0,342,300000000,1,NA,1,1,0
XI-IATI-IADB-PN-L1152,Inter-American Development Bank,Multilateral,A02_sector,PA,1,0,345,200000000,0.8,0.040000000000000036,2,1,0
XI-IATI-IADB-PN-L1167,Inter-American Development Bank,Multilateral,A02_sector,PA,1,-1,322,150000000,1,NA,1,1,0
XI-IATI-IADB-PN-L1149,Inter-American Development Bank,Multilateral,A02_sector,PA,1,0,349,200000000,1,NA,1,1,0
XI-IATI-IADB-PN-L1100,Inter-American Development Bank,Multilateral,A02_sector,PA,1,0,532,300000000,0.6,0.16000000000000003,2,1,0
XI-IATI-IADB-PN-L1119,Inter-American Development Bank,Multilateral,A02_sector,PA,1,0,273,200000000,0.9411764705882353,0.0034602076124568004,2,1,0
XI-IATI-IADB-PN-L1110,Inter-American Development Bank,Multilateral,A02_sector,PA,1,0,292,150000000,0.5,0.25,2,1,0
XI-IATI-IADB-PN-L1151,Inter-American Development Bank,Multilateral,A02_sector,PA,1,0,355,200000000,0.8,0.040000000000000036,2,1,0
XI-IATI-IADB-PN-L1118,Inter-American Development Bank,Multilateral,A02_sector,PA,1,0,348,200000000,0.9411764705882353,0.0034602076124568004,2,1,0
XI-IATI-IADB-PN-L1103,Inter-American Development Bank,Multilateral,A02_sector,PA,1,0,292,150000000,0.5,0.25,2,1,0
XI-IATI-IADB-PN-L1162,Inter-American Development Bank,Multilateral,A02_sector,PA,1,0,355,150000000,1,NA,1,1,0
XI-IATI-IADB-PN-L1156,Inter-American Development Bank,Multilateral,A02_sector,PA,1,0,322,150000000,1,NA,1,1,0
XI-IATI-IADB-SU-L1065,Inter-American Development Bank,Multilateral,A02_sector,SR,1,0,326,150000000,1,NA,1,1,0
XI-IATI-IADB-SU-L1033,Inter-American Development Bank,Multilateral,A02_sector,SR,1,0,151,15000000,1,NA,1,1,0
XI-IATI-IADB-SU-L1043,Inter-American Development Bank,Multilateral,A02_sector,SR,1,0,331,15000000,1,NA,1,1,0
XI-IATI-IADB-SU-L1075,Inter-American Development Bank,Multilateral,A02_sector,SR,1,0,351,150000000,1,NA,1,1,0
XI-IATI-IADB-SU-L1036,Inter-American Development Bank,Multilateral,A02_sector,SR,1,0,356,70000000,1,NA,1,1,0
XI-IATI-IADB-ES-L1093,Inter-American Development Bank,Multilateral,A02_sector,SV,1,0,347,350000000,1,NA,1,1,0
XI-IATI-IADB-ES-L1137,Inter-American Development Bank,Multilateral,A02_sector,SV,1,0,274,200000000,0.9999999532276321,2.220446049250313e-15,2,1,0
XI-IATI-IADB-ES-L1143,Inter-American Development Bank,Multilateral,A02_sector,SV,1,0,360,250000000,1,NA,1,1,0
XI-IATI-IADB-PE-L1267,Inter-American Development Bank,Multilateral,A02_sector,PE,1,0,968,500000000,0.4825581395348837,0.2680502974580854,2,1,0
XI-IATI-IADB-PE-L1099,Inter-American Development Bank,Multilateral,A02_sector,PE,1,0,347,25000000,0.814411831775092,0.03444296818507675,2,1,0
XI-IATI-IADB-PE-L1261,Inter-American Development Bank,Multilateral,A02_sector,PE,1,0,1025,400000000,0.31267461489943815,0.4956546459786551,2,1,0
XI-IATI-IADB-PE-L1276,Inter-American Development Bank,Multilateral,A02_sector,PE,1,0,1020,300000000,0.39285714285714285,0.38010204081632654,2,1,0
XI-IATI-IADB-PE-L1154,Inter-American Development Bank,Multilateral,A02_sector,PE,1,0,515,300000000,1,NA,1,1,0
XI-IATI-IADB-PE-L1283,Inter-American Development Bank,Multilateral,A02_sector,PE,1,0,942,300000000,0.2857142857142857,0.5102040816326531,2,1,0
XI-IATI-IADB-PE-L1244,Inter-American Development Bank,Multilateral,A02_sector,PE,1,0,306,50000000,0.17627032151840058,0.6787877804732325,2,1,0
XI-IATI-IADB-PE-L1138,Inter-American Development Bank,Multilateral,A02_sector,PE,1,0,337,25000000,0.814411831775092,0.03444296818507675,2,1,0
XI-IATI-IADB-PE-L1169,Inter-American Development Bank,Multilateral,A02_sector,PE,1,0,17,300000000,0.16023295072910884,0.7052086970411394,2,1,0
XI-IATI-IADB-PE-L1140,Inter-American Development Bank,Multilateral,A02_sector,PE,1,0,347,25000000,0.814411831775092,0.03444296818507675,2,1,0
XI-IATI-IADB-PE-L1262,Inter-American Development Bank,Multilateral,A02_sector,PE,1,0,1005,600000000,0.46511627906976744,0.2861005949161708,2,1,0
XI-IATI-IADB-PE-L1223,Inter-American Development Bank,Multilateral,A02_sector,PE,1,0,310,100000000,0.19230769230769232,0.6523668639053255,2,1,0
XI-IATI-IADB-PR-L1163,Inter-American Development Bank,Multilateral,A02_sector,PY,1,0,1612,90000000,0.6356723981160797,0.25702727379824514,2,1,0
XI-IATI-IADB-PR-L1144,Inter-American Development Bank,Multilateral,A02_sector,PY,1,0,393,200000000,0.9113149847094801,0.0707852874337177,1.3333333333333333,1,0
XI-IATI-IADB-PR-L1161,Inter-American Development Bank,Multilateral,A02_sector,PY,1,0,714,90000000,0.875,0.0625,1.5,1,0
XI-IATI-IADB-PR-L1179,Inter-American Development Bank,Multilateral,A02_sector,PY,1,0,292,250000000,0.9987893462469734,1.4656825096936998e-6,2,1,0
XI-IATI-IADB-PR-L1175,Inter-American Development Bank,Multilateral,A02_sector,PY,1,0,561,210000000,0.75,0.0625,2,1,0
XI-IATI-IADB-PR-L1151,Inter-American Development Bank,Multilateral,A02_sector,PY,1,0,319,300000000,0.875,0.0625,1.5,1,0
XI-IATI-IADB-PR-L1177,Inter-American Development Bank,Multilateral,A02_sector,PY,1,0,685,200000000,0.9987893462469734,1.4656825096936998e-6,2,1,0
XI-IATI-IADB-PR-L1180,Inter-American Development Bank,Multilateral,A02_sector,PY,1,0,1050,250000000,0.9987893462469734,1.4656825096936998e-6,2,1,0
XI-IATI-IADB-PR-L1101,Inter-American Development Bank,Multilateral,A02_sector,PY,1,0,580,200000000,0.672315988514602,0.11117494078579424,2,1,0
XI-IATI-IADB-PR-L1185,Inter-American Development Bank,Multilateral,A02_sector,PY,1,0,713,150000000,0.15822784810126583,0.7085803557122257,2,1,0
XI-IATI-IADB-TT-L1058,Inter-American Development Bank,Multilateral,A02_sector,TT,1,-1,340,100000000,1,NA,1,1,0
XI-IATI-IADB-UR-L1170,Inter-American Development Bank,Multilateral,A02_sector,UY,1,0,129,350000000,1,NA,1,1,0
XI-IATI-IADB-UR-L1108,Inter-American Development Bank,Multilateral,A02_sector,UY,1,0,721,250000000,1,NA,1,1,0
XI-IATI-IADB-UR-L1076,Inter-American Development Bank,Multilateral,A02_sector,UY,1,0.6659090909090909,94,550000000,1,NA,1,1,1
XI-IATI-IADB-UR-L1140,Inter-American Development Bank,Multilateral,A02_sector,UY,1,0,591,250000000,1,NA,1,1,0
XI-IATI-IADB-UR-L1186,Inter-American Development Bank,Multilateral,A02_sector,UY,1,0,1076,155000000,1,NA,1,1,0
XI-IATI-IADB-UR-L1106,Inter-American Development Bank,Multilateral,A02_sector,UY,1,0,364,247000000,1,NA,1,1,0
XI-IATI-IADB-UR-L1156,Inter-American Development Bank,Multilateral,A02_sector,UY,1,0,1068,250000000,1,NA,1,1,0
XI-IATI-IADB-UR-L1097,Inter-American Development Bank,Multilateral,A02_sector,UY,1,0,364,120000000,1,NA,1,1,0
XI-IATI-IADB-UR-L1175,Inter-American Development Bank,Multilateral,A02_sector,UY,1,0,1018,145000000,1,NA,1,1,0
XI-IATI-IADB-UR-L1195,Inter-American Development Bank,Multilateral,A02_sector,UY,1,0,360,200000000,1,NA,1,1,0
XM-DAC-46004-45230-001-LN2922,Asian Development Bank,Multilateral,A01_general,AM,1,0.04567506300000013,745,20000000,0.30901007432656197,0.4888981672976273,2,1,0
XM-DAC-46004-46220-001-LN3155,Asian Development Bank,Multilateral,A01_general,AM,1,0.07012845571428572,-42,49000000,0.30901007432656197,0.4888981672976273,2,1,0
XM-DAC-46004-46220-006-LN3453,Asian Development Bank,Multilateral,A01_general,AM,1,0,0,90000000,1,NA,1,1,0
XM-DAC-46004-51060-002-LN3584,Asian Development Bank,Multilateral,A01_general,AM,1,0,1,40000000,1,NA,1,1,0
XM-DAC-46004-51060-003-LN3735,Asian Development Bank,Multilateral,A01_general,AM,1,0,0,50000000,1,NA,1,1,0
XM-DAC-46004-53248-001-LN3859,Asian Development Bank,Multilateral,A01_general,AM,1,-0.0176047347499999,0,40000000,0.49899485663719995,0.25100615367597984,2,1,0
XM-DAC-46004-51129-002-LN3860,Asian Development Bank,Multilateral,A01_general,AM,1,-0.01464998499999992,91,10000000,0.49899485663719995,0.25100615367597984,2,1,0
XM-DAC-46004-55103-001-LN4250,Asian Development Bank,Multilateral,A01_general,AM,1,0,0,100000000,1,NA,1,1,0
XM-DAC-46004-50145-001-LN3486,Asian Development Bank,Multilateral,A01_general,AZ,1,0,26,500000000,1,NA,1,1,0
XM-DAC-46004-48386-004-LN3614,Asian Development Bank,Multilateral,A01_general,AZ,1,0,1004,250000000,1,NA,1,1,0
XM-DAC-46004-51059-001-LN3616,Asian Development Bank,Multilateral,A01_general,AZ,1,0,0,250000000,1,NA,1,1,0
XM-DAC-46004-51059-002-LN3868,Asian Development Bank,Multilateral,A01_general,AZ,1,0,0,250000000,1,NA,1,1,0
XM-DAC-46004-55073-001-LN4082,Asian Development Bank,Multilateral,A01_general,AZ,1,0,-273,250000000,1,NA,1,1,0
XM-DAC-46004-50212-001-LN3479,Asian Development Bank,Multilateral,A01_general,CK,1,1,140,10000000,1,NA,1,1,1
XM-DAC-46004-50212-003-LN3933,Asian Development Bank,Multilateral,A01_general,CK,1,-0.03429943267429536,1112,9734796,1,NA,1,1,0
XM-DAC-46004-54289-001-LN4010,Asian Development Bank,Multilateral,A01_general,CK,1,-0.01733104759444104,0,21055190,1,NA,1,1,0
XM-DAC-46004-55014-001-LN4161,Asian Development Bank,Multilateral,A01_general,CK,1,-5.888740857427077e-4,909,37744979,1,NA,1,1,0
XM-DAC-46004-46371-002-GRNT0431,Asian Development Bank,Multilateral,A01_general,BT,1,0,562,16100000,0.4451442886826516,0.30786486038148064,2,1,0
XM-DAC-46004-45260-001-LN2955,Asian Development Bank,Multilateral,A01_general,BT,1,0.04599082613908878,46,8340000,0.7225721443413258,0.30786486038148064,1.5,1,0
XM-DAC-46004-46371-001-LN2994,Asian Development Bank,Multilateral,A01_general,BT,1,-0.00179530373502467,69,14190000,1,NA,1,1,0
XM-DAC-46004-46371-002-LN3258,Asian Development Bank,Multilateral,A01_general,BT,1,0.00660183781094536,-150,20100000,0.4505092478592453,0.30196886947517887,2,1,0
XM-DAC-46004-51141-002-GRNT0615,Asian Development Bank,Multilateral,A01_general,BT,1,0,623,14000000,0.5142107331237381,0.23690764928475314,2,1,0
XM-DAC-46004-51252-003-LN3863,Asian Development Bank,Multilateral,A01_general,BT,1,0,0,30000000,0.5138921745779914,0.23767516970673846,2,1,0
XM-DAC-46004-54183-001-LN3914,Asian Development Bank,Multilateral,A01_general,BT,1,0,-12,20000000,0.4958338870583395,0.25454500023363485,2,1,0
XM-DAC-46004-51252-004-LN3992,Asian Development Bank,Multilateral,A01_general,BT,1,0,0,30000000,0.47681992390144745,0.27371739202648726,2,1,0
XM-DAC-46004-51252-005-LN4130,Asian Development Bank,Multilateral,A01_general,BT,1,0,0,30000000,0.5148478502152315,0.23537260844078245,2,1,0
XM-DAC-46004-56010-001-LN4229,Asian Development Bank,Multilateral,A01_general,BT,1,0,0,37350000,0.41663216576788825,0.3403180300166645,2,1,0
XM-DAC-46004-48490-002-LN3667,Asian Development Bank,Multilateral,A01_general,FJ,1,0,-124,15000000,1,NA,1,1,0
XM-DAC-46004-48490-003-LN3812,Asian Development Bank,Multilateral,A01_general,FJ,1,0,34,65000000,0.8061324644227202,0.03758462135080787,2,1,0
XM-DAC-46004-48490-004-LN3952,Asian Development Bank,Multilateral,A01_general,FJ,1,0,16,200000000,0.8061324644227202,0.03758462135080787,2,1,0
XM-DAC-46004-55116-001-LN4194,Asian Development Bank,Multilateral,A01_general,FJ,1,0,61,90000000,0.6030830667799991,0.15754305187677065,2,1,0
XM-DAC-46004-55116-001-LN4193,Asian Development Bank,Multilateral,A01_general,FJ,1,0,61,60000000,0.6030830667799991,0.15754305187677065,2,1,0
XM-DAC-46004-50028-002-GRNT0669,Asian Development Bank,Multilateral,A01_general,FM,1,0,957,6000000,1,NA,1,1,0
XM-DAC-46004-54309-001-GRNT0751,Asian Development Bank,Multilateral,A01_general,FM,1,0,240,14000000,1,NA,1,1,0
XM-DAC-46004-50028-003-GRNT0756,Asian Development Bank,Multilateral,A01_general,FM,1,1,535,6000000,1,NA,1,1,1
XM-DAC-46004-48044-001-LN3190,Asian Development Bank,Multilateral,A01_general,GE,1,0,-5,16000000,0.6903340817732176,0.3835719236449451,1.5,1,0
XM-DAC-46004-48044-001-LN3191,Asian Development Bank,Multilateral,A01_general,GE,1,0.02548080542372888,-5,59000000,0.6903340817732176,0.3835719236449451,1.5,1,0
XM-DAC-46004-48044-004-LN3282,Asian Development Bank,Multilateral,A01_general,GE,1,0.02866221681818181,13,22000000,0.38066816354643535,0.3835719236449451,2,1,0
XM-DAC-46004-48044-004-LN3283,Asian Development Bank,Multilateral,A01_general,GE,1,0.01155160886792461,13,53000000,0.38066816354643535,0.3835719236449451,2,1,0
XM-DAC-46004-48044-005-LN3417,Asian Development Bank,Multilateral,A01_general,GE,1,0,1,50000000,1,NA,1,1,0
XM-DAC-46004-48044-005-LN3418,Asian Development Bank,Multilateral,A01_general,GE,1,0.02591516299999996,1,50000000,1,NA,1,1,0
XM-DAC-46004-54191-001-LN3929,Asian Development Bank,Multilateral,A01_general,GE,1,-0.01543787649935879,0,102242870,0.49295564030761535,0.23112626529782668,3,1,0
XM-DAC-46004-51132-002-LN3985,Asian Development Bank,Multilateral,A01_general,GE,1,-0.00935766364091428,-74,136215705,0.7410910398880745,0.11562116745217595,2.5,1,0
XM-DAC-46004-54271-001-LN3993,Asian Development Bank,Multilateral,A01_general,GE,1,-0.0370869369153346,0,201741975,0.7410910398880745,0.11562116745217595,2.5,1,0
XM-DAC-46004-52339-001-LN4033,Asian Development Bank,Multilateral,A01_general,GE,1,0.01113858797772782,-43,51412461,0.7410910398880745,0.11562116745217595,2.5,1,0
XM-DAC-46004-49006-003-LN4112,Asian Development Bank,Multilateral,A01_general,GE,1,1,0,100892076,0.9892264394685335,1.1606960652521536e-4,2,1,1
XM-DAC-46004-54014-001-LN4378,Asian Development Bank,Multilateral,A01_general,GE,1,-0.01804352733333325,0,15000000,0.21895392516996529,0.5229171757922236,3,1,0
XM-DAC-46004-37017-013-LN2362,Asian Development Bank,Multilateral,A01_general,BD,1,0.02437490779999995,-2421,150000000,0.8900895099523233,0.01182715681297423,2.3333333333333335,1,0
XM-DAC-46004-39405-013-LN2383,Asian Development Bank,Multilateral,A01_general,BD,1,-3.4174560000010956e-4,-98,50000000,0.9436104631092312,0.0031797798707553504,2,1,0
XM-DAC-46004-39305-013-LN2554,Asian Development Bank,Multilateral,A01_general,BD,1,0.01528509399999999,996,70000000,0.9436104631092312,0.0031797798707553504,2,1,0
XM-DAC-46004-43477-013-LN2952,Asian Development Bank,Multilateral,A01_general,BD,1,0.03063582548387111,-171,155000000,0.9436104631092312,0.0031797798707553504,2,1,0
XM-DAC-46004-43477-013-LN2953,Asian Development Bank,Multilateral,A01_general,BD,1,0.00948131680000008,-171,50000000,0.9436104631092312,0.0031797798707553504,2,1,0
XM-DAC-46004-45260-001-LN2954,Asian Development Bank,Multilateral,A01_general,BD,1,0.03773377047619042,46,21000000,0.9076385111638039,0.00982462594680289,2,1,0
XM-DAC-46004-45253-002-LN3318,Asian Development Bank,Multilateral,A01_general,BD,1,0,-629,150000000,0.8175717682783221,0.03578210912418841,2.3333333333333335,1,0
XM-DAC-46004-45253-002-LN3319,Asian Development Bank,Multilateral,A01_general,BD,1,0.01905398709999994,-629,100000000,0.8175717682783221,0.03578210912418841,2.3333333333333335,1,0
XM-DAC-46004-54180-001-LN3920,Asian Development Bank,Multilateral,A01_general,BD,1,0,0,250000000,0.7260572380872277,0.07504463680439788,2,1,0
XM-DAC-46004-54180-001-LN3919,Asian Development Bank,Multilateral,A01_general,BD,1,0,0,250000000,0.7260572380872277,0.07504463680439788,2,1,0
XM-DAC-46004-53260-001-LN4177,Asian Development Bank,Multilateral,A01_general,BD,1,0,0,90000000,0.3057630902043611,0.5001660655531263,2,1,0
XM-DAC-46004-55041-003-LN4187,Asian Development Bank,Multilateral,A01_general,BD,1,1,-182,250000000,0.3057630902043611,0.5001660655531263,2,1,1
XM-DAC-46004-54307-002-LN4319,Asian Development Bank,Multilateral,A01_general,BD,1,0,192,400000000,0.4406748340613298,0.312844641252321,2,1,0
XM-DAC-46004-56253-001-LN4423,Asian Development Bank,Multilateral,A01_general,BD,1,1,-92,400000000,0.4406748340613298,0.312844641252321,2,1,1
XM-DAC-46004-46239-001-LN2871,Asian Development Bank,Multilateral,A01_general,ID,1,0,-808,500000000,0.635950224476627,0.16077915934737247,2.6666666666666665,1,0
XM-DAC-46004-46093-004-LN3068,Asian Development Bank,Multilateral,A01_general,ID,1,0,56,400000000,0.8609537916855876,0.019333848046614976,2,1,0
XM-DAC-46004-48134-001-LN3164,Asian Development Bank,Multilateral,A01_general,ID,1,0,0,400000000,0.8609537916855876,0.019333848046614976,2,1,0
XM-DAC-46004-48207-001-LN3274,Asian Development Bank,Multilateral,A01_general,ID,1,0,148,400000000,0.5234484408721467,0.23150181499775122,3,1,0
XM-DAC-46004-49043-001-LN3303,Asian Development Bank,Multilateral,A01_general,ID,1,0,0,400000000,0.3864721165650912,0.3538757493780981,3,1,0
XM-DAC-46004-48134-006-LN3402,Asian Development Bank,Multilateral,A01_general,ID,1,0,39,500000000,0.6604247651792021,0.1091278806174043,3,1,0
XM-DAC-46004-50168-001-LN3454,Asian Development Bank,Multilateral,A01_general,ID,1,0,119,500000000,0.5793615263417452,0.17872032362439147,3,1,0
XM-DAC-46004-48207-002-LN3541,Asian Development Bank,Multilateral,A01_general,ID,1,0,136,400000000,0.49829828750428834,0.24831276663137863,3,1,0
XM-DAC-46004-49043-002-LN3561,Asian Development Bank,Multilateral,A01_general,ID,1,0,85,400000000,0.5991491437521441,0.16915638331568933,2.5,1,0
XM-DAC-46004-50168-002-LN3671,Asian Development Bank,Multilateral,A01_general,ID,1,0,171,500000000,0.5975160653965483,0.17249627446568008,2,1,0
XM-DAC-46004-48134-007-LN3670,Asian Development Bank,Multilateral,A01_general,ID,1,0,181,500000000,0.7,0.09000000000000002,2,1,0
XM-DAC-46004-48207-004-LN3779,Asian Development Bank,Multilateral,A01_general,ID,1,0,274,500000000,0.49503213079309666,0.25499254893136014,2,1,0
XM-DAC-46004-50168-003-LN3842,Asian Development Bank,Multilateral,A01_general,ID,1,0,259,500000000,0.49503213079309666,0.25499254893136014,2,1,0
XM-DAC-46004-54139-001-LN3905,Asian Development Bank,Multilateral,A01_general,ID,1,0.00580231167094014,-306,502638494,0.5579798213702482,0.21242548005284898,2,1,0
XM-DAC-46004-54139-001-LN3906,Asian Development Bank,Multilateral,A01_general,ID,1,-0.03536622485583041,-306,1005276988,0.5579798213702482,0.21242548005284898,2,1,0
XM-DAC-46004-54117-001-LN3971,Asian Development Bank,Multilateral,A01_general,ID,1,0,0,500000000,0.5421648517878168,0.2231460940298798,2,1,0
XM-DAC-46004-52218-001-LN4038,Asian Development Bank,Multilateral,A01_general,ID,1,0,0,500000000,0.6373128798913044,0.13822620717528028,2,1,0
XM-DAC-46004-53211-001-LN4137,Asian Development Bank,Multilateral,A01_general,ID,1,0,0,500000000,0.4774346299418456,0.2791774450027586,2,1,0
XM-DAC-46004-54461-001-LN4144,Asian Development Bank,Multilateral,A01_general,ID,1,0,0,500000000,0.4774346299418456,0.2791774450027586,2,1,0
XM-DAC-46004-49043-003-LN4256,Asian Development Bank,Multilateral,A01_general,ID,1,0,0,500000000,0.4470168236843294,0.30806598088447934,2,1,0
XM-DAC-46004-52218-002-LN4249,Asian Development Bank,Multilateral,A01_general,ID,1,0,0,500000000,0.4470168236843294,0.30806598088447934,2,1,0
XM-DAC-46004-55235-001-LN4251,Asian Development Bank,Multilateral,A01_general,ID,1,0,0,500000000,0.4470168236843294,0.30806598088447934,2,1,0
XM-DAC-46004-53211-002-LN4350,Asian Development Bank,Multilateral,A01_general,ID,1,0.0333579932000001,0,500000000,0.4947199430405231,0.25530793596097234,2,1,0
XM-DAC-46004-54461-002-LN4377,Asian Development Bank,Multilateral,A01_general,ID,1,0.01209868432144223,112,512657363,0.4947199430405231,0.25530793596097234,2,1,0
XM-DAC-46004-41544-084-GRNT0393,Asian Development Bank,Multilateral,A01_general,KG,1,0,114,22000000,0.46865744681132077,0.2823249088290644,2,1,0
XM-DAC-46004-46537-002-GRNT0407,Asian Development Bank,Multilateral,A01_general,KG,1,0.7,-223,10000000,0.6127004880289149,0.3435180475076879,1.6666666666666667,1,1
XM-DAC-46004-41544-088-GRNT0432,Asian Development Bank,Multilateral,A01_general,KG,1,0,86,20000000,0.49661358119389143,0.25339788663843893,2,1,0
XM-DAC-46004-41544-089-GRNT0487,Asian Development Bank,Multilateral,A01_general,KG,1,1,1,12500000,0.341487882892853,0.4336382083769369,2,1,1
XM-DAC-46004-50024-002-GRNT0552,Asian Development Bank,Multilateral,A01_general,KG,1,-0.6666666666666667,-38,12000000,1,NA,1,1,0
XM-DAC-46004-41544-091-GRNT0563,Asian Development Bank,Multilateral,A01_general,KG,1,0.01631839999999995,-125,25000000,1,NA,1,1,0
XM-DAC-46004-41544-089-LN3410,Asian Development Bank,Multilateral,A01_general,KG,1,0.03857139200000004,1,12500000,0.341487882892853,0.4336382083769369,2,1,0
XM-DAC-46004-54169-001-GRNT0699,Asian Development Bank,Multilateral,A01_general,KG,1,0,0,25000000,1,NA,1,1,0
XM-DAC-46004-54169-001-LN3913,Asian Development Bank,Multilateral,A01_general,KG,1,0,0,25000000,1,NA,1,1,0
XM-DAC-46004-52225-003-GRNT0800,Asian Development Bank,Multilateral,A01_general,KG,1,-0.01091662149532712,0,10700000,1,NA,1,1,0
XM-DAC-46004-52225-003-LN4114,Asian Development Bank,Multilateral,A01_general,KG,1,0,0,69300000,1,NA,1,1,0
XM-DAC-46004-52225-001-GRNT0657,Asian Development Bank,Multilateral,A01_general,KG,1,1,0,50000000,1,NA,1,1,1
XM-DAC-46004-52225-004-LN4221,Asian Development Bank,Multilateral,A01_general,KG,1,0,0,25000000,1,NA,1,1,0
XM-DAC-46004-52225-004-GRNT0853,Asian Development Bank,Multilateral,A01_general,KG,1,1.990065128,0,25000000,1,NA,1,1,1
XM-DAC-46004-56150-001-GRNT0860,Asian Development Bank,Multilateral,A01_general,KG,1,1.9951723064,0,25000000,1,NA,1,1,1
XM-DAC-46004-56150-001-LN4241,Asian Development Bank,Multilateral,A01_general,KG,1,0,0,25000000,1,NA,1,1,0
XM-DAC-46004-49232-001-LN3356,Asian Development Bank,Multilateral,A01_general,CN,1,0,392,300000000,1,NA,1,1,0
XM-DAC-46004-52230-001-LN3988,Asian Development Bank,Multilateral,A01_general,CN,1,0,-282,50000000,1,NA,1,1,0
XM-DAC-46004-47314-001-GRNT0416,Asian Development Bank,Multilateral,A01_general,KI,1,0,0,3000000,0.3623475483081751,0.40660064914859495,2,1,0
XM-DAC-46004-47322-001-GRNT0560,Asian Development Bank,Multilateral,A01_general,KI,1,0,101,5000000,0.41112473943941824,0.346774072500293,2,1,0
XM-DAC-46004-47322-002-GRNT0633,Asian Development Bank,Multilateral,A01_general,KI,1,0.847230792,-3,2500000,0.554555250762593,0.13056561360943375,3,1,1
XM-DAC-46004-50028-003-GRNT0758,Asian Development Bank,Multilateral,A01_general,KI,1,0,656,8000000,0.554555250762593,0.13056561360943375,3,1,0
XM-DAC-46004-49083-001-LN3272,Asian Development Bank,Multilateral,A01_general,KZ,1,0,361,1000000000,1,NA,1,1,0
XM-DAC-46004-54188-001-LN3940,Asian Development Bank,Multilateral,A01_general,KZ,1,-0.03440068954423192,0,538797633,1,NA,1,1,0
XM-DAC-46004-54188-001-LN3941,Asian Development Bank,Multilateral,A01_general,KZ,1,-0.03440068954423192,0,538797633,1,NA,1,1,0
XM-DAC-46004-40368-022-LN2777,Asian Development Bank,Multilateral,A01_general,LA,1,0.076050281,-717,10000000,1,NA,1,1,0
XM-DAC-46004-44057-013-LN3036,Asian Development Bank,Multilateral,A01_general,LA,1,-0.00738221400000016,-22,15000000,1,NA,1,1,0
XM-DAC-46004-46059-002-LN3205,Asian Development Bank,Multilateral,A01_general,LA,1,0.02382347399999995,0,15000000,1,NA,1,1,0
XM-DAC-46004-47137-003-LN3279,Asian Development Bank,Multilateral,A01_general,LA,1,-2.1830352941187847e-4,0,17000000,1,NA,1,1,0
XM-DAC-46004-47137-006-GRNT0572,Asian Development Bank,Multilateral,A01_general,LA,1,0,161,30000000,1,NA,1,1,0
XM-DAC-46004-52146-001-LN3825,Asian Development Bank,Multilateral,A01_general,LA,1,0,244,45000000,0.5779720740077058,0.17810757031735736,2,1,0
XM-DAC-46004-50399-003-LN3821,Asian Development Bank,Multilateral,A01_general,LA,1,0,211,10000000,0.5779720740077058,0.17810757031735736,2,1,0
NL-1-PPR-26891,EN: Ministry of Foreign Affairs of the Netherlands,Bilateral,A02_sector,RW,1,0,219,22788000,0.03832066513624511,0.676726322089515,3,1,0
XM-DAC-46004-38558-013-LN2673,Asian Development Bank,Multilateral,A01_general,KH,1,0.0266093140000001,-1454,20000000,1,NA,1,1,0
XM-DAC-46004-43260-013-LN2888,Asian Development Bank,Multilateral,A01_general,KH,1,0.04039450416666668,-730,12000000,1,NA,1,1,0
XM-DAC-46004-44321-013-LN3006,Asian Development Bank,Multilateral,A01_general,KH,1,0.05465805041666671,-1888,24000000,0.8648246019936662,0.8953470230823674,1.1428571428571428,1,0
XM-DAC-46004-46064-002-LN3166,Asian Development Bank,Multilateral,A01_general,KH,1,0.08716712428571427,-192,7000000,1,NA,1,1,0
XM-DAC-46004-42305-033-LN3185,Asian Development Bank,Multilateral,A01_general,KH,1,0.08012302399999993,-31,15000000,1,NA,1,1,0
XM-DAC-46004-41392-023-LN3415,Asian Development Bank,Multilateral,A01_general,KH,1,0.04117072733333338,137,15000000,1,NA,1,1,0
