iatiidentifier,year,commitment_usd,disbursement_usd,n_disb_tx
XI-IATI-IADB-ME-L1276,2019,600000000,600000000,1
XI-IATI-IADB-ME-L1253,2017,650000000,650000000,2
XI-IATI-IADB-ME-L1186,2017,0,400000000,1
XI-IATI-IADB-ME-L1186,2016,600000000,200000000,1
XI-IATI-IADB-HA-L1099,2015,27000000,27000000,1
XI-IATI-IADB-HA-L1088,2014,12000000,12000000,1
XI-IATI-IADB-HA-L1090,2014,15000000,15000000,1
XI-IATI-IADB-NI-L1096,2017,65000000,65000000,2
XI-IATI-IADB-NI-L1079,2014,45000000,45000000,2
XI-IATI-IADB-NI-L1144,2017,65000000,65000000,2
XI-IATI-IADB-NI-L1089,2015,65000000,65000000,2
XI-IATI-IADB-PN-L1175,2022,150000000,150000000,1
XI-IATI-IADB-PN-L1159,2020,200000000,200000000,1
XI-IATI-IADB-PN-L1181,2023,200000000,200000000,1
XI-IATI-IADB-PN-L1145,2017,300000000,300000000,1
XI-IATI-IADB-PN-L1152,2018,200000000,200000000,1
XI-IATI-IADB-PN-L1167,2021,150000000,300000000,2
XI-IATI-IADB-PN-L1149,2019,200000000,200000000,1
XI-IATI-IADB-PN-L1100,2014,300000000,300000000,1
XI-IATI-IADB-PN-L1119,2016,200000000,200000000,1
XI-IATI-IADB-PN-L1110,2015,150000000,150000000,1
XI-IATI-IADB-PN-L1151,2018,200000000,200000000,1
XI-IATI-IADB-PN-L1118,2016,200000000,200000000,1
XI-IATI-IADB-PN-L1103,2015,150000000,150000000,1
XI-IATI-IADB-PN-L1162,2021,150000000,150000000,1
XI-IATI-IADB-PN-L1156,2019,150000000,150000000,1
XI-IATI-IADB-SU-L1065,2022,150000000,150000000,1
XI-IATI-IADB-SU-L1033,2014,0,15000000,1
XI-IATI-IADB-SU-L1043,2015,0,15000000,1
XI-IATI-IADB-SU-L1043,2014,15000000,0,0
XI-IATI-IADB-SU-L1075,2023,150000000,150000000,1
XI-IATI-IADB-SU-L1036,2016,70000000,70000000,1
XI-IATI-IADB-ES-L1093,2018,350000000,350000000,1
XI-IATI-IADB-ES-L1137,2019,200000000,200000000,1
XI-IATI-IADB-ES-L1143,2020,250000000,250000000,1
XI-IATI-IADB-PE-L1267,2021,500000000,0,0
XI-IATI-IADB-PE-L1267,2022,0,500000000,1
XI-IATI-IADB-PE-L1099,2014,25000000,25000000,1
XI-IATI-IADB-PE-L1261,2021,0,400000000,1
XI-IATI-IADB-PE-L1261,2020,400000000,0,0
XI-IATI-IADB-PE-L1276,2022,300000000,0,0
XI-IATI-IADB-PE-L1276,2023,0,300000000,1
XI-IATI-IADB-PE-L1154,2016,0,300000000,1
XI-IATI-IADB-PE-L1154,2015,300000000,0,0
XI-IATI-IADB-PE-L1283,2023,300000000,0,0
XI-IATI-IADB-PE-L1244,2019,50000000,0,0
XI-IATI-IADB-PE-L1244,2020,0,50000000,1
XI-IATI-IADB-PE-L1138,2014,25000000,25000000,1
XI-IATI-IADB-PE-L1169,2020,0,300000000,1
XI-IATI-IADB-PE-L1169,2015,300000000,0,0
XI-IATI-IADB-PE-L1140,2014,25000000,25000000,1
XI-IATI-IADB-PE-L1262,2021,600000000,600000000,1
XI-IATI-IADB-PE-L1223,2019,0,100000000,1
XI-IATI-IADB-PE-L1223,2018,100000000,0,0
XI-IATI-IADB-PR-L1163,2022,0,45000000,1
XI-IATI-IADB-PR-L1163,2023,0,45000000,1
XI-IATI-IADB-PR-L1163,2020,90000000,0,0
XI-IATI-IADB-PR-L1144,2018,0,100000000,1
XI-IATI-IADB-PR-L1144,2019,0,100000000,1
XI-IATI-IADB-PR-L1144,2017,200000000,0,0
XI-IATI-IADB-PR-L1161,2020,0,90000000,1
XI-IATI-IADB-PR-L1161,2019,90000000,0,0
XI-IATI-IADB-PR-L1179,2022,250000000,0,0
XI-IATI-IADB-PR-L1175,2020,210000000,210000000,2
XI-IATI-IADB-PR-L1151,2020,0,300000000,2
XI-IATI-IADB-PR-L1151,2018,300000000,0,0
XI-IATI-IADB-PR-L1177,2022,200000000,200000000,1
XI-IATI-IADB-PR-L1180,2021,250000000,0,0
XI-IATI-IADB-PR-L1180,2022,0,250000000,1
XI-IATI-IADB-PR-L1101,2015,200000000,0,0
XI-IATI-IADB-PR-L1101,2017,0,100000000,1
XI-IATI-IADB-PR-L1101,2016,0,100000000,1
XI-IATI-IADB-PR-L1185,2023,150000000,0,0
XI-IATI-IADB-TT-L1058,2020,100000000,200000000,2
XI-IATI-IADB-UR-L1170,2020,350000000,0,0
XI-IATI-IADB-UR-L1170,2022,0,350000000,1
XI-IATI-IADB-UR-L1108,2015,250000000,0,0
XI-IATI-IADB-UR-L1108,2020,0,250000000,2
XI-IATI-IADB-UR-L1076,2018,0,183750000,1
XI-IATI-IADB-UR-L1140,2017,250000000,0,0
XI-IATI-IADB-UR-L1140,2020,0,250000000,1
XI-IATI-IADB-UR-L1186,2023,0,155000000,1
XI-IATI-IADB-UR-L1186,2022,155000000,0,0
XI-IATI-IADB-UR-L1106,2020,0,247000000,1
XI-IATI-IADB-UR-L1106,2015,247000000,0,0
XI-IATI-IADB-UR-L1156,2020,0,250000000,1
XI-IATI-IADB-UR-L1156,2019,250000000,0,0
XI-IATI-IADB-UR-L1097,2020,0,53750000,1
XI-IATI-IADB-UR-L1097,2014,120000000,0,0
XI-IATI-IADB-UR-L1097,2018,0,66250000,1
XI-IATI-IADB-UR-L1175,2023,0,145000000,1
XI-IATI-IADB-UR-L1175,2021,145000000,0,0
XI-IATI-IADB-UR-L1195,2023,200000000,200000000,1
XM-DAC-46004-54192-001-GRNT0772,2021,0,0,12
XM-DAC-46004-54192-001-GRNT0772,2023,100000000,0,0
XM-DAC-46004-54192-001-GRNT0772,2020,0,0,1
XM-DAC-46004-38122-013-LN2215,2015,0,0,8
XM-DAC-46004-38122-013-LN2215,2023,48000000,0,0
XM-DAC-46004-38122-013-LN2215,2014,0,0,8
XM-DAC-46004-37393-032-GRNT0067,2023,56000000,0,0
XM-DAC-46004-45230-001-LN2922,2014,0,0,4
XM-DAC-46004-45230-001-LN2922,2015,0,9037947.59,4
XM-DAC-46004-46220-001-LN3155,2014,49000000,18996010.95,1
XM-DAC-46004-46220-001-LN3155,2015,0,26567694.72,4
XM-DAC-46004-46220-006-LN3453,2017,0,30000000,12
XM-DAC-46004-46220-006-LN3453,2016,90000000,60000000,2
XM-DAC-46004-51060-002-LN3584,2017,40000000,40000000,3
XM-DAC-46004-51060-003-LN3735,2018,50000000,50000000,2
XM-DAC-46004-53248-001-LN3859,2019,40000000,40704189.39,2
XM-DAC-46004-51129-002-LN3860,2019,10000000,10146499.85,2
XM-DAC-46004-55103-001-LN4250,2023,0,0,12
XM-DAC-46004-55103-001-LN4250,2022,100000000,100000000,4
XM-DAC-46004-50145-001-LN3486,2016,500000000,500000000,1
XM-DAC-46004-50145-001-LN3486,2017,0,0,2
XM-DAC-46004-48386-004-LN3614,2019,0,75000000,9
XM-DAC-46004-48386-004-LN3614,2018,0,175000000,12
XM-DAC-46004-48386-004-LN3614,2017,250000000,0,1
XM-DAC-46004-51059-001-LN3616,2018,250000000,250000000,7
XM-DAC-46004-51059-002-LN3868,2019,250000000,250000000,1
XM-DAC-46004-55073-001-LN4082,2022,0,0,9
XM-DAC-46004-55073-001-LN4082,2021,250000000,250000000,2
XM-DAC-46004-42503-023-LN2946,2014,0,0,1
XM-DAC-46004-50212-001-LN3479,2017,0,0,12
XM-DAC-46004-50212-001-LN3479,2016,10000000,0,1
XM-DAC-46004-50212-001-LN3479,2018,0,0,12
XM-DAC-46004-50212-001-LN3479,2019,0,0,12
XM-DAC-46004-50212-001-LN3479,2020,0,0,2
XM-DAC-46004-50212-003-LN3933,2020,9734796,10068693.98,3
XM-DAC-46004-54289-001-LN4010,2021,0,0,1
XM-DAC-46004-54289-001-LN4010,2020,21055190,21420098.5,2
XM-DAC-46004-55014-001-LN4161,2022,0,0,7
XM-DAC-46004-55014-001-LN4161,2021,37744979,37767206.04,1
XM-DAC-46004-55014-001-LN4162,2021,37744979,0,0
XM-DAC-46004-46371-002-GRNT0431,2015,16100000,16100000,1
XM-DAC-46004-45260-001-LN2955,2015,0,0,4
XM-DAC-46004-45260-001-LN2955,2014,0,4866863.65,4
XM-DAC-46004-46371-001-LN2994,2014,0,14215475.36,3
XM-DAC-46004-46371-002-LN3258,2015,20100000,0,3
XM-DAC-46004-46371-002-LN3258,2016,0,0,6
XM-DAC-46004-46371-002-LN3258,2017,0,19967303.06,5
XM-DAC-46004-51141-002-GRNT0615,2018,14000000,0,2
XM-DAC-46004-51141-002-GRNT0615,2021,0,7000000,12
XM-DAC-46004-51141-002-GRNT0615,2020,0,0,12
XM-DAC-46004-51141-002-GRNT0615,2019,0,7000000,12
XM-DAC-46004-51252-003-LN3863,2020,0,0,5
XM-DAC-46004-51252-003-LN3863,2019,30000000,30000000,2
XM-DAC-46004-54183-001-LN3914,2021,0,0,7
XM-DAC-46004-54183-001-LN3914,2020,20000000,20000000,8
XM-DAC-46004-51252-004-LN3992,2020,30000000,30000000,3
XM-DAC-46004-51252-005-LN4130,2021,30000000,30000000,2
XM-DAC-46004-56010-001-LN4229,2022,37350000,37350000,3
XM-DAC-46004-48490-002-LN3667,2018,15000000,15000000,7
XM-DAC-46004-48490-002-LN3667,2019,0,0,1
XM-DAC-46004-48490-003-LN3812,2019,65000000,0,1
XM-DAC-46004-48490-003-LN3812,2020,0,65000000,2
XM-DAC-46004-48490-004-LN3952,2020,200000000,200000000,3
XM-DAC-46004-55116-001-LN4194,2022,90000000,90000000,5
XM-DAC-46004-55116-001-LN4193,2022,60000000,60000000,5
XM-DAC-46004-50028-002-GRNT0669,2020,0,6000000,5
XM-DAC-46004-50028-002-GRNT0669,2019,6000000,0,4
XM-DAC-46004-54309-001-GRNT0751,2020,14000000,14000000,2
XM-DAC-46004-54309-001-GRNT0751,2021,0,0,2
XM-DAC-46004-50028-003-GRNT0756,2022,0,0,9
XM-DAC-46004-50028-003-GRNT0756,2021,0,0,12
XM-DAC-46004-50028-003-GRNT0756,2020,6000000,0,1
XM-DAC-46004-48044-001-LN3190,2014,16000000,16000000,1
XM-DAC-46004-48044-001-LN3190,2015,0,0,1
XM-DAC-46004-48044-001-LN3191,2015,0,0,1
XM-DAC-46004-48044-001-LN3191,2014,59000000,57496632.48,1
XM-DAC-46004-48044-004-LN3282,2015,22000000,21369431.23,1
XM-DAC-46004-48044-004-LN3283,2015,53000000,52387764.73,1
XM-DAC-46004-48044-005-LN3417,2016,50000000,50000000,4
XM-DAC-46004-48044-005-LN3418,2016,50000000,48704241.85,4
XM-DAC-46004-54191-001-LN3929,2020,102242870,103821282.8,7
XM-DAC-46004-51132-002-LN3985,2021,0,137490365.75,12
XM-DAC-46004-51132-002-LN3985,2020,136215705,0,3
XM-DAC-46004-51132-002-LN3985,2022,0,0,3
XM-DAC-46004-54271-001-LN3993,2020,201741975,0,3
XM-DAC-46004-54271-001-LN3993,2021,0,209223966.9,5
XM-DAC-46004-52339-001-LN4033,2021,0,50839798.78,5
XM-DAC-46004-52339-001-LN4033,2020,51412461,0,1
XM-DAC-46004-49006-003-LN4112,2022,0,0,6
XM-DAC-46004-49006-003-LN4112,2021,100892076,0,3
XM-DAC-46004-54271-002-LN4246,2022,100000000,0,8
XM-DAC-46004-54014-001-LN4378,2023,15000000,15270652.91,6
XM-DAC-46004-37017-013-LN2362,2018,0,40837575.63,11
XM-DAC-46004-37017-013-LN2362,2014,0,0,4
XM-DAC-46004-37017-013-LN2362,2016,0,0,6
XM-DAC-46004-37017-013-LN2362,2017,0,0,12
XM-DAC-46004-37017-013-LN2362,2015,0,0,4
XM-DAC-46004-39405-013-LN2383,2014,0,0,4
XM-DAC-46004-39305-013-LN2554,2014,0,0,4
XM-DAC-46004-43477-013-LN2952,2014,0,125005342.1,4
XM-DAC-46004-43477-013-LN2953,2014,0,19230915.61,4
XM-DAC-46004-45260-001-LN2954,2014,0,9472366.7,4
XM-DAC-46004-45260-001-LN2954,2015,0,0,4
XM-DAC-46004-45253-002-LN3318,2015,150000000,80000000,1
XM-DAC-46004-45253-002-LN3318,2016,0,0,6
XM-DAC-46004-45253-002-LN3318,2017,0,0,12
XM-DAC-46004-45253-002-LN3318,2019,0,0,12
XM-DAC-46004-45253-002-LN3318,2018,0,0,12
XM-DAC-46004-45253-002-LN3318,2020,0,70000000,3
XM-DAC-46004-45253-002-LN3319,2019,0,0,12
XM-DAC-46004-45253-002-LN3319,2018,0,0,12
XM-DAC-46004-45253-002-LN3319,2016,0,0,6
XM-DAC-46004-45253-002-LN3319,2017,0,0,12
XM-DAC-46004-45253-002-LN3319,2020,0,98094601.29,3
XM-DAC-46004-45253-002-LN3319,2015,100000000,0,1
XM-DAC-46004-54180-001-LN3920,2020,250000000,250000000,8
XM-DAC-46004-54180-001-LN3920,2021,0,0,12
XM-DAC-46004-54180-001-LN3919,2020,250000000,250000000,8
XM-DAC-46004-54180-001-LN3919,2021,0,0,12
XM-DAC-46004-53260-001-LN4177,2022,90000000,50000000,7
XM-DAC-46004-53260-001-LN4177,2023,0,0,12
XM-DAC-46004-55041-001-LN4076,2021,250000000,0,9
XM-DAC-46004-55041-003-LN4187,2022,250000000,0,21
XM-DAC-46004-55041-003-LN4187,2023,0,0,9
XM-DAC-46004-54307-001-LN4115,2021,250000000,0,3
XM-DAC-46004-54307-002-LN4319,2023,400000000,400000000,1
XM-DAC-46004-56253-001-LN4423,2023,400000000,0,1
XM-DAC-46004-46239-001-LN2871,2014,0,0,4
XM-DAC-46004-46239-001-LN2871,2015,0,500000000,4
XM-DAC-46004-46239-001-LN2871,2016,0,0,1
XM-DAC-46004-46093-004-LN3068,2014,0,0,1
XM-DAC-46004-48134-001-LN3164,2014,400000000,400000000,1
XM-DAC-46004-48207-001-LN3274,2015,400000000,400000000,2
XM-DAC-46004-48207-001-LN3274,2016,0,0,1
XM-DAC-46004-49043-001-LN3303,2015,400000000,400000000,1
XM-DAC-46004-48134-006-LN3402,2016,500000000,500000000,3
XM-DAC-46004-50168-001-LN3454,2016,500000000,500000000,2
XM-DAC-46004-50168-001-LN3454,2017,0,0,3
XM-DAC-46004-48207-002-LN3541,2017,400000000,400000000,5
XM-DAC-46004-49043-002-LN3561,2017,400000000,0,4
XM-DAC-46004-49043-002-LN3561,2018,0,400000000,1
XM-DAC-46004-50168-002-LN3671,2018,500000000,500000000,6
XM-DAC-46004-50168-002-LN3671,2019,0,0,1
XM-DAC-46004-48134-007-LN3670,2018,500000000,500000000,6
XM-DAC-46004-48207-004-LN3779,2019,500000000,500000000,3
XM-DAC-46004-50168-003-LN3842,2019,500000000,500000000,2
XM-DAC-46004-54139-001-LN3905,2021,0,0,12
XM-DAC-46004-54139-001-LN3905,2020,502638494,499722028.8,9
XM-DAC-46004-54139-001-LN3905,2022,0,0,1
XM-DAC-46004-54139-001-LN3906,2021,0,0,12
XM-DAC-46004-54139-001-LN3906,2020,1005276988,1040829840,9
XM-DAC-46004-54139-001-LN3906,2022,0,0,1
XM-DAC-46004-54117-001-LN3971,2023,0,0,12
XM-DAC-46004-54117-001-LN3971,2021,0,500000000,12
XM-DAC-46004-54117-001-LN3971,2020,500000000,0,4
XM-DAC-46004-54117-001-LN3971,2022,0,0,12
XM-DAC-46004-52218-001-LN4038,2021,0,500000000,10
XM-DAC-46004-52218-001-LN4038,2020,500000000,0,1
XM-DAC-46004-53211-001-LN4137,2022,0,500000000,12
XM-DAC-46004-53211-001-LN4137,2021,500000000,0,1
XM-DAC-46004-54461-001-LN4144,2022,0,500000000,12
XM-DAC-46004-54461-001-LN4144,2021,500000000,0,1
XM-DAC-46004-49043-003-LN4256,2023,0,500000000,6
XM-DAC-46004-49043-003-LN4256,2022,500000000,0,1
XM-DAC-46004-52218-002-LN4249,2023,0,500000000,11
XM-DAC-46004-52218-002-LN4249,2022,500000000,0,1
XM-DAC-46004-55235-001-LN4251,2023,0,500000000,24
XM-DAC-46004-55235-001-LN4251,2022,500000000,0,2
XM-DAC-46004-53211-002-LN4350,2023,500000000,483321003.4,6
XM-DAC-46004-54461-002-LN4377,2023,512657363,0,2
XM-DAC-46004-41544-084-GRNT0393,2014,22000000,22000000,2
XM-DAC-46004-46537-002-GRNT0407,2017,0,0,12
XM-DAC-46004-46537-002-GRNT0407,2018,0,0,12
XM-DAC-46004-46537-002-GRNT0407,2016,0,0,6
XM-DAC-46004-46537-002-GRNT0407,2015,10000000,3000000,4
XM-DAC-46004-46537-002-GRNT0407,2019,0,0,1
XM-DAC-46004-41544-088-GRNT0432,2015,20000000,20000000,3
XM-DAC-46004-41544-089-GRNT0487,2016,12500000,0,4
XM-DAC-46004-50024-002-GRNT0552,2019,0,0,12
XM-DAC-46004-50024-002-GRNT0552,2018,0,0,12
XM-DAC-46004-50024-002-GRNT0552,2021,0,8000000,12
XM-DAC-46004-50024-002-GRNT0552,2020,0,0,12
XM-DAC-46004-50024-002-GRNT0552,2022,0,8000000,2
XM-DAC-46004-50024-002-GRNT0552,2017,12000000,4000000,1
XM-DAC-46004-41544-091-GRNT0563,2018,0,0,11
XM-DAC-46004-41544-091-GRNT0563,2017,25000000,24592040,1
XM-DAC-46004-41544-089-LN3410,2016,12500000,12017857.6,4
XM-DAC-46004-54169-001-GRNT0699,2020,25000000,25000000,8
XM-DAC-46004-54169-001-LN3913,2020,25000000,25000000,8
XM-DAC-46004-52225-003-GRNT0800,2022,0,0,12
XM-DAC-46004-52225-003-GRNT0800,2021,10700000,10700000,3
XM-DAC-46004-52225-003-GRNT0800,2023,0,0,12
XM-DAC-46004-52225-003-LN4114,2021,69300000,69300000,3
XM-DAC-46004-52225-001-GRNT0657,2020,0,0,3
XM-DAC-46004-52225-001-GRNT0657,2019,50000000,0,3
XM-DAC-46004-52225-004-LN4221,2023,0,0,50
XM-DAC-46004-52225-004-LN4221,2022,25000000,25000000,15
XM-DAC-46004-52225-004-GRNT0853,2023,0,0,60
XM-DAC-46004-52225-004-GRNT0853,2022,25000000,-25000000,15
XM-DAC-46004-56150-001-GRNT0860,2023,0,0,24
XM-DAC-46004-56150-001-GRNT0860,2022,25000000,-25000000,4
XM-DAC-46004-56150-001-LN4241,2022,25000000,25000000,4
XM-DAC-46004-56150-001-LN4241,2023,0,0,6
XM-DAC-46004-52337-001-GRNT0852,2023,15000000,0,12
XM-DAC-46004-49232-001-LN3356,2016,300000000,300000000,2
XM-DAC-46004-52230-001-LN3988,2022,0,0,12
XM-DAC-46004-52230-001-LN3988,2023,0,25000000,5
XM-DAC-46004-52230-001-LN3988,2021,0,25000000,12
XM-DAC-46004-52230-001-LN3988,2020,50000000,0,1
XM-DAC-46004-53059-001-LN4220,2023,0,13410640.909999998,96
XM-DAC-46004-53059-001-LN4220,2022,28000000,0,8
XM-DAC-46004-47314-001-GRNT0416,2014,3000000,3000000,1
XM-DAC-46004-47322-001-GRNT0560,2018,0,0,2
XM-DAC-46004-47322-001-GRNT0560,2017,5000000,5000000,1
XM-DAC-46004-47322-002-GRNT0633,2019,0,0,12
XM-DAC-46004-47322-002-GRNT0633,2021,0,0,12
XM-DAC-46004-47322-002-GRNT0633,2022,0,0,12
XM-DAC-46004-47322-002-GRNT0633,2020,0,0,12
XM-DAC-46004-47322-002-GRNT0633,2018,2500000,0,2
XM-DAC-46004-47322-002-GRNT0633,2023,0,0,12
XM-DAC-46004-50028-003-GRNT0758,2020,8000000,0,1
XM-DAC-46004-50028-003-GRNT0758,2021,0,0,12
XM-DAC-46004-50028-003-GRNT0758,2022,0,8000000,5
XM-DAC-46004-56138-001-GRNT0882,2023,8000000,0,20
XM-DAC-46004-56284-001-GRNT0914,2023,5000000,0,8
XM-DAC-46004-49083-001-LN3272,2016,0,0,1
XM-DAC-46004-49083-001-LN3272,2015,1000000000,1000000000,1
XM-DAC-46004-54188-001-LN3940,2020,538797633,557332643.1,5
XM-DAC-46004-54188-001-LN3940,2021,0,0,12
XM-DAC-46004-54188-001-LN3941,2021,0,0,12
XM-DAC-46004-54188-001-LN3941,2020,538797633,557332643.1,5
XM-DAC-46004-40368-022-LN2777,2017,0,0,12
XM-DAC-46004-40368-022-LN2777,2014,0,4869798.78,4
XM-DAC-46004-40368-022-LN2777,2016,0,0,6
XM-DAC-46004-40368-022-LN2777,2015,0,0,4
XM-DAC-46004-40368-022-LN2777,2018,0,4369698.41,12
XM-DAC-46004-44057-013-LN3036,2014,0,0,2
XM-DAC-46004-46059-002-LN3205,2015,0,0,2
XM-DAC-46004-46059-002-LN3205,2014,15000000,14642647.89,1
XM-DAC-46004-47137-003-LN3279,2015,17000000,17003711.16,3
XM-DAC-46004-47137-003-LN3279,2016,0,0,3
XM-DAC-46004-47137-006-GRNT0572,2018,30000000,30000000,3
XM-DAC-46004-52146-001-LN3825,2019,45000000,45000000,3
XM-DAC-46004-50399-003-LN3821,2019,10000000,10000000,3
XM-DAC-21-1-2014B1MOZBSUP-MOZBUDSUP,2014,0,0,1
XM-DAC-21-1-2015000211B1TANGBIPTANGBS,2015,0,0,1
XM-DAC-21-1-2015000108B1MOZBSUPMOZBUDSUP,2015,0,0,1
XM-DAC-701-8-201903815,2023,92478421.70160297,0,0
XM-DAC-701-8-202210984,2023,308261405.6720099,0,0
XM-DAC-701-8-202210509,2023,83230579.53144267,0,0
XM-DAC-701-8-202208006,2023,184956843.40320593,0,0
XM-DAC-701-8-202311927,2023,184956843.40320593,0,0
XM-DAC-701-8-202209514,2023,40382244.143033296,0,0
XM-DAC-701-8-202207950,2023,92478421.70160297,0,0
XM-DAC-701-8-201905005,2023,184956843.40320593,0,0
XM-DAC-701-8-202004739,2023,271270036.9913687,0,0
XM-DAC-701-8-202108578,2023,92478421.70160297,0,0
XM-DAC-701-8-202109599,2023,184956843.40320593,0,0
XM-DAC-701-8-202311965,2023,94334155.36374846,0,0
XM-OCHAS-HPC6770-3209,2018,0,1000000,1
XM-OCHAS-HPC6770-3812,2019,0,68471,1
XM-OCHAS-HPC6770-2370,2018,0,1650000,1
XM-OCHAS-HPC6770-2371,2018,0,1950000,1
XM-OCHAS-HPC6770-2372,2018,0,25000000,1
XM-OCHAS-HPC6770-2385,2018,0,700000,1
XM-OCHAS-HPC6770-2398,2018,0,14654327,1
XM-OCHAS-HPC6770-2399,2018,0,505050,1
XM-OCHAS-HPC6770-2397,2018,0,197340909,1
XM-OCHAS-HPC6770-2401,2018,0,9000000,1
XM-OCHAS-HPC6770-2402,2018,0,10386364,1
XM-OCHAS-HPC6770-2403,2018,0,51500000,1
XM-OCHAS-HPC6770-2405,2018,0,1664626,1
XM-OCHAS-HPC6770-2404,2018,0,1000000,1
XM-OCHAS-HPC6770-2406,2018,0,20000000,1
XM-OCHAS-HPC6770-2407,2018,0,29500000,1
XM-OCHAS-HPC6770-2408,2018,0,3330000,1
XM-OCHAS-HPC6770-2409,2018,0,18681046,1
XM-OCHAS-HPC6770-2373,2018,0,4494949,1
XM-OCHAS-HPC6770-2374,2018,0,500000,1
XM-OCHAS-HPC6770-2378,2018,0,4000000,1
XM-OCHAS-HPC6770-2379,2018,0,6021353,1
XM-OCHAS-HPC6770-2377,2018,0,5000000,1
XM-OCHAS-HPC6770-2375,2018,0,2272727,1
XM-OCHAS-HPC6770-2380,2018,0,2280000,1
XM-OCHAS-HPC6770-2400,2018,0,2134375,1
XM-OCHAS-HPC6770-2386,2018,0,35000000,1
XM-OCHAS-HPC6770-2381,2018,0,2500000,1
XM-OCHAS-HPC6770-2382,2018,0,1200000,1
XM-OCHAS-HPC6770-2383,2018,0,3500000,1
XM-OCHAS-HPC6770-2384,2018,0,2076808,1
XM-OCHAS-HPC6770-2387,2018,0,4000000,1
XM-OCHAS-HPC6770-2389,2018,0,1500000,1
XM-OCHAS-HPC6770-2390,2018,0,5435625,1
XM-OCHAS-HPC6770-2391,2018,0,150000,1
XM-OCHAS-HPC6770-2392,2018,0,4593192,1
XM-OCHAS-HPC6770-2393,2018,0,18978647,1
XM-OCHAS-HPC6770-2394,2018,0,7500000,1
XM-OCHAS-HPC6770-3206,2018,0,8000000,1
XM-OCHAS-HPC6770-2376,2018,0,4775784,1
XM-OCHAS-HPC6770-2778,2018,0,360019,1
XM-OCHAS-HPC6770-2690,2018,0,67487436,1
XM-OCHAS-HPC6770-2691,2018,0,55295300,1
XM-OCHAS-HPC6770-2695,2018,0,53839352,1
XM-OCHAS-HPC6770-2733,2018,0,67492960,1
XM-OCHAS-HPC6770-1258,2017,0,200000,1
XM-OCHAS-HPC6770-1518,2017,0,2550000,1
XM-OCHAS-HPC6770-1605,2017,0,13333333,1
XM-OCHAS-HPC6770-1311,2017,0,16000000,1
XM-OCHAS-HPC6770-1606,2017,0,5333333,1
XM-OCHAS-HPC6770-1609,2017,0,18666667,1
XM-OCHAS-HPC6770-1610,2017,0,18666667,1
XM-OCHAS-HPC6770-3662,2019,0,710000,1
XM-OCHAS-HPC6770-1612,2017,0,13333333,1
XM-OCHAS-HPC6770-1613,2017,0,5333333,1
XM-OCHAS-HPC6770-1614,2017,0,16000000,1
XM-OCHAS-HPC6770-1641,2017,0,3802085,1
XM-OCHAS-HPC6770-1642,2017,0,165883,1
XM-OCHAS-HPC6770-1789,2017,0,2640000,1
XM-OCHAS-HPC6770-2174,2017,0,13333333,1
XM-OCHAS-HPC6770-2176,2017,0,8666667,1
XM-OCHAS-HPC6770-2186,2017,0,8000000,1
XM-OCHAS-HPC6770-2188,2017,0,9333333,1
XM-OCHAS-HPC6770-3198,2017,0,2649000,1
NZ-1-ACT-0100448,2019,2823423.118188492,0,0
NL-1-PPR-26891,2015,0,5697000,1
NL-1-PPR-26891,2014,22788000,5697000,1
NL-1-PPR-26891,2017,0,5697000,1
NL-1-PPR-26891,2016,0,5697000,1
XM-DAC-46004-38558-013-LN2673,2016,0,0,6
XM-DAC-46004-38558-013-LN2673,2017,0,9096019.4,6
XM-DAC-46004-38558-013-LN2673,2015,0,0,4
XM-DAC-46004-38558-013-LN2673,2014,0,0,4
XM-DAC-46004-43260-013-LN2888,2014,0,0,4
XM-DAC-46004-43260-013-LN2888,2015,0,5510574,4
XM-DAC-46004-44321-013-LN3006,2017,0,0,12
XM-DAC-46004-44321-013-LN3006,2020,0,0,12
XM-DAC-46004-44321-013-LN3006,2022,0,10389427.74,8
XM-DAC-46004-44321-013-LN3006,2015,0,0,4
XM-DAC-46004-44321-013-LN3006,2019,0,0,12
XM-DAC-46004-44321-013-LN3006,2021,0,0,12
XM-DAC-46004-44321-013-LN3006,2014,0,0,4
XM-DAC-46004-44321-013-LN3006,2016,0,0,6
XM-DAC-46004-44321-013-LN3006,2018,0,0,12
XM-DAC-46004-46064-002-LN3166,2015,0,3143340.86,4
XM-DAC-46004-46064-002-LN3166,2017,0,0,12
XM-DAC-46004-46064-002-LN3166,2016,0,0,6
XM-DAC-46004-46064-002-LN3166,2018,0,3246489.27,7
XM-DAC-46004-46064-002-LN3166,2014,7000000,0,1
XM-DAC-46004-42305-033-LN3185,2015,0,13798154.64,3
XM-DAC-46004-42305-033-LN3185,2014,15000000,0,1
XM-DAC-46004-41392-023-LN3415,2016,15000000,14382439.09,3
XM-DAC-46004-41392-023-LN3415,2017,0,0,2
XM-DAC-46004-47136-003-LN3426,2016,15000000,14633794.56,3
XM-DAC-46004-47136-003-LN3426,2017,0,0,5
XM-DAC-46004-49041-002-LN3428,2017,0,0,4
XM-DAC-46004-49041-002-LN3428,2016,26500000,25776547.17,3
XM-DAC-46004-44263-013-LN3460,2016,40000000,0,1
XM-DAC-46004-44263-013-LN3460,2017,0,38632260.05,4
XM-DAC-46004-47136-006-LN3719,2019,0,15000000,3
XM-DAC-46004-47136-006-LN3719,2018,15000000,0,3
XM-DAC-46004-50101-002-LN3832,2021,0,0,12
