iatiidentifier,year,commitment_usd,disbursement_usd,n_disb_tx
XI-IATI-EC_NEAR-2021-PCC-424417,2022,0,757495.3838760001,1
XI-IATI-EC_NEAR-2021-PCC-424417,2023,0,569904.86412,1
XI-IATI-EC_NEAR-2021-PCC-426292,2021,750294.9,0,0
XI-IATI-EC_NEAR-2020-PCC-423478,2023,0,400013.45353800006,3
XI-IATI-EC_NEAR-2020-PCC-423478,2022,0,967266.546462,3
XI-IATI-EC_NEAR-2020-PCC-423478,2021,2278800,683640,3
XI-IATI-EC_NEAR-2020-PCC-424787,2023,0,18996013.506330002,4
XI-IATI-EC_NEAR-2020-PCC-424787,2022,0,10927388.570886001,2
XI-IATI-EC_NEAR-2020-PCC-424787,2021,41018400,0,0
XI-IATI-EC_NEAR-2020-PCC-419973,2021,57710610,17831610,3
XI-IATI-EC_NEAR-2020-PCC-419973,2023,0,9969750,3
XI-IATI-EC_NEAR-2020-PCC-419973,2022,0,7406100,3
XI-IATI-EC_NEAR-2023-PC-3384,2023,4083324.7500000005,0,0
XI-IATI-EC_NEAR-2023-PC-25960,2023,91152000,82036800,1
XI-IATI-EC_NEAR-2023-PC-3383,2023,181164.6,0,0
XI-IATI-EC_NEAR-2023-ACT-61596,2023,79758000,0,0
XI-IATI-EC_NEAR-2023-PC-25441,2023,79758000,71782200,1
XI-IATI-EC_NEAR-2012-ACT-D-24572-00,2020,157583.57760000002,0,0
XI-IATI-EC_NEAR-2012-ACT-D-24572-00,2017,689.337,0,0
XI-IATI-EC_NEAR-2017-ACT-D-40318-00,2023,12704310,0,0
XI-IATI-EC_NEAR-2017-ACT-D-40318-00,2017,54292410,0,0
XI-IATI-EC_NEAR-2016-ACT-D-39318-00,2016,88303500,0,0
XI-IATI-EC_NEAR-2019-ACT-D-41937-00,2019,62667000,0,0
XI-IATI-EC_NEAR-2018-ACT-D-41405-00,2018,21238416,0,0
XI-IATI-EC_NEAR-2019-ACT-D-41934-01,2019,61527600,0,0
XI-IATI-EC_NEAR-2023-ACT-61996,2023,56970000,0,0
XI-IATI-EC_NEAR-2022-ACT-61197,2022,27345600,0,0
XI-IATI-EC_NEAR-2018-PCC-401348,2022,0,1392521.1282000002,1
XI-IATI-EC_NEAR-2018-PCC-401348,2021,0,1054910.0718,1
XI-IATI-EC_NEAR-2018-PCC-401348,2018,3418200,970768.8,1
XI-IATI-EC_NEAR-2018-PCC-401352,2020,0,1230552,3
XI-IATI-EC_NEAR-2018-PCC-401352,2021,0,307638,3
XI-IATI-EC_NEAR-2018-PCC-401352,2018,3076380,1538190,3
XI-IATI-EC_NEAR-2018-PCC-403393,2023,0,4215780,3
XI-IATI-EC_NEAR-2018-PCC-403393,2018,34182000,4557600,3
XI-IATI-EC_NEAR-2018-PCC-403393,2020,0,5697000,3
XI-IATI-EC_NEAR-2018-PCC-403393,2022,0,7975800,3
XI-IATI-EC_NEAR-2018-PCC-403393,2021,0,4329720,3
XI-IATI-EC_NEAR-2021-PCC-427568,2023,0,434745.145674,3
XI-IATI-EC_NEAR-2021-PCC-427568,2021,1139400,590714.854326,3
XI-IATI-EC_NEAR-2021-PCC-428565,2021,7406100,1792938.8522520005,3
XI-IATI-EC_NEAR-2021-PCC-428565,2023,0,1506941.955,3
XI-IATI-EC_NEAR-2021-PC-7372,2021,170281.05120000002,0,0
XI-IATI-EC_NEAR-2020-PCC-421173,2023,0,5753970,3
XI-IATI-EC_NEAR-2020-PCC-421173,2020,35321400,12533400,3
XI-IATI-EC_NEAR-2020-PCC-421173,2022,0,3646080,3
XI-IATI-EC_NEAR-2020-PCC-421173,2021,0,3987900,3
XI-IATI-EC_NEAR-2020-PCC-417111,2022,0,1057951.1304000001,4
XI-IATI-EC_NEAR-2020-PCC-417111,2020,2107890,1049938.8696,2
XI-IATI-EC_NEAR-2021-PCC-416172,2022,0,1002672,3
XI-IATI-EC_NEAR-2021-PCC-416172,2020,2506680,1253340,3
XI-IATI-EC_NEAR-2021-PCC-427059,2023,0,1098055.822752,3
XI-IATI-EC_NEAR-2021-PCC-427059,2021,1993950,895894.1772480002,3
XI-IATI-EC_NEAR-2021-PCC-428582,2021,2278800,400602.7854,3
XI-IATI-EC_NEAR-2021-PCC-428582,2023,0,661709.9682,3
XI-IATI-EC_NEAR-2021-PCC-424843,2021,10254600,2343673.8582840003,3
XI-IATI-EC_NEAR-2021-PCC-424843,2023,0,1345632.8470380004,3
XI-IATI-EC_NEAR-2022-PC-23383,2022,820501.3098000002,261859.07286000001,3
XI-IATI-EC_NEAR-2020-PCC-419437,2022,0,5697000,3
XI-IATI-EC_NEAR-2020-PCC-419437,2023,0,9115200,3
XI-IATI-EC_NEAR-2020-PCC-419437,2020,46145700,17091000,3
XI-IATI-EC_NEAR-2022-PC-21806,2022,2563650,876547.5184620002,3
XI-IATI-EC_NEAR-2022-PC-23492,2022,2278800,400513.6387440001,3
XI-IATI-EC_NEAR-2022-PC-22447,2022,2278799.7721200003,418010.9943600001,3
XI-IATI-EC_NEAR-2022-PC-22453,2022,3391844.082840001,695363.525874,3
XI-IATI-EC_NEAR-2022-PC-23690,2022,2007926.8944660001,543805.9956,3
XI-IATI-EC_NEAR-2022-PC-22151,2022,876516.4926,165494.54574,3
XI-IATI-EC_NEAR-2022-PC-22257,2022,1107232.299684,528753.9291119999,3
XI-IATI-EC_NEAR-2023-PC-26221,2023,197102.5272,0,0
XI-IATI-EC_NEAR-2023-PC-23854,2023,13672800,0,0
XI-IATI-EC_NEAR-2023-PC-23151,2023,2054748.384,0,0
XI-IATI-EC_NEAR-2015-ACT-D-37735-00,2021,808060.2353820001,0,0
XI-IATI-EC_NEAR-2015-ACT-D-37735-00,2019,1559845.4364,0,0
XI-IATI-EC_NEAR-2015-ACT-D-37735-00,2015,51273000,0,0
XI-IATI-EC_NEAR-2016-ACT-D-39601-00,2022,199463.37539400003,0,0
XI-IATI-EC_NEAR-2016-ACT-D-39601-00,2016,79758000,0,0
XI-IATI-EC_NEAR-2017-ACT-D-40316-00,2017,34182000,0,0
XI-IATI-EC_NEAR-2017-ACT-D-40548-00,2017,20509200,0,0
XI-IATI-EC_NEAR-2019-ACT-D-42137-00,2019,50133600,0,0
XI-IATI-EC_NEAR-2020-ACT-D-42602-00,2020,22788000,0,0
XI-IATI-EC_NEAR-2019-ACT-D-42240-00,2019,51273000,0,0
XI-IATI-EC_NEAR-2019-ACT-D-42240-00,2023,535500.909,0,0
XI-IATI-EC_NEAR-2021-ACT-61727,2023,79758000,0,0
XI-IATI-EC_NEAR-2020-ACT-D-42575-00,2020,22788000,0,0
XI-IATI-EC_NEAR-2023-ACT-61816,2023,39879000,0,0
XI-IATI-EC_NEAR-2022-ACT-60900,2022,74061000,0,0
XI-IATI-EC_NEAR-2022-ACT-60901,2022,51273000,0,0
XI-IATI-EC_NEAR-2019-PCC-411975,2019,397080.9,0,0
XI-IATI-EC_NEAR-2018-PCC-399610,2020,1025460,428064.011712,1
XI-IATI-EC_NEAR-2018-PCC-399610,2018,3190320,1082430,1
XI-IATI-EC_NEAR-2018-PCC-399610,2023,0,1056493.165554,1
XI-IATI-EC_NEAR-2018-PCC-399610,2021,0,1648792.8227340002,2
XI-IATI-EC_NEAR-2017-PCC-394566,2017,63008820,11394000,1
XI-IATI-EC_NEAR-2016-PCC-380129,2016,34182000,23824854,1
XI-IATI-EC_NEAR-2016-PCC-380129,2022,0,7041068.65593,1
XI-IATI-EC_NEAR-2016-PCC-380130,2016,5697000,3985621.2,1
XI-IATI-EC_NEAR-2016-PCC-380130,2022,0,1711378.8,1
XI-IATI-EC_NEAR-2017-PCC-394816,2018,0,11394000,1
XI-IATI-EC_NEAR-2017-PCC-394816,2020,28826820,7777862.23563,2
XI-IATI-EC_NEAR-2017-PCC-394816,2022,0,2278800,1
XI-IATI-EC_NEAR-2017-PCC-394816,2017,16749180,0,0
XI-IATI-EC_NEAR-2017-PCC-394816,2021,0,8971317.76437,2
XI-IATI-EC_NEAR-2020-PCC-420528,2023,0,11963700,2
XI-IATI-EC_NEAR-2020-PCC-420528,2021,0,22788000,1
XI-IATI-EC_NEAR-2020-PCC-420528,2022,0,11394000,1
XI-IATI-EC_NEAR-2020-PCC-420528,2020,68364000,0,0
XI-IATI-EC_NEAR-2020-PCC-420275,2022,0,15381900,1
XI-IATI-EC_NEAR-2020-PCC-420275,2020,39879000,28485000,2
XI-IATI-EC_NEAR-2020-PCC-420275,2021,0,17091000,1
XI-IATI-EC_NEAR-2021-PCC-430372,2022,45034.785,0,0
XI-IATI-EC_NEAR-2021-PCC-430372,2021,2586210.12,0,0
XI-IATI-EC_NEAR-2022-PC-23142,2022,28485000,28485000,1
XI-IATI-EC_NEAR-2022-PC-24488,2023,0,725716.16199,1
XI-IATI-EC_NEAR-2022-PC-24488,2022,1139400,0,0
XI-IATI-EC_NEAR-2022-PCC-430729,2022,20509200,9115200,1
XI-IATI-EC_NEAR-2022-PCC-430729,2023,0,3418200,1
XI-IATI-EC_NEAR-2022-PC-19257,2022,99811.44,0,0
XI-IATI-EC_NEAR-2022-PC-19626,2022,27345600,11394000,1
XI-IATI-EC_NEAR-2023-PC-28407,2023,307438.60500000004,0,0
XI-IATI-EC_NEAR-2023-PC-24994,2023,56970000,17091000,3
XI-IATI-EC_NEAR-2023-PC-26322,2023,11394000,5981735.444724,3
XI-IATI-EC_NEAR-2023-PC-26324,2023,33726240,0,0
XI-IATI-EC_NEAR-2023-PC-25371,2023,35891100,9115200,1
XI-IATI-EC_NEAR-2016-ACT-D-39842-01,2016,113940000,0,0
XI-IATI-EC_NEAR-2016-ACT-D-39842-01,2022,3911186.59074,0,0
XI-IATI-EC_NEAR-2014-ACT-D-37371-00,2022,15860363.707188,0,0
XI-IATI-EC_NEAR-2014-ACT-D-37371-00,2014,79758000,0,0
XI-IATI-EC_NEAR-2017-ACT-D-40260-00,2017,39879000,0,0
XI-IATI-EC_NEAR-2017-ACT-D-40313-00,2017,56970000,0,0
XI-IATI-EC_NEAR-2016-ACT-D-39372-02,2023,13442943.323304,0,0
XI-IATI-EC_NEAR-2016-ACT-D-39372-02,2016,39879000,0,0
XI-IATI-EC_NEAR-2011-ACT-D-22775-00,2021,362054.023506,0,0
XI-IATI-EC_NEAR-2011-ACT-D-22775-00,2018,5960480.165604001,0,0
XI-IATI-EC_NEAR-2011-ACT-D-22775-00,2016,5127300,0,0
XI-IATI-EC_NEAR-2021-ACT-61066,2021,56970000,0,0
XI-IATI-EC_NEAR-2019-ACT-D-42126-00,2019,56970000,0,0
XI-IATI-EC_NEAR-2019-ACT-D-41950-00,2019,62667000,0,0
XI-IATI-EC_NEAR-2017-ACT-D-40759-00,2017,10824300,0,0
XI-IATI-EC_NEAR-2017-ACT-D-40761-01,2023,1622619.54,0,0
XI-IATI-EC_NEAR-2017-ACT-D-40761-01,2017,10482480,0,0
XI-IATI-EC_NEAR-2018-ACT-D-41398-00,2018,56970000,0,0
XI-IATI-EC_NEAR-2021-ACT-61137,2021,148122000,0,0
XI-IATI-EC_NEAR-2018-ACT-D-41290-00,2018,2506680,0,0
XI-IATI-EC_NEAR-2021-ACT-61068,2021,58109400,0,0
XI-IATI-EC_NEAR-2022-ACT-61027,2022,52412400,0,0
XI-IATI-EC_NEAR-2023-ACT-62340,2023,201673800,0,0
XI-IATI-EC_NEAR-2018-ACT-D-41151-00,2018,39879000,0,0
XI-IATI-EC_NEAR-2020-ACT-D-42278-00,2020,96849000,0,0
XI-IATI-EC_NEAR-2020-ACT-D-42291-00,2020,56970000,0,0
XI-IATI-EC_NEAR-2022-ACT-61400,2022,128752200,0,0
XI-IATI-EC_NEAR-2022-ACT-61400,2023,44436600,0,0
XI-IATI-EC_NEAR-2022-ACT-60561,2022,131031000,0,0
XI-IATI-EC_NEAR-2022-ACT-61199,2022,56970000,0,0
XI-IATI-EC_NEAR-2019-PCC-414058,2022,0,10254600,2
XI-IATI-EC_NEAR-2019-PCC-414058,2021,0,10254600,4
XI-IATI-EC_NEAR-2019-PCC-414058,2023,0,13672800,4
XI-IATI-EC_NEAR-2019-PCC-414058,2019,47854800,9115200,2
XI-IATI-EC_NEAR-2019-PCC-413828,2023,7292160,19825560,2
XI-IATI-EC_NEAR-2019-PCC-413828,2021,0,8830350,1
XI-IATI-EC_NEAR-2019-PCC-413828,2019,56970000,13672800,1
XI-IATI-EC_NEAR-2019-PCC-413828,2022,0,5981850,1
XI-IATI-EC_NEAR-2017-PCC-394764,2018,0,505470.8826,1
XI-IATI-EC_NEAR-2017-PCC-394764,2017,1253340,0,0
XI-IATI-EC_NEAR-2017-PCC-394764,2020,0,455256.3852,1
XI-IATI-EC_NEAR-2017-PCC-394764,2019,227880,520492.7322,1
XI-IATI-EC_NEAR-2018-PCC-404157,2019,0,499911.75,1
XI-IATI-EC_NEAR-2018-PCC-404157,2018,1025460,0,0
XI-IATI-EC_NEAR-2021-PCC-428889,2022,0,490792.33422,1
XI-IATI-EC_NEAR-2021-PCC-428889,2023,0,299454.464592,1
XI-IATI-EC_NEAR-2021-PCC-428889,2021,911520,0,0
XI-IATI-EC_NEAR-2021-PCC-428890,2021,911520,269883.137844,1
XI-IATI-EC_NEAR-2021-PCC-428890,2023,0,391554.81,1
XI-IATI-EC_NEAR-2021-PCC-423852,2021,5709442.248,0,0
XI-IATI-EC_NEAR-2021-PCC-423852,2023,569698.8606,0,0
XI-IATI-EC_NEAR-2021-PCC-428962,2021,227880,118656.705816,1
XI-IATI-EC_NEAR-2021-PCC-428962,2023,0,66989.405052,1
XI-IATI-EC_NEAR-2021-PCC-428965,2021,227880,124208.751348,1
XI-IATI-EC_NEAR-2021-PCC-428965,2023,0,71627.94802800001,1
XI-IATI-EC_NEAR-2021-PCC-430122,2021,1253340,433141.189506,1
XI-IATI-EC_NEAR-2021-PCC-430122,2023,0,692533.8943380001,1
XI-IATI-EC_NEAR-2021-PCC-428959,2021,282001.5,156677.7546,1
XI-IATI-EC_NEAR-2021-PCC-428959,2023,0,85874.53847400002,1
XI-IATI-EC_NEAR-2021-PCC-427905,2021,284850,0,0
XI-IATI-EC_NEAR-2021-PCC-427905,2022,0,227880,1
XI-IATI-EC_NEAR-2021-PCC-423450,2021,1145097,620921.966274,1
XI-IATI-EC_NEAR-2017-PCC-394871,2018,0,652333.8456,1
XI-IATI-EC_NEAR-2017-PCC-394871,2017,1709100,0,0
XI-IATI-EC_NEAR-2017-PCC-394871,2022,0,1056766.1544,1
XI-IATI-EC_NEAR-2021-PC-7220,2021,1020617.55,0,0
XI-IATI-EC_NEAR-2021-PC-7220,2023,101352.4785,0,0
XI-IATI-EC_NEAR-2020-PCC-416795,2020,797580,55549.715112000005,1
XI-IATI-EC_NEAR-2020-PCC-416795,2021,0,287149.3092,1
XI-IATI-EC_NEAR-2020-PCC-416795,2022,0,385473.05740800005,1
XI-IATI-EC_NEAR-2021-PCC-415259,2022,763731.8442,0,0
XI-IATI-EC_NEAR-2021-PCC-415259,2021,3189864.24,0,0
XI-IATI-EC_NEAR-2021-PCC-415264,2021,2610183.0960000004,0,0
XI-IATI-EC_NEAR-2021-PCC-415264,2022,763705.638,0,0
XI-IATI-EC_NEAR-2020-PCC-416748,2020,51273000,56970000,1
XI-IATI-EC_NEAR-2020-PCC-416748,2021,0,10254600,1
XI-IATI-EC_NEAR-2020-PCC-416748,2022,1139400,17091000,1
XI-IATI-EC_NEAR-2020-PCC-416748,2023,0,17091000,1
XI-IATI-EC_NEAR-2021-PCC-417640,2022,0,300051.66970800003,1
XI-IATI-EC_NEAR-2021-PCC-417640,2021,911520,556221.4790940001,1
XI-IATI-EC_NEAR-2020-PCC-421661,2020,455760,0,0
XI-IATI-EC_NEAR-2020-PCC-421661,2022,0,61170.705738,1
XI-IATI-EC_NEAR-2020-PCC-421661,2021,0,249747.3648,1
XI-IATI-EC_NEAR-2020-PCC-416324,2022,0,8430192.72,3
XI-IATI-EC_NEAR-2020-PCC-416324,2023,0,25387199.28,6
XI-IATI-EC_NEAR-2020-PCC-416324,2020,145843200,79758000,3
XI-IATI-EC_NEAR-2020-PCC-416324,2021,0,12943584,3
XI-IATI-EC_NEAR-2021-PC-4855,2021,272806.542,0,0
XI-IATI-EC_NEAR-2021-PCC-424895,2021,260694.72,0,0
XI-IATI-EC_NEAR-2021-PCC-425620,2021,3015536.04,0,0
XI-IATI-EC_NEAR-2021-PCC-429045,2021,649797.803262,204163.856154,1
XI-IATI-EC_NEAR-2021-PCC-429045,2023,0,218445.95030400003,1
XI-IATI-EC_NEAR-2023-PC-17755,2023,900126,0,0
XI-IATI-EC_NEAR-2022-PC-24235,2023,52070580,9115200,2
XI-IATI-EC_NEAR-2022-PC-23356,2023,50703300,11394000,3
XI-IATI-EC_NEAR-2020-PCC-415186,2020,1367280,175807.1412,1
XI-IATI-EC_NEAR-2020-PCC-415186,2021,0,292905.21618000005,1
XI-IATI-EC_NEAR-2020-PCC-415186,2023,0,599744.9867220001,1
XI-IATI-EC_NEAR-2023-PC-13415,2023,378874.82619,0,0
XI-IATI-EC_NEAR-2020-PCC-414985,2022,51273,0,0
XI-IATI-EC_NEAR-2020-PCC-414985,2020,338454.2124,0,0
XI-IATI-EC_NEAR-2021-PC-2265,2021,203701.932,0,0
XI-IATI-EC_NEAR-2022-PC-22869,2023,0,689317.6302,1
XI-IATI-EC_NEAR-2022-PC-22869,2022,1234757.98116,0,0
XI-IATI-EC_NEAR-2022-PC-23718,2022,136728000,34182000,6
XI-IATI-EC_NEAR-2022-PC-23718,2023,0,18230400,3
XI-IATI-EC_NEAR-2022-PC-10234,2022,342095.7348,0,0
XI-IATI-EC_NEAR-2022-PC-20176,2022,118497600,17091000,2
XI-IATI-EC_NEAR-2022-PC-20176,2023,0,17091000,2
XI-IATI-EC_NEAR-2023-PC-29638,2023,835592.6628,0,0
XI-IATI-EC_NEAR-2023-PC-29284,2023,1139041.0890000002,342989.377614,3
XI-IATI-EC_NEAR-2023-PC-29639,2023,1807840.404,0,0
XI-IATI-EC_NEAR-2023-PC-22338,2023,126473400,39879000,1
XI-IATI-EC_NEAR-2023-PC-26509,2023,940005,0,0
XI-IATI-EC_NEAR-2023-PC-25026,2023,429594.8184,0,0
XI-IATI-EC_NEAR-2023-PC-26205,2023,1139400,229155.55829999998,3
XI-IATI-EC_NEAR-2023-PC-26206,2023,510513.86699999997,0,0
XI-IATI-EC_NEAR-2023-PC-26487,2023,254077.0848,0,0
XI-IATI-EC_NEAR-2023-PC-21871,2023,3218520.15,0,0
XI-IATI-EC_NEAR-2023-PC-26474,2023,2278800,952009.7184,3
XI-IATI-EC_NEAR-2023-PC-25712,2023,49677840,9115200,2
XI-IATI-EC_NEAR-2015-ACT-D-37894-03,2021,84597.954714,0,0
XI-IATI-EC_NEAR-2015-ACT-D-37894-03,2015,28639086.759000003,0,0
XI-IATI-EC_NEAR-2015-ACT-D-37894-03,2022,156515.937012,0,0
XI-IATI-EC_NEAR-2023-ACT-60844,2022,42978168,0,0
XI-IATI-EC_NEAR-2023-ACT-60862,2022,42978168,0,0
XI-IATI-EC_NEAR-2023-ACT-61597,2023,34182000,0,0
XI-IATI-EC_NEAR-2020-ACT-D-42145-06,2020,20014671.915,0,0
XI-IATI-EC_NEAR-2023-PC-34044,2023,1458944.73,0,0
XI-IATI-EC_NEAR-2023-PC-25995,2023,13672800,4557600,1
XI-IATI-EC_NEAR-2023-PC-25842,2023,11963700,3987900,2
XI-IATI-EC_NEAR-2023-PC-25328,2023,34182000,30763800,1
XI-IATI-EC_NEAR-2023-PC-25094,2023,797580,273456,2
XI-IATI-EC_NEAR-2020-ACT-D-42747-06,2020,45576000,0,0
XI-IATI-EC_NEAR-2019-ACT-D-41263-03,2019,58109400,0,0
XI-IATI-EC_NEAR-2023-ACT-61594,2023,91152000,0,0
XI-IATI-EC_NEAR-2022-ACT-60915,2022,82606500,0,0
XI-IATI-EC_NEAR-2019-PCC-415500,2022,0,3490361.6202000002,2
XI-IATI-EC_NEAR-2019-PCC-415500,2023,0,3475170,2
XI-IATI-EC_NEAR-2019-PCC-415500,2020,17091000,3418200,2
XI-IATI-EC_NEAR-2019-PCC-415500,2021,0,2996622,2
XI-IATI-EC_NEAR-2020-PCC-421250,2020,1548900.36,0,0
XI-IATI-EC_NEAR-2020-PCC-421250,2022,160199.64,0,0
XI-IATI-EC_NEAR-2020-PCC-419152,2020,45576000,36460800,1
XI-IATI-EC_NEAR-2020-PCC-419152,2021,0,9115200,1
XI-IATI-EC_NEAR-2015-ACT-D-38144-00,2023,199358.23156200003,0,0
XI-IATI-EC_NEAR-2015-ACT-D-38144-00,2022,4133944.81683,0,0
XI-IATI-EC_NEAR-2015-ACT-D-38144-00,2015,64945800,0,0
XI-IATI-EC_NEAR-2020-ACT-D-42924-00,2020,17091000,0,0
XI-IATI-EC_NEAR-2023-ACT-60518,2021,68364000,0,0
XI-IATI-EC_NEAR-2023-ACT-60518,2022,85455000,0,0
XI-IATI-EC_NEAR-2023-ACT-60518,2023,119637000,0,0
XI-IATI-EC_NEAR-2023-PC-22941,2023,91152000,82036800,1
XI-IATI-EC_NEAR-2021-PCC-430625,2021,68364000,68364000,3
XI-IATI-EC_NEAR-2022-PC-18169,2022,85455000,85455000,3
XI-IATI-EC_NEAR-2023-PC-31959,2023,119637000,79758000,1
XI-IATI-EC_NEAR-2016-ACT-D-39803-06,2016,31903200,0,0
XI-IATI-EC_NEAR-2016-ACT-D-39806-09,2016,31219560,0,0
XI-IATI-EC_NEAR-2015-ACT-D-38444-04,2015,91152000,0,0
XI-IATI-EC_NEAR-2021-ACT-60872,2022,184810680,0,0
XI-IATI-EC_NEAR-2021-ACT-61585,2023,188001000,0,0
XI-IATI-EC_NEAR-2021-ACT-60875,2022,184810680,0,0
XI-IATI-EC_NEAR-2018-PCC-397293,2018,2494955.574,0,0
XI-IATI-EC_NEAR-2018-PCC-397293,2021,1823040,0,0
XI-IATI-EC_NEAR-2019-PCC-407821,2019,2110738.5,0,0
XI-IATI-EC_NEAR-2018-PCC-395584,2021,4101840,0,0
XI-IATI-EC_NEAR-2018-PCC-395584,2018,3286884.1500000004,0,0
XI-IATI-EC_NEAR-2022-PC-18779,2022,99218.952,0,0
XI-IATI-EC_NEAR-2023-PC-29296,2023,98415.675,0,0
XI-IATI-EC_NEAR-2023-PC-26113,2023,188001000,169200900,1
XI-IATI-EC_NEAR-2023-PC-25802,2023,29624400,0,0
XI-IATI-EC_NEAR-2023-PC-25764,2023,30763800,3418200,1
XI-IATI-EC_NEAR-2022-ACT-60730,2022,34751700,0,0
XI-IATI-EC_NEAR-2023-PC-23862,2022,6836400,0,0
XI-IATI-EC_NEAR-2023-PC-23862,2023,0,1475478.5634,3
XI-IATI-EC_NEAR-2023-PC-21815,2023,8545500,3703050,3
XI-IATI-EC_NEAR-2015-ACT-D-38422-00,2015,48994200,0,0
XI-IATI-EC_NEAR-2015-ACT-D-38422-00,2020,455760,0,0
XI-IATI-EC_NEAR-2015-ACT-D-38422-00,2022,227880,0,0
XI-IATI-EC_NEAR-2017-ACT-D-40562-01,2017,56970000,0,0
XI-IATI-EC_NEAR-2017-ACT-D-40695-00,2017,68364000,0,0
XI-IATI-EC_NEAR-2017-ACT-D-40704-00,2017,102546000,0,0
XI-IATI-EC_NEAR-2017-ACT-D-40445-00,2017,79758000,0,0
XI-IATI-EC_NEAR-2016-ACT-D-39506-00,2023,3418200,0,0
XI-IATI-EC_NEAR-2016-ACT-D-39506-00,2016,56970000,0,0
XI-IATI-EC_NEAR-2016-ACT-D-39506-00,2022,655155,0,0
XI-IATI-EC_NEAR-2015-ACT-D-38720-00,2020,5383665,0,0
XI-IATI-EC_NEAR-2015-ACT-D-38720-00,2023,166858.00875,0,0
XI-IATI-EC_NEAR-2015-ACT-D-38720-00,2019,3486564,0,0
XI-IATI-EC_NEAR-2015-ACT-D-38720-00,2015,79758000,0,0
XI-IATI-EC_NEAR-2015-ACT-D-38720-00,2021,227880,0,0
XI-IATI-EC_NEAR-2021-ACT-61082,2021,113940000,0,0
XI-IATI-EC_NEAR-2020-ACT-D-42859-00,2020,208510200,0,0
XI-IATI-EC_NEAR-2019-ACT-D-41859-00,2020,22788000,0,0
XI-IATI-EC_NEAR-2019-ACT-D-41859-00,2019,79758000,0,0
XI-IATI-EC_NEAR-2019-ACT-D-41860-00,2019,113940000,0,0
XI-IATI-EC_NEAR-2019-ACT-D-41891-00,2020,19369800,0,0
XI-IATI-EC_NEAR-2019-ACT-D-41891-00,2019,117358200,0,0
XI-IATI-EC_NEAR-2023-ACT-62422,2023,170910000,0,0
XI-IATI-EC_NEAR-2019-PCC-410052,2023,0,2080792.7892,1
XI-IATI-EC_NEAR-2019-PCC-410052,2022,0,2057817.9276,1
XI-IATI-EC_NEAR-2019-PCC-410052,2019,8260650,0,0
XI-IATI-EC_NEAR-2019-PCC-410052,2020,0,2044878.9012,1
XI-IATI-EC_NEAR-2019-PCC-404352,2019,6836400,2385238.2017940003,1
XI-IATI-EC_NEAR-2019-PCC-404352,2022,0,2861887.972788,1
XI-IATI-EC_NEAR-2019-PCC-404799,2021,16407.36,0,0
XI-IATI-EC_NEAR-2019-PCC-404799,2019,169047.081,0,0
XI-IATI-EC_NEAR-2018-PCC-403150,2022,0,7118401.5,1
XI-IATI-EC_NEAR-2018-PCC-403150,2020,0,27060750,1
XI-IATI-EC_NEAR-2018-PCC-403150,2021,5697000,0,0
XI-IATI-EC_NEAR-2018-PCC-403150,2018,54406350,5697000,1
XI-IATI-EC_NEAR-2018-PCC-403150,2019,0,12818250,1
XI-IATI-EC_NEAR-2019-PCC-407099,2021,0,968490,1
XI-IATI-EC_NEAR-2019-PCC-407099,2019,3418200,1481220,1
XI-IATI-EC_NEAR-2019-PCC-411467,2019,1936980,736052.4,1
XI-IATI-EC_NEAR-2019-PCC-411467,2023,0,455760,1
XI-IATI-EC_NEAR-2019-PCC-411467,2021,936586.8,522984.6,1
XI-IATI-EC_NEAR-2019-PCC-411467,2022,0,484245,1
XI-IATI-EC_NEAR-2018-PCC-404297,2023,0,683640,1
XI-IATI-EC_NEAR-2018-PCC-404297,2022,0,774792,1
XI-IATI-EC_NEAR-2018-PCC-404297,2019,0,1686312,1
XI-IATI-EC_NEAR-2018-PCC-404297,2018,6836400,0,0
XI-IATI-EC_NEAR-2018-PCC-404376,2021,0,3088254.8268000004,1
XI-IATI-EC_NEAR-2018-PCC-404376,2022,1014066,0,0
XI-IATI-EC_NEAR-2018-PCC-404376,2023,0,912659.4,1
XI-IATI-EC_NEAR-2018-PCC-404376,2019,0,1526315.1732,1
XI-IATI-EC_NEAR-2018-PCC-404376,2018,5127300,0,0
XI-IATI-EC_NEAR-2018-PCC-404417,2018,4557600,0,0
XI-IATI-EC_NEAR-2018-PCC-404417,2021,0,1173582,1
XI-IATI-EC_NEAR-2018-PCC-403140,2020,3418200,0,0
XI-IATI-EC_NEAR-2018-PCC-403140,2018,52868160,11963700,1
XI-IATI-EC_NEAR-2018-PCC-403140,2022,0,15837660,1
XI-IATI-EC_NEAR-2021-PCC-427970,2021,341136.36000000004,0,0
XI-IATI-EC_NEAR-2021-PCC-428148,2023,0,2289983.211,1
XI-IATI-EC_NEAR-2021-PCC-428148,2021,12025194.5574,2093423.0382,1
XI-IATI-EC_NEAR-2021-PCC-428768,2021,3646080,998114.4,1
XI-IATI-EC_NEAR-2021-PCC-414053,2021,2278800,759200.4504000001,1
XI-IATI-EC_NEAR-2020-PCC-416672,2022,0,11503443.9276,1
XI-IATI-EC_NEAR-2020-PCC-416672,2020,50589360,0,0
XI-IATI-EC_NEAR-2020-PCC-416672,2021,0,2276491.5756,1
XI-IATI-EC_NEAR-2020-PCC-420597,2020,45576000,11394000,1
