iatiidentifier,finance_type,finance_type_name,flow_type,flow_type_name,tied_status,collaboration_type,collaboration_type_name,hierarchy
XM-DAC-46004-58165-001-LN4557,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-56257-001-LN4617,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-53211-003-LN4659,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-54461-003-LN4723,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-56140-001-GRNT1064,110,Standard grant,30,Private Development Finance,5,2,Multilateral (inflows),1
XM-DAC-46004-53211-003-LN4659-JICA,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-53211-003-LN4659-KfW,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-41544-084-GRNT0393,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-46537-002-GRNT0407,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-41544-088-GRNT0432,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-41544-089-GRNT0487,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-50024-002-GRNT0552,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-41544-091-GRNT0563,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-34172-013-LN2224,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-41544-089-LN3410,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-54169-001-GRNT0699,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-54169-001-LN3913,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-52225-003-GRNT0800,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-52225-003-LN4114,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-52225-001-GRNT0657,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-52225-004-LN4221,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-52225-004-GRNT0853,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-56150-001-GRNT0860,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-56150-001-LN4241,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-52337-001-GRNT0852,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-57193-001-GRNT0954,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-57193-001-LN4462,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-58326-001-GRNT1044,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-58326-001-LN4651,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-59154-001-GRNT1067,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-49232-001-LN3356,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-52230-001-LN3988,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-53059-001-LN4220,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-47314-001-GRNT0416,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-47322-001-GRNT0560,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-47322-002-GRNT0633,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-50028-003-GRNT0758,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-56138-001-GRNT0882,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-56284-001-GRNT0914,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-56284-002-GRNT1081,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-43330-013-LN2543,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-49083-001-LN3272,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-54188-001-LN3940,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-54188-001-LN3941,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-55039-001-LN4405,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-33357-013-LN2252,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-32312-013-LN2306,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-40368-022-LN2777,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-44057-012-LN2791,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-46059-001-LN2905,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-44057-013-LN3036,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-46059-002-LN3205,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-47137-003-LN3279,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-47137-006-GRNT0572,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-52146-001-LN3825,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-50399-003-LN3821,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-21-1-2014B1MOZBSUP-MOZBUDSUP,,,,,,1,Bilateral,2
XM-DAC-21-1-2015000211B1TANGBIPTANGBS,,,,,,1,Bilateral,2
XM-DAC-21-1-2015000108B1MOZBSUPMOZBUDSUP,,,,,,1,Bilateral,2
BJ-IFU-6200901851300-RSG0123375-29295,110,Standard grant,10,ODA,5,,,0
BJ-IFU-6201100034408-RSG0123375-29295,110,Standard grant,10,ODA,5,,,0
XM-DAC-701-8-201903815,421,Standard loan,10,ODA,5,1,Bilateral,1
XM-DAC-701-8-202210984,421,Standard loan,10,ODA,5,1,Bilateral,1
XM-DAC-701-8-202210509,421,Standard loan,10,ODA,5,1,Bilateral,1
XM-DAC-701-8-202208006,421,Standard loan,10,ODA,5,1,Bilateral,1
XM-DAC-701-8-202311927,421,Standard loan,10,ODA,5,1,Bilateral,1
XM-DAC-701-8-202209514,421,Standard loan,10,ODA,5,1,Bilateral,1
XM-DAC-701-8-202207950,421,Standard loan,10,ODA,5,1,Bilateral,1
XM-DAC-701-8-201905005,421,Standard loan,10,ODA,5,1,Bilateral,1
XM-DAC-701-8-202004739,421,Standard loan,10,ODA,5,1,Bilateral,1
XM-DAC-701-8-202108578,421,Standard loan,10,ODA,5,1,Bilateral,1
XM-DAC-701-8-202109599,421,Standard loan,10,ODA,5,1,Bilateral,1
XM-DAC-701-8-202311965,421,Standard loan,10,ODA,5,1,Bilateral,1
XM-DAC-701-8-202209138,421,Standard loan,10,ODA,5,1,Bilateral,1
XM-DAC-701-8-202209815,421,Standard loan,10,ODA,5,1,Bilateral,1
XM-DAC-701-8-202312660,421,Standard loan,10,ODA,5,1,Bilateral,1
XM-DAC-701-8-202208027,421,Standard loan,10,ODA,5,1,Bilateral,1
XM-DAC-701-8-202111010,421,Standard loan,10,ODA,5,1,Bilateral,1
XM-DAC-701-8-202313856,421,Standard loan,10,ODA,5,1,Bilateral,1
XM-DAC-701-8-202412128,421,Standard loan,10,ODA,5,1,Bilateral,1
XM-DAC-701-8-202312773,421,Standard loan,10,ODA,5,1,Bilateral,1
XM-DAC-701-8-202516249,421,Standard loan,10,ODA,5,1,Bilateral,1
XM-DAC-701-8-202413783,421,Standard loan,10,ODA,5,1,Bilateral,1
XM-DAC-701-8-202314504,421,Standard loan,10,ODA,5,1,Bilateral,1
XM-DAC-701-8-202210428,421,Standard loan,10,ODA,5,1,Bilateral,1
XM-DAC-701-8-202311979,421,Standard loan,10,ODA,5,1,Bilateral,1
XM-DAC-701-8-202412097,421,Standard loan,10,ODA,5,1,Bilateral,1
XM-DAC-701-8-202515176,421,Standard loan,10,ODA,5,1,Bilateral,1
XM-DAC-701-8-202615286,421,Standard loan,10,ODA,5,1,Bilateral,1
XM-DAC-701-8-202515233,421,Standard loan,10,ODA,5,1,Bilateral,1
BJ-IFU-6201101182902-RSG0123375-29295,110,Standard grant,10,ODA,5,,,0
XM-OCHAS-HPC6770-3209,,,,,,,,1
XM-OCHAS-HPC6770-3812,,,,,,,,1
BJ-IFU-6200901944805-RSG0123375-29295,110,Standard grant,10,ODA,5,,,0
XM-OCHAS-HPC6770-2370,,,,,,,,1
XM-OCHAS-HPC6770-2371,,,,,,,,1
XM-OCHAS-HPC6770-2372,,,,,,,,1
XM-OCHAS-HPC6770-2385,,,,,,,,1
XM-OCHAS-HPC6770-2398,,,,,,,,1
XM-OCHAS-HPC6770-2399,,,,,,,,1
XM-OCHAS-HPC6770-2397,,,,,,,,1
XM-OCHAS-HPC6770-2401,,,,,,,,1
XM-OCHAS-HPC6770-2402,,,,,,,,1
XM-OCHAS-HPC6770-2403,,,,,,,,1
XM-OCHAS-HPC6770-2405,,,,,,,,1
XM-OCHAS-HPC6770-2404,,,,,,,,1
XM-OCHAS-HPC6770-2406,,,,,,,,1
XM-OCHAS-HPC6770-2407,,,,,,,,1
XM-OCHAS-HPC6770-2408,,,,,,,,1
XM-OCHAS-HPC6770-2409,,,,,,,,1
XM-OCHAS-HPC6770-2373,,,,,,,,1
XM-OCHAS-HPC6770-2374,,,,,,,,1
XM-OCHAS-HPC6770-2378,,,,,,,,1
XM-OCHAS-HPC6770-2379,,,,,,,,1
XM-OCHAS-HPC6770-2377,,,,,,,,1
XM-OCHAS-HPC6770-2375,,,,,,,,1
XM-OCHAS-HPC6770-2380,,,,,,,,1
XM-OCHAS-HPC6770-2400,,,,,,,,1
XM-OCHAS-HPC6770-2386,,,,,,,,1
XM-OCHAS-HPC6770-2381,,,,,,,,1
XM-OCHAS-HPC6770-2382,,,,,,,,1
XM-OCHAS-HPC6770-2383,,,,,,,,1
XM-OCHAS-HPC6770-2384,,,,,,,,1
XM-OCHAS-HPC6770-2387,,,,,,,,1
XM-OCHAS-HPC6770-2389,,,,,,,,1
XM-OCHAS-HPC6770-2390,,,,,,,,1
XM-OCHAS-HPC6770-2391,,,,,,,,1
XM-OCHAS-HPC6770-2392,,,,,,,,1
XM-OCHAS-HPC6770-2393,,,,,,,,1
XM-OCHAS-HPC6770-2394,,,,,,,,1
XM-OCHAS-HPC6770-3206,,,,,,,,1
XM-OCHAS-HPC6770-2376,,,,,,,,1
XM-OCHAS-HPC6770-2778,,,,,,,,1
XM-OCHAS-HPC6770-2690,,,,,,,,1
XM-OCHAS-HPC6770-2691,,,,,,,,1
XM-OCHAS-HPC6770-2695,,,,,,,,1
XM-OCHAS-HPC6770-2733,,,,,,,,1
XM-OCHAS-HPC6770-1258,,,,,,,,1
XM-OCHAS-HPC6770-1518,,,,,,,,1
XM-OCHAS-HPC6770-1605,,,,,,,,1
XM-OCHAS-HPC6770-1311,,,,,,,,1
XM-OCHAS-HPC6770-1606,,,,,,,,1
XM-OCHAS-HPC6770-1609,,,,,,,,1
XM-OCHAS-HPC6770-1610,,,,,,,,1
XM-OCHAS-HPC6770-3662,,,,,,,,1
XM-OCHAS-HPC6770-1612,,,,,,,,1
XM-OCHAS-HPC6770-1613,,,,,,,,1
XM-OCHAS-HPC6770-1614,,,,,,,,1
XM-OCHAS-HPC6770-1641,,,,,,,,1
XM-OCHAS-HPC6770-1642,,,,,,,,1
XM-OCHAS-HPC6770-1789,,,,,,,,1
XM-OCHAS-HPC6770-2174,,,,,,,,1
XM-OCHAS-HPC6770-2176,,,,,,,,1
XM-OCHAS-HPC6770-2186,,,,,,,,1
XM-OCHAS-HPC6770-2188,,,,,,,,1
XM-OCHAS-HPC6770-3198,,,,,,,,1
NZ-1-ACT-0100512,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0100637,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101084,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101236,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101776,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0102671,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0102932,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0103398,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0103562,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A11138,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A11524,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A11596,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A12283,110,Standard grant,10,ODA,3,1,Bilateral,1
NZ-1-ACT-0A12645,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0R10965,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0100378,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101351,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101567,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101775,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0103305,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0103509,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0103537,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0104800,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0105177,110,Standard grant,10,ODA,4,1,Bilateral,1
NZ-1-ACT-0A12759,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0100023,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101117,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101323,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101736,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101774,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101827,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0102089,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0102252,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0102518,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0102885,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A11817,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A12592,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0100092,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0100220,110,Standard grant,10,ODA,,1,Bilateral,1
NZ-1-ACT-0100432,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0100448,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101779,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0102028,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A11142,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A12438,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0102044,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0102575,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0104876,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0100022,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0100039,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0100787,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101219,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101221,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101780,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101785,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0102670,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0102857,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0103265,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0103477,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0103491,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0104285,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0104703,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0104720,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0105157,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A10772,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A10927,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A10991,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A11588,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A11639,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A11836,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A11971,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A12296,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A12554,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A12555,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A12575,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A12607,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0S12070,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0S12081,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0S12197,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A12254,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A10592,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A10983,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A11603,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A11670,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A11941,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A12128,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0100238,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0100272,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0100385,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0100487,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0100986,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101781,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0102702,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0102778,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0103194,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0103329,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0103399,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0104327,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0104505,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0105129,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A00526,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A11059,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A11337,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A11470,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A11839,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101650,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101654,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101778,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0102484,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0100067,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0100310,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0100483,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0100484,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101771,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0102087,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0102556,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0103461,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0103520,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0103825,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0104283,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0104284,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0104560,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A11555,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A11834,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A12049,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A12359,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A12639,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A12678,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0100546,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101071,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101773,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0102435,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0102727,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0102806,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0103689,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0103910,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0104218,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0104329,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A00446,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A12335,110,Standard grant,10,ODA,3,1,Bilateral,1
NZ-1-ACT-0A12771,110,Standard grant,10,ODA,5,1,Bilateral,1
GB-GOV-28-MHRA-GAMRIF,110,Standard grant,10,ODA,5,,,1
NZ-1-ACT-0100239,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101175,110,Standard grant,10,ODA,3,1,Bilateral,1
NZ-1-ACT-0101777,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101786,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101853,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0102283,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0104124,110,Standard grant,10,ODA,3,1,Bilateral,1
NZ-1-ACT-0104126,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A10372,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A11439,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A11913,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A12061,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0F12261,110,Standard grant,10,ODA,3,1,Bilateral,1
NZ-1-ACT-0100252,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0100978,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101038,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101435,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101772,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0102464,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0102733,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0103028,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0103397,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0103441,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0103755,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0104008,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0104120,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0105057,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A11594,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A12560,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0100035,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101770,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0101794,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0102481,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0103908,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0104449,110,Standard grant,10,ODA,5,1,Bilateral,1
NZ-1-ACT-0A10201,110,Standard grant,10,ODA,5,1,Bilateral,1
NL-1-PPR-26891,110,Standard grant,10,ODA,5,1,Bilateral,1
GB-GOR-PB57-6,2,ODA % GNI,10,ODA,3,1,Bilateral,1
GB-GOR-PB57-4,2,ODA % GNI,10,ODA,3,1,Bilateral,1
GB-GOR-PB57-5,2,ODA % GNI,10,ODA,3,1,Bilateral,1
GB-GOR-PB57-7,2,ODA % GNI,10,ODA,3,1,Bilateral,1
GB-GOR-PB57-8,2,ODA % GNI,10,ODA,3,1,Bilateral,1
GB-GOR-PB57-9,2,ODA % GNI,10,ODA,3,1,Bilateral,1
GB-GOR-PB57-Ghana,2,ODA % GNI,10,ODA,3,1,Bilateral,1
XM-DAC-46004-34389-013-LN2378,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-34389-023-LN2479,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-38421-013-LN2480,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-34389-033-LN2585,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-38558-013-LN2673,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
