iatiidentifier,finance_type,finance_type_name,flow_type,flow_type_name,tied_status,collaboration_type,collaboration_type_name,hierarchy
XM-DAC-46004-41373-013-LN2674,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-38421-023-LN2675,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-34389-043-LN2706,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-42305-013-LN2815,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-41392-013-LN2886,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-43260-013-LN2888,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-38421-072-LN2904,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-42305-023-LN3002,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-44321-013-LN3006,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-46064-002-LN3166,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-42305-033-LN3185,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-41392-023-LN3415,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-47136-003-LN3426,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-49041-002-LN3428,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-44263-013-LN3460,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-47136-006-LN3719,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-50101-002-LN3832,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-44263-015-LN3831,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-54195-001-LN3951,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-52145-001-LN3969,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-44263-016-LN4128,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-54430-001-LN4285,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-55255-001-LN4267,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-55360-001-LN4331,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-52145-002-LN4330,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-49041-004-LN4391,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-55220-001-LN4477,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-55255-003-LN4549,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-58452-001-LN4622,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-54430-002-LN4654,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-58538-001-LN4693,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-43321-013-LN2659,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-43321-023-LN2950,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-50028-002-GRNT0666,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-50028-003-GRNT0761,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-54358-001-GRNT0766,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-56138-002-GRNT0951,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-46372-001-LN2984,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-54255-001-LN3960,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-39658-013-LN2597,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
KR-GOV-021-12ED00015,410,Aid loan excluding debt reorganisation,10,ODA,,1,Bilateral,1
KR-GOV-021-13ED00017,410,Aid loan excluding debt reorganisation,10,ODA,,1,Bilateral,1
KR-GOV-021-14ED00021,410,Aid loan excluding debt reorganisation,10,ODA,,1,Bilateral,1
XM-DAC-46004-54189-001-LN3942,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-54189-001-GRNT0710,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
KR-GOV-021-18ED00038,410,Aid loan excluding debt reorganisation,10,ODA,,1,Bilateral,1
KR-GOV-021-19ED00043,410,Aid loan excluding debt reorganisation,10,ODA,,1,Bilateral,1
KR-GOV-021-20ED00021,410,Aid loan excluding debt reorganisation,10,ODA,,1,Bilateral,1
KR-GOV-021-20ED00023,410,Aid loan excluding debt reorganisation,10,ODA,,1,Bilateral,1
KR-GOV-021-20ED00026,410,Aid loan excluding debt reorganisation,10,ODA,,1,Bilateral,1
KR-GOV-021-20ED00029,410,Aid loan excluding debt reorganisation,10,ODA,,1,Bilateral,1
XM-DAC-46004-55003-001-GRNT0898,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
KR-GOV-021-20ED00032,410,Aid loan excluding debt reorganisation,10,ODA,,1,Bilateral,1
KR-GOV-021-20ED00033,410,Aid loan excluding debt reorganisation,10,ODA,,1,Bilateral,1
KR-GOV-021-20ED00045,410,Aid loan excluding debt reorganisation,10,ODA,,1,Bilateral,1
KR-GOV-021-21ED00001,410,Aid loan excluding debt reorganisation,10,ODA,,1,Bilateral,1
KR-GOV-021-21ED00012,410,Aid loan excluding debt reorganisation,10,ODA,,1,Bilateral,1
KR-GOV-021-21ED00015,410,Aid loan excluding debt reorganisation,10,ODA,,1,Bilateral,1
KR-GOV-021-21ED00017,410,Aid loan excluding debt reorganisation,10,ODA,,1,Bilateral,1
KR-GOV-021-21ED00020,410,Aid loan excluding debt reorganisation,10,ODA,,1,Bilateral,1
KR-GOV-021-21ED00028,410,Aid loan excluding debt reorganisation,10,ODA,,1,Bilateral,1
KR-GOV-021-21ED00037,410,Aid loan excluding debt reorganisation,10,ODA,,1,Bilateral,1
KR-GOV-021-22ED00001,410,Aid loan excluding debt reorganisation,10,ODA,,1,Bilateral,1
KR-GOV-021-23ED00011,410,Aid loan excluding debt reorganisation,10,ODA,,1,Bilateral,1
KR-GOV-021-23ED00043,410,Aid loan excluding debt reorganisation,10,ODA,,1,Bilateral,1
KR-GOV-021-24ED00011,410,Aid loan excluding debt reorganisation,10,ODA,,1,Bilateral,1
KR-GOV-021-24ED00020,410,Aid loan excluding debt reorganisation,10,ODA,,1,Bilateral,1
KR-GOV-021-24ED00021,410,Aid loan excluding debt reorganisation,10,ODA,,1,Bilateral,1
KR-GOV-021-24ED00027,410,Aid loan excluding debt reorganisation,10,ODA,,1,Bilateral,1
KR-GOV-021-24ED00043,410,Aid loan excluding debt reorganisation,10,ODA,,1,Bilateral,1
KR-GOV-021-24ED00044,410,Aid loan excluding debt reorganisation,10,ODA,,1,Bilateral,1
XM-DAC-46004-36343-013-LN2281,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-36308-023-LN2442,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-42151-013-LN2452,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-41607-013-LN2536,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-44453-014-LN2926,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-42267-026-LN3182,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-45288-002-LN3187,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-48434-005-LN3424,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-49209-001-LN3563,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-54182-001-LN3915,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-54182-001-LN3916,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-54001-001-LN4004,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-54465-001-LN4138,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-55054-001-LN4158,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-55154-001-LN4275,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-55054-002-LN4362,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-55080-001-LN4401,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-54465-002-LN4421,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-55145-001-LN4452,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-56343-001-LN4393,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-55154-003-LN4559,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-59288-001-LN4703,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-45032-001-GRNT0300,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-48478-001-GRNT0473,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-52073-001-GRNT0703,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-55017-001-GRNT0946,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-34135-013-LN2218,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-43096-013-LN2523,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-49210-001-LN3297,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-50302-001-LN3532,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-51054-001-LN3533,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-51199-001-LN3648,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-53028-001-LN3880,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-54174-001-LN3922,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-54228-001-LN4056,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-56144-001-LN4202,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-55209-003-LN4356,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-56270-001-LN4538,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-56270-001-LN4539,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-49365-002-LN3446,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-57035-001-LN4315,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-56285-001-LN4422,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-56332-001-LN4464,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-56281-001-LN4479,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-58208-001-LN4543,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-57227-001-LN4669,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-58023-001-LN4679,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-59038-001-LN4675,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-56332-002-LN4709,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-35174-082-GRNT0272,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-36172-063-GRNT0305,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-45260-001-GRNT0322,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-36169-013-LN2268,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-35174-013-LN2277,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-35174-023-LN2551,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-36169-023-LN2641,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-50254-001-LN3546,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-48218-010-LN3847,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-54184-001-LN3926,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-38349-029-LN3948,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-54402-001-LN4323,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-55002-001-LN4349,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-57337-001-LN4535,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-59193-001-LN4704,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-44031-013-LN2691,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-44031-013-LN2692,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-52018-001-LN3725,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-54245-001-LN3955,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-54151-001-LN4030,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-50028-003-LN4011,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-54284-001-LN4063,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-54284-001-LN4064,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-54284-002-LN4206,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-54151-003-LN4198,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-57121-001-LN4448,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-51035-001-LN3664,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-51035-003-LN3857,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-53424-001-LN4022,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-51035-005-LN4017,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-54346-001-LN4015,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-51035-005-LN4016,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-53424-002-LN4155,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-53424-003-LN4266,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-57067-001-LN4568,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-56023-001-LN4746,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-58479-001-LN4748,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-46497-001-GRNT0339,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-48479-001-GRNT0478,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-52074-001-GRNT0629,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-50028-002-GRNT0667,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-50028-002-LN3830,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-54178-001-LN3938,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-50028-003-GRNT0754,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-54178-001-GRNT0708,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-55011-001-GRNT0871,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-55011-001-LN4274,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-56138-001-LN4300,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-56138-001-GRNT0884,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-55011-002-LN4564,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-38276-013-LN2278,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-37752-013-LN2282,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-40538-013-LN2315,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-39516-013-LN2387,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-40538-023-LN2450,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-41380-013-LN2489,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-43300-013-LN2538,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-40538-033-LN2545,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-39516-023-LN2584,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-38276-023-LN2715,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-41380-023-LN2840,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-43396-013-LN2872,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-44253-013-LN3111,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-43396-014-LN3233,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-48458-001-LN3333,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-48427-001-LN3334,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-44253-016-LN3505,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-49117-002-LN3530,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-48427-002-LN3595,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-48458-003-LN3691,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-51309-001-LN3707,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-52173-001-LN3858,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-49117-003-LN3875,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-54138-001-LN3910,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-54138-001-LN3907,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-54138-001-LN3909,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-54138-001-LN3908,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-53047-001-LN3925,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-53353-001-LN3957,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-51309-002-LN3959,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-54022-001-LN3968,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-49117-004-LN4089,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-52173-003-LN4102,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-55105-001-LN4145,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-55268-001-LN4186,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-53047-003-LN4185,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-53353-002-LN4288,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-55300-001-LN4289,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-51309-003-LN4355,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-55105-003-LN4414,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-56288-001-LN4376,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-52313-001-GRNT0635,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-55268-003-LN4550,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-58003-001-LN4572,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-55300-002-LN4581,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-57309-001-LN4580,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-57075-001-LN4660,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-58379-001-LN4725,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-59092-001-LN4724,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-58379-001-LN4725-KfW,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-41325-013-LN2665,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-54177-001-LN3949,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
XM-DAC-46004-54177-001-LN3945,421,Standard loan,21,Non-export credit OOF,5,2,Multilateral (inflows),1
NO-BRC-971277882-PAL-24/0005,110,Standard grant,10,ODA,5,1,Bilateral,0
XM-DAC-46004-44061-012-GRNT0251,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-47099-002-GRNT0463,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-47099-004-GRNT0530,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-47099-002-LN3343,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-47099-004-LN3513,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-51066-001-GRNT0782,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-53315-001-GRNT0777,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-54156-001-GRNT0706,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-56147-001-GRNT0857,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
NO-BRC-971277882-NPL-20/0002,110,Standard grant,10,ODA,5,1,Bilateral,0
XM-DAC-46004-51066-003-GRNT0870,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
NO-BRC-971277882-NPL-07/010,110,Standard grant,10,ODA,5,1,Bilateral,0
XM-DAC-46004-56299-001-GRNT0955,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-58417-001-GRNT1080,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-59154-001-GRNT1068,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-45395-001-GRNT0318,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-47318-001-GRNT0442,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-50028-001-GRNT0559,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-50377-001-GRNT0673,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-50028-003-GRNT0760,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-56138-002-GRNT0952,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-58548-001-GRNT1063,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-46385-001-GRNT0359,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-48361-001-GRNT0479,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-48361-002-GRNT0532,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-50028-001-GRNT0558,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-48361-001-LN3393,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-48361-002-LN3531,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-50028-001-LN3628,421,Standard loan,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-48361-003-GRNT0647,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-50028-002-GRNT0668,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-50028-003-GRNT0755,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-55016-001-GRNT0807,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-52030-001-GRNT0709,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-56138-001-GRNT0883,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-56358-001-GRNT0943,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-56358-002-GRNT1051,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-50028-003-GRNT0757,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-54179-001-GRNT0776,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
XM-DAC-46004-56138-002-GRNT0953,110,Standard grant,10,ODA,5,2,Multilateral (inflows),1
