iatiidentifier,country,percentage
XM-DAC-46004-37218-013-LN2203,PK,0
XM-DAC-46004-36155-013-LN2270,PK,0
XM-DAC-46004-39492-013-LN2291,PK,0
XM-DAC-46004-39492-013-LN2292,PK,0
XM-DAC-46004-40563-013-LN2335,PK,0
XM-DAC-46004-41108-013-LN2340,PK,0
XM-DAC-46004-41666-013-LN2385,PK,0
XM-DAC-46004-42163-013-LN2446,PK,0
XM-DAC-46004-42163-013-LN2447,PK,0
XM-DAC-46004-41545-013-LN2484,PK,0
XM-DAC-46004-41641-013-LN2485,PK,0
XM-DAC-46004-42163-023-LN2524,PK,0
XM-DAC-46004-42163-023-LN2525,PK,0
XM-DAC-46004-41666-033-LN2547,PK,0
XM-DAC-46004-41666-033-LN2548,PK,0
XM-DAC-46004-41641-023-LN2644,PK,0
XM-DAC-46004-41545-023-LN2645,PK,0
XM-DAC-46004-47015-001-LN3126,PK,0
XM-DAC-46004-47015-002-LN3321,PK,0
XM-DAC-46004-47015-002-LN3322,PK,0
XM-DAC-46004-48065-002-LN3398,PK,0
XM-DAC-46004-48065-002-LN3399,PK,0
XM-DAC-46004-47015-003-LN3537,PK,0
XM-DAC-46004-48065-003-LN3538,PK,0
XM-DAC-46004-52049-001-LN3804,PK,0
XM-DAC-46004-53247-001-LN3882,PK,0
XM-DAC-46004-53165-001-LN3881,PK,0
XM-DAC-46004-54193-001-LN3931,PK,0
XM-DAC-46004-53221-001-LN3976,PK,0
XM-DAC-46004-53221-001-LN3975,PK,0
XM-DAC-46004-52049-003-LN4018,PK,0
XM-DAC-46004-53165-002-LN4159,PK,0
XM-DAC-46004-53221-003-LN4176,PK,0
XM-DAC-46004-56148-001-LN4234,PK,0
XM-DAC-46004-56148-001-LN4235,PK,0
XM-DAC-46004-54424-001-LN4427,PK,0
XM-DAC-46004-56006-001-LN4406,PK,0
XM-DAC-46004-55183-001-LN4450,PK,0
XM-DAC-46004-58054-001-LN4514,PK,0
XM-DAC-46004-56006-003-GRNT4598,PK,0
XM-DAC-46004-56006-003-LN4597,PK,0
XM-DAC-46004-58508-001-LN4608,PK,0
XM-DAC-46004-58508-001-LN4609,PK,0
XM-DAC-46004-51350-001-LN3675,UZ,0
XM-DAC-46004-51348-001-LN3869,UZ,0
XM-DAC-46004-51350-003-LN3866,UZ,0
XM-DAC-46004-54160-001-LN3939,UZ,0
XM-DAC-46004-54269-001-LN3980,UZ,0
XM-DAC-46004-53161-001-LN4123,UZ,0
XM-DAC-46004-42007-020-LN4156,UZ,0
XM-DAC-46004-42007-020-LN4157,UZ,0
XM-DAC-46004-56149-001-LN4225,UZ,0
XM-DAC-46004-51350-004-LN4292,UZ,0
XM-DAC-46004-42007-021-LN4415,UZ,0
XM-DAC-46004-53161-003-LN4472,UZ,0
XM-DAC-46004-54269-002-LN4473,UZ,0
XM-DAC-46004-57245-001-LN4489,UZ,0
XM-DAC-46004-58125-001-LN4544,UZ,0
XM-DAC-46004-58125-001-LN4545,UZ,0
XM-DAC-46004-51350-005-LN4658,UZ,0
XM-DAC-46004-58438-001-LN4681,UZ,0
XM-DAC-46004-58438-001-LN4682,UZ,0
XM-DAC-46004-38392-033-LN2262,VN,0
XM-DAC-46004-38335-013-LN2284,VN,0
XM-DAC-46004-37577-013-LN2377,VN,0
XM-DAC-46004-42191-013-LN2490,VN,0
XM-DAC-46004-42191-023-LN2570,VN,0
XM-DAC-46004-40347-013-LN2582,VN,0
XM-DAC-46004-40354-013-LN2642,VN,0
XM-DAC-46004-41360-013-LN2680,VN,0
XM-DAC-46004-37577-023-LN2707,VN,0
XM-DAC-46004-42191-033-LN2827,VN,0
XM-DAC-46004-42235-013-LN2877,VN,0
XM-DAC-46004-41360-014-LN3050,VN,0
XM-DAC-46004-44251-013-LN3081,VN,0
XM-DAC-46004-42235-023-LN3213,VN,0
XM-DAC-46004-47293-001-LN3227,VN,0
XM-DAC-46004-47293-001-LN3228,VN,0
XM-DAC-46004-44251-034-LN3335,VN,0
XM-DAC-46004-47140-002-LN3493,VN,0
XM-DAC-46004-50051-001-LN3502,VN,0
XM-DAC-46004-50051-001-LN3503,VN,0
XM-DAC-46004-49331-001-LN3743,VN,0
XM-DAC-46004-50285-002-LN3758,VN,0
BJ-IFU-6201000068802-RSG0123375-29295,BJ,100
BJ-IFU-6201200579608-RSG0123375-29295,BJ,100
CH-4-2024-2018011172,CD,0
CH-4-2024-2020010895,TZ,0
AU-5-INL354-VN,VN,100
CH-4-2024-2023000533,BJ,0
AU-5-INJ438-VU,VU,100
CH-4-2024-2024000918,MZ,0
CH-4-2023-2004006120,MZ,0
CH-4-2023-2018011172,CD,0
CH-4-2023-2020010894,TZ,0
CH-4-2023-2020010895,TZ,0
AU-5-INJ402-WS,WS,100
CH-4-2023-2023000533,BJ,0
CH-4-2023-2023001248,MZ,0
CH-4-2025-2020010895,TZ,0
CH-4-2025-2020011220,TZ,0
CH-4-2025-2023000533,BJ,0
AU-5-INJ648-ID,ID,100
46002-P-DZ-K00-007,DZ,0
46002-P-AO-FA0-002,AO,0
46002-P-AO-K00-007,AO,0
46002-P-AO-AA0-011,AO,0
46002-P-AO-K00-009,AO,0
46002-P-BW-K00-004,BW,0
46002-P-BW-K00-001,BW,0
46002-P-BW-K00-005,BW,0
46002-P-BW-K00-006,BW,0
46002-P-BJ-KA0-006,BJ,0
46002-P-BJ-KA0-009,BJ,0
46002-P-BJ-KA0-013,BJ,0
46002-P-BJ-KA0-014,BJ,0
46002-P-BJ-FZ0-001,BJ,0
46002-P-BJ-K00-005,BJ,0
46002-P-BJ-K00-006,BJ,0
46002-P-BJ-KZ0-001,BJ,0
46002-P-BJ-KF0-001,BJ,0
46002-P-BJ-K00-007,BJ,0
46002-P-BJ-E00-007,BJ,0
46002-P-BJ-K00-010,BJ,0
AU-5-INI950-NR,NR,100
46002-P-BI-KA0-001,BI,0
46002-P-BI-I00-004,BI,0
46002-P-BF-FA0-008,BF,0
46002-P-BF-K00-006,BF,0
46002-P-BF-K00-011,BF,0
46002-P-BF-K00-012,BF,0
46002-P-BF-KA0-009,BF,0
46002-P-BF-KZ0-003,BF,0
46002-P-BF-KZ0-001,BF,0
AU-5-INK561-SB,SB,100
AU-5-INL121-SB,SB,100
AU-5-INL126-SB,SB,100
AU-5-INL129-SB,SB,100
AU-5-INL683-TO,TO,100
AU-5-INJ899-TV,TV,100
AU-5-INJ128-VN,VN,100
BJ-IFU-3200700033415-RSG0123375-29295,BJ,100
XM-DAC-69-1-2019000246,PS,100
XM-DAC-69-3-2018000217,ME,100
XM-DAC-69-3-2018000330,ME,100
46002-P-CV-K00-013,CV,0
BJ-IFU-5200081145006-RSG0123375-29295,BJ,100
BJ-IFU-6200901945503-RSG0123375-29295,BJ,100
46002-P-CV-K00-002,CV,0
46002-P-CV-K00-003,CV,0
46002-P-CV-K00-004,CV,0
46002-P-CV-K00-005,CV,0
46002-P-CV-K00-006,CV,0
46002-P-CV-K00-007,CV,0
46002-P-CV-K00-009,CV,0
46002-P-CV-K00-010,CV,0
46002-P-CV-K00-011,CV,0
46002-P-CV-KA0-003,CV,0
46002-P-CV-KA0-005,CV,0
46002-P-CV-KA0-008,CV,0
46002-P-CV-KA0-006,CV,0
46002-P-CV-KA0-007,CV,0
46002-P-CV-K00-016,CV,0
46002-P-CV-KA0-009,CV,0
46002-P-CV-K00-015,CV,0
46002-P-CV-A00-003,CV,0
46002-P-CV-K00-019,CV,0
46002-P-CV-GB0-005,CV,0
46002-P-CV-K00-020,CV,0
XM-DAC-41111-98569,SO,100
XM-DAC-41111-92034,BI,100
XM-DAC-41111-88100,BI,100
XM-DAC-41111-111465,SO,100
XM-DAC-41111-112392,SO,100
XM-DAC-41111-113154,BF,100
XM-DAC-41111-118133,BD,7
XM-DAC-41111-118133,BJ,7
XM-DAC-41111-118133,BT,7
XM-DAC-41111-118133,KH,7
XM-DAC-41111-118133,GH,7
XM-DAC-41111-118133,LA,7
XM-DAC-41111-118133,ML,7
XM-DAC-41111-118133,MZ,7
XM-DAC-41111-118133,NP,7
XM-DAC-41111-118133,NE,7
XM-DAC-41111-118133,TZ,7
XM-DAC-41111-118133,TV,7
XM-DAC-41111-118133,BF,4
XM-DAC-41111-118133,LS,4
XM-DAC-41111-118133,SB,4
XM-DAC-41111-118133,CI,4
XM-DAC-41111-114278,MZ,100
XM-DAC-41111-76452,LA,100
XM-DAC-41111-95546,MZ,100
XM-DAC-41111-106347,UG,100
XM-DAC-41111-110521,GN,100
XM-DAC-41111-90703,ML,7
XM-DAC-41111-90703,BD,7
XM-DAC-41111-90703,BJ,7
XM-DAC-41111-90703,BT,7
XM-DAC-41111-90703,KH,7
XM-DAC-41111-90703,GH,7
XM-DAC-41111-90703,LA,7
XM-DAC-41111-90703,MZ,7
XM-DAC-41111-90703,NP,7
XM-DAC-41111-90703,NE,7
XM-DAC-41111-90703,TZ,7
XM-DAC-41111-90703,TV,7
XM-DAC-41111-90703,LS,8
XM-DAC-41111-90703,UG,8
XM-DAC-41111-90014,BD,9
XM-DAC-41111-90014,BJ,9
XM-DAC-41111-90014,BT,9
XM-DAC-41111-90014,KH,9
XM-DAC-41111-90014,GH,8
XM-DAC-41111-90014,LA,8
XM-DAC-41111-90014,ML,8
XM-DAC-41111-90014,MZ,8
XM-DAC-41111-90014,NP,8
XM-DAC-41111-90014,NE,8
XM-DAC-41111-90014,TZ,8
XM-DAC-41111-90014,TV,8
46002-P-CF-KZ0-002,CF,0
46002-P-CF-K00-006,CF,0
46002-P-CF-KZ0-003,CF,0
46002-P-CF-K00-007,CF,0
46002-P-CF-K00-010,CF,0
46002-P-CF-I00-006,CF,0
46002-P-CF-K00-020,CF,0
46002-P-CF-K00-021,CF,0
46002-P-CM-K00-010,CM,0
46002-P-CM-KA0-005,CM,0
46002-P-CM-KA0-011,CM,0
46002-P-CM-K00-009,CM,0
46002-P-CM-KA0-015,CM,0
46002-P-CM-AA0-015,CM,0
46002-P-CM-KF0-006,CM,0
46002-P-CM-KF0-007,CM,0
46002-P-CM-FA0-011,CM,0
46002-P-CM-H00-010,CM,0
46002-P-KM-K00-006,KM,0
46002-P-KM-K00-009,KM,0
46002-P-KM-K00-013,KM,0
46002-P-KM-K00-014,KM,0
46002-P-TD-KA0-009,TD,0
46002-P-TD-KA0-007,TD,0
46002-P-TD-KA0-006,TD,0
BJ-IFU-6201810251129-RGS0123375-29295,BJ,100
46002-P-TD-K00-002,TD,0
46002-P-TD-K00-003,TD,0
BJ-IFU-6200901944008-RSG0123375-29295,BJ,100
46002-P-TD-KA0-001,TD,0
46002-P-TD-KA0-005,TD,0
46002-P-TD-K00-009,TD,0
46002-P-TD-AB0-005,TD,0
46002-P-CG-K00-002,CG,0
46002-P-CG-K00-006,CG,0
46002-P-CG-K00-009,CG,0
46002-P-CG-K00-012,CG,0
46002-P-DJ-K00-001,DJ,0
46002-P-DJ-KF0-010,DJ,0
46002-P-DJ-K00-003,DJ,0
46002-P-CI-I00-003,CI,0
46002-P-CI-IZ0-001,CI,0
46002-P-CI-IZ0-004,CI,0
46002-P-CI-KA0-009,CI,0
46002-P-CI-KA0-012,CI,0
46002-P-CI-KA0-011,CI,0
46002-P-CI-KA0-010,CI,0
46002-P-CI-AA0-037,CI,0
46002-P-CI-KA0-013,CI,0
46002-P-CI-BG0-002,CI,0
46002-P-CI-KA0-014,CI,0
46002-P-GQ-K00-002,GQ,0
46002-P-CD-K00-012,CD,0
46002-P-CD-K00-002,CD,0
46002-P-EG-FA0-005,EG,0
46002-P-EG-FA0-008,EG,0
46002-P-EG-HZ0-001,EG,0
46002-P-EG-IBZ-001,EG,0
46002-P-EG-K00-011,EG,0
46002-P-EG-K00-009,EG,0
46002-P-EG-K00-010,EG,0
46002-P-EG-K00-017,EG,0
46002-P-EG-K00-016,EG,0
46002-P-EG-BG0-003,EG,0
46002-P-GA-K00-015,GA,0
46002-P-GA-K00-013,GA,0
46002-P-GA-KA0-007,GA,0
46002-P-GA-K00-003,GA,0
46002-P-GA-KA0-001,GA,0
46002-P-GA-KA0-005,GA,0
46002-P-GA-KA0-006,GA,0
46002-P-ET-IZ0-002,ET,0
46002-P-ET-K00-006,ET,0
46002-P-ET-K00-010,ET,0
46002-P-ET-K00-011,ET,0
46002-P-ET-K00-015,ET,0
46002-P-ET-K00-016,ET,0
46002-P-ET-KF0-007,ET,0
46002-P-ET-AAZ-002,ET,0
46002-P-GM-KA0-009,GM,0
46002-P-GM-K00-010,GM,0
46002-P-GM-K00-011,GM,0
46002-P-GM-J00-002,GM,0
46002-P-GM-K00-013,GM,0
46002-P-GM-KA0-011,GM,0
46002-P-GN-KA0-006,GN,0
DE-1-201165281,BF,100
DE-1-201166974,BF,100
DE-1-201170307,BF,100
DE-1-201170323,BF,100
DE-1-201767508,BF,100
DE-1-201868785,BF,100
46002-P-GN-KA0-005,GN,0
46002-P-GN-KZ0-002,GN,0
46002-P-GW-KA0-008,GW,0
46002-P-GW-IB0-005,GW,0
46002-P-GW-A00-010,GW,0
46002-P-GW-KA0-009,GW,0
46002-P-GH-K00-008,GH,0
46002-P-GH-K00-012,GH,0
46002-P-GH-KA0-003,GH,0
46002-P-GH-K00-013,GH,0
46002-P-GH-KA0-006,GH,0
46002-P-GH-KA0-008,GH,0
46002-P-GH-K00-018,GH,0
46002-P-GH-I00-003,GH,0
46002-P-LS-KA0-001,LS,0
46002-P-LS-KE0-001,LS,0
46002-P-LR-KA0-004,LR,0
DE-1-201965052,CI,100
46002-P-LR-K00-020,LR,0
46002-P-LR-AA0-013,LR,0
46002-P-LR-K00-023,LR,0
46002-P-KE-K00-004,KE,0
46002-P-KE-AA0-001,KE,0
46002-P-KE-KA0-001,KE,0
46002-P-KE-KA0-002,KE,0
46002-P-KE-KD0-004,KE,0
46002-P-KE-HB0-009,KE,0
46002-P-KE-K00-007,KE,0
46002-P-KE-K00-010,KE,0
46002-P-KE-A00-002,KE,0
46002-P-KE-IA0-005,KE,0
46002-P-KE-K00-012,KE,0
46002-P-KE-K00-013,KE,0
46002-P-KE-K00-015,KE,0
46002-P-MG-KA0-009,MG,0
46002-P-MG-K00-001,MG,0
46002-P-MG-K00-007,MG,0
46002-P-MG-K00-010,MG,0
46002-P-MG-K00-018,MG,0
46002-P-MG-KA0-012,MG,0
46002-P-MG-K00-021,MG,0
46002-P-MU-K00-002,MU,0
46002-P-MU-K00-004,MU,0
46002-P-MU-K00-005,MU,0
46002-P-MU-K00-008,MU,0
46002-P-MU-K00-009,MU,0
46002-P-MU-K00-010,MU,0
46002-P-MR-K00-018,MR,0
46002-P-MR-K00-017,MR,0
46002-P-MR-K00-016,MR,0
46002-P-MW-K00-002,MW,0
46002-P-MW-KZ0-003,MW,0
46002-P-MW-IE0-005,MW,0
46002-P-MW-KA0-004,MW,0
46002-P-MW-AA0-040,MW,0
44000-P146280,AL,100
44000-P147226,AL,100
44000-P152064,AL,100
44000-P155605,AL,100
44000-P160594,AL,100
44000-P169524,AL,100
44000-P178202,AL,100
44000-P180679,AL,100
44000-P168446,AF,100
46002-P-ML-KA0-009,ML,0
44000-P176137,AF,100
44000-P174234,AF,100
44000-P164882,AF,100
44000-P160544,AF,100
44000-P172211,AF,100
44000-P153234,AM,100
44000-P127754,AM,100
44000-P179849,AM,100
44000-P169624,AM,100
44000-P143040,AM,100
44000-P508569,AM,100
44000-P176278,AM,100
44000-P168336,AO,100
44000-P179513,AO,100
44000-P511848,AO,100
44000-P179512,AO,100
46002-P-ML-KA0-008,ML,0
44000-P153243,AO,100
44000-P166564,AO,100
44000-P169983,AO,100
44000-P175492,BB,100
44000-P179112,BB,100
44000-P507916,BB,100
44000-P167889,AR,100
44000-P168713,AR,100
44000-P509552,AR,100
44000-P149768,BA,100
44000-P175191,BA,100
44000-P146740,BA,100
44000-P180544,BA,100
44000-P150941,BI,100
44000-P166298,BF,100
44000-P173529,BF,100
44000-P170934,BF,100
44000-P146640,BF,100
44000-P174315,BF,100
44000-P151275,BF,100
44000-P157060,BF,100
44000-P163283,BF,100
44000-P150751,BO,100
46002-P-ML-KA0-004,ML,0
44000-P132786,BJ,100
44000-P146665,BJ,100
44000-P166115,BJ,100
44000-P168668,BJ,100
44000-P172749,BJ,100
44000-P176513,BJ,100
44000-P178042,BJ,100
44000-P180286,BJ,100
44000-P181457,BJ,100
44000-P510638,BJ,100
44000-P175490,BS,100
44000-P157469,BT,100
44000-P178635,BT,100
44000-P509816,BT,100
44000-P177712,BT,100
44000-P147806,BT,100
44000-P173008,BT,100
44000-P500536,BT,100
44000-P171780,BT,100
44000-P168166,BT,100
44000-P175758,BT,100
44000-P176810,BW,100
44000-P175934,BW,100
44000-P505490,BZ,100
44000-P505866,BR,100
44000-P507322,BR,100
44000-P181501,BR,100
44000-P172455,BR,100
44000-P509756,BR,100
44000-P126749,BR,100
44000-P147695,BR,100
44000-P506861,BR,100
44000-P147984,BR,100
44000-P179182,BR,100
44000-P147913,BR,100
44000-P148083,BR,100
44000-P146981,BR,100
44000-P153203,BR,100
44000-P506321,BR,100
44000-P129652,BR,100
44000-P178729,BR,100
44000-P512526,BR,100
44000-P132768,BR,100
44000-P164588,BR,100
44000-P500614,BR,100
44000-P177632,BR,100
44000-P147979,BR,100
44000-P180497,BR,100
44000-P505235,BR,100
44000-P126351,BR,100
44000-P168035,CF,100
44000-P168474,CF,100
44000-P164442,CF,100
44000-P178614,CG,100
46002-P-ML-KA0-007,ML,0
44000-P180093,CG,100
44000-P180398,CG,100
44000-P167190,BD,100
44000-P168724,BD,100
44000-P168725,BD,100
44000-P174892,BD,100
44000-P178481,BD,100
44000-P179079,BD,100
44000-P180439,BD,100
44000-P511201,BD,100
44000-P154213,CL,100
44000-P155259,CI,100
44000-P166388,CI,100
44000-P127449,CI,100
44000-P178064,CI,100
44000-P169828,CI,100
44000-P143781,CI,100
44000-P158463,CI,100
44000-P510901,CI,100
44000-P163284,CI,100
44000-P179006,CI,100
44000-P174110,CI,100
44000-P180234,CI,100
44000-P177460,CD,100
44000-P179141,CD,100
44000-P507861,CD,100
44000-P163657,CM,100
44000-P166694,CM,100
44000-P168332,CM,100
44000-P175249,CM,100
44000-P180017,CM,100
44000-P111926,CR,100
44000-P171912,CR,100
44000-P174786,CR,100
44000-P177029,CR,100
44000-P179861,CR,100
44000-P181372,CR,100
44000-P508347,CR,100
44000-P145605,CO,100
44000-P154821,CO,100
44000-P176505,CO,100
44000-P158739,CO,100
44000-P170728,CO,100
44000-P149609,CO,100
44000-P150475,CO,100
44000-P174118,CO,100
44000-P180566,CO,100
44000-P181080,CO,100
44000-P161642,CO,100
44000-P173424,CO,100
44000-P180033,CO,100
44000-P126583,CO,100
44000-P145766,CO,100
44000-P175801,CO,100
44000-P180927,CO,100
44000-P158520,CO,100
44000-P176650,CO,100
44000-P162858,CO,100
44000-P176788,CO,100
44000-P181256,CO,100
44000-P175126,CO,100
44000-P130972,CO,100
44000-P174754,CV,100
44000-P165631,CV,100
44000-P147015,CV,100
44000-P160628,CV,100
44000-P181310,CV,100
44000-P127411,CV,100
44000-P176148,CV,100
44000-P171080,CV,100
44000-P179265,CV,100
44000-P174927,DM,100
44000-P175847,DM,100
44000-P177807,DM,100
44000-P508114,DM,100
44000-P169822,EC,100
44000-P171190,EC,100
44000-P174115,EC,100
44000-P176983,EC,100
44000-P178636,EC,100
44000-P180319,EC,100
44000-P505747,EC,100
44000-P510158,EC,100
44000-P512397,EC,100
44000-P155425,DO,100
44000-P159351,DO,100
44000-P174145,DO,100
44000-P175874,DO,100
44000-P178122,DO,100
44000-P178570,DO,100
44000-P500557,DO,100
44000-P112346,EG,100
44000-P164079,EG,100
44000-P171311,EG,100
44000-P504910,EG,100
44000-P514501,EG,100
44000-P173558,FJ,100
44000-P159774,FJ,100
44000-P500609,FJ,100
44000-P168402,FJ,100
44000-P175543,FJ,100
44000-P157406,CN,100
44000-P157404,CN,100
44000-P159508,GA,100
44000-P164201,GA,100
44000-P164289,GD,100
44000-P171465,GD,100
44000-P151821,GD,100
44000-P174527,GD,100
44000-P178930,GD,100
44000-P167748,GD,100
44000-P176663,GD,100
44000-P147152,GD,100
44000-P156761,GD,100
44000-P129597,GE,100
44000-P143060,GE,100
44000-P177797,GE,100
44000-P149998,GE,100
44000-P169913,GE,100
44000-P155553,GE,100
44000-P149991,GE,100
44000-P156444,GE,100
44000-P163285,GM,100
44000-P173150,GM,100
44000-P510637,GM,100
44000-P164545,GM,100
44000-P177748,GM,100
44000-P502012,GM,100
44000-P133664,GH,100
44000-P181148,GH,100
44000-P180718,GH,100
44000-P157343,GH,100
44000-P168566,ET,100
44000-P169079,ET,100
44000-P181591,ET,100
44000-P174063,GN,100
44000-P151794,GN,100
44000-P156629,GN,100
44000-P166322,GN,100
44000-P161796,GN,100
44000-P175979,GT,100
44000-P131763,GT,100
44000-P133738,GT,100
44000-P159710,GT,100
44000-P160667,GT,100
44000-P505784,GT,100
44000-P173698,GT,100
44000-P165425,GY,100
44000-P180216,GY,100
44000-P500567,GW,100
44000-P127665,HR,100
44000-P173996,HR,100
44000-P512660,HR,100
44000-P179909,HN,100
44000-P172567,HN,100
44000-P151803,HN,100
44000-P155920,HN,100
44000-P177001,HN,100
44000-P171474,HT,100
44000-P162452,HT,100
44000-P161167,IQ,100
44000-P155962,IQ,100
44000-P145995,JM,100
44000-P507259,JM,100
44000-P170223,JM,100
44000-P163586,JM,100
44000-P174531,JM,100
44000-P151448,JM,100
44000-P154299,JO,100
44000-P160236,JO,100
44000-P166360,JO,100
44000-P168130,JO,100
44000-P505118,JO,100
44000-P507382,JO,100
44000-P130048,ID,100
44000-P154291,ID,100
44000-P158140,ID,100
44000-P161475,ID,100
44000-P163973,ID,100
44000-P167297,ID,100
44000-P170940,ID,100
44000-P172439,ID,100
44000-P173232,ID,100
44000-P173233,ID,100
44000-P175742,ID,100
44000-P177726,ID,100
44000-P500689,ID,100
44000-P508323,ID,100
44000-P152440,KG,100
44000-P163983,KG,100
44000-P148099,KG,100
44000-P126274,KG,100
44000-P126034,KG,100
44000-P508608,KG,100
44000-P180749,KH,100
44000-P179019,KH,100
44000-P176756,KH,100
44000-P144602,KI,100
44000-P149888,KI,100
44000-P155540,KI,100
44000-P161794,KI,100
44000-P167263,KI,100
44000-P169179,KI,100
44000-P177794,KI,100
44000-P511822,KI,100
44000-P181269,KM,100
44000-P179763,KM,100
44000-P131688,KM,100
44000-P174260,KM,100
44000-P150924,KM,100
44000-P508695,KZ,100
44000-P154702,KZ,100
44000-P178303,KZ,100
44000-P174367,KZ,100
44000-P159956,LA,100
44000-P166839,LA,100
44000-P161562,KE,100
44000-P168204,KE,100
44000-P172321,KE,100
44000-P175251,KE,100
44000-P176903,KE,100
44000-P180339,KE,100
44000-P500912,KE,100
44000-P179539,LC,100
44000-P174346,LC,100
44000-P181432,LC,100
44000-P147454,LK,100
44000-P180549,LK,100
44000-P157804,LK,100
DE-1-201468453,CO,100
DE-1-201468461,CO,100
44000-P179808,LK,100
DE-1-201468479,CO,100
DE-1-201468487,CO,100
44000-P124041,IN,100
44000-P157224,IN,100
44000-P159669,IN,100
44000-P167246,IN,100
44000-P169907,IN,100
44000-P172732,IN,100
44000-P173943,IN,100
44000-P174027,IN,100
44000-P174292,IN,100
44000-P176447,IN,100
44000-P177985,IN,100
44000-P178329,IN,100
44000-P181032,IN,100
44000-P181195,IN,100
44000-P162111,LR,100
44000-P168218,LR,100
44000-P175570,LR,100
44000-P176993,LR,100
44000-P180050,LR,100
44000-P502565,LR,100
44000-P178646,ME,100
44000-P176937,MA,100
44000-P130903,MA,100
44000-P127038,MA,100
44000-P120566,MA,100
44000-P174004,MA,100
44000-P168587,MA,100
44000-P144185,MA,100
44000-P174005,MA,100
44000-P127955,MA,100
44000-P127956,MA,100
44000-P171587,MA,100
44000-P513503,MA,100
44000-P127822,MA,100
44000-P507248,MA,100
44000-P148642,MA,100
44000-P147257,MA,100
44000-P178382,MA,100
44000-P168580,MA,100
44000-P149747,MA,100
44000-P504373,MH,100
44000-P180587,MK,100
44000-P171851,MK,100
44000-P126038,MK,100
44000-P130847,MK,100
44000-P507576,MD,100
44000-P149555,MD,100
44000-P181479,MD,100
44000-P175640,MD,100
44000-P179086,MD,100
44000-P143283,MD,100
44000-P156963,MD,100
44000-P513997,MD,100
44000-P145275,ML,100
44000-P161619,ML,100
44000-P167547,ML,100
44000-P150503,MG,100
44000-P153084,MG,100
44000-P160866,MG,100
44000-P162279,MG,100
44000-P164137,MG,100
44000-P166425,MG,100
44000-P166752,MG,100
44000-P167941,MG,100
44000-P168697,MG,100
44000-P174388,MG,100
44000-P180288,MG,100
44000-P509948,MG,100
44000-P125694,MU,100
44000-P126903,MU,100
44000-P128140,MU,100
44000-P132510,MU,100
44000-P167485,MN,100
44000-P163939,MV,100
44000-P163966,MV,100
44000-P160592,MR,100
44000-P163057,MR,100
44000-P167348,MR,100
44000-P171238,MR,100
44000-P171585,MR,100
44000-P174155,MR,100
44000-P179263,MR,100
44000-P511001,MR,100
44000-P126297,MX,100
44000-P147244,MX,100
44000-P167674,MX,100
44000-P172863,MX,100
44000-P174000,MX,100
44000-P174150,MX,100
44000-P178224,MX,100
44000-P180496,MX,100
44000-P503988,MX,100
DE-1-201667484,CO,100
44000-P153753,MW,100
DE-1-201667492,CO,100
44000-P165056,MW,100
44000-P175072,MW,100
44000-P125272,NE,100
44000-P132757,NE,100
44000-P145251,NE,100
44000-P151487,NE,100
44000-P159969,NE,100
44000-P163318,NE,100
44000-P166124,NE,100
44000-P169830,NE,100
44000-P173113,NE,100
44000-P175256,NE,100
44000-P178423,NE,100
44000-P129489,MZ,100
44000-P131212,MZ,100
44000-P146398,MZ,100
44000-P176762,MZ,100
44000-P133687,MZ,100
44000-P178668,MZ,100
44000-P154422,MZ,100
44000-P146537,MZ,100
44000-P128434,MZ,100
44000-P146930,MZ,100
44000-P174152,MZ,100
44000-P166159,PA,100
44000-P508348,PA,100
44000-P181306,PA,100
44000-P151804,PA,100
44000-P122738,PA,100
44000-P127332,PA,100
44000-P175930,PA,100
44000-P179817,PA,100
44000-P146942,PA,100
44000-P174107,PA,100
44000-P174191,PA,100
44000-P501661,NG,100
44000-P130012,NG,100
44000-P123353,NG,100
44000-P123352,NG,100
44000-P151480,NG,100
44000-P177776,NP,100
44000-P159547,NP,100
44000-P170248,NP,100
44000-P173044,NP,100
44000-P176881,NP,100
44000-P178531,NP,100
44000-P173982,NP,100
44000-P168869,NP,100
44000-P176498,NP,100
44000-P181344,NP,100
44000-P178687,NP,100
44000-P166788,NP,100
44000-P170477,PE,100
44000-P174440,PE,100
44000-P101177,PE,100
44000-P101471,PE,100
44000-P120860,PE,100
44000-P131028,PE,100
44000-P149831,PE,100
44000-P154981,PE,100
44000-P156858,PE,100
44000-P176387,PE,100
44000-P177765,PE,100
44000-P178591,PE,100
44000-P179214,PE,100
44000-P180554,PE,100
44000-P181263,PE,100
44000-P506131,PE,100
44000-P127433,PL,100
44000-P146243,PL,100
44000-P130459,PL,100
44000-P151007,PY,100
44000-P169505,PY,100
44000-P178285,PY,100
44000-P508227,PY,100
44000-P165717,PG,100
44000-P174347,PG,100
44000-P507527,PG,100
44000-P130051,RO,100
44000-P148957,RO,100
44000-P149776,RO,100
44000-P166303,RO,100
44000-P178912,RO,100
44000-P179297,RO,100
44000-P181517,RO,100
44000-P502111,RO,100
44000-P513191,RO,100
44000-P127408,RS,100
44000-P149750,RS,100
44000-P155694,RS,100
44000-P157489,RS,100
44000-P161184,RS,100
44000-P164575,RS,100
44000-P177410,RS,100
44000-P178115,RS,100
44000-P125943,PH,100
44000-P126580,PH,100
44000-P147803,PH,100
44000-P155656,PH,100
44000-P167651,PH,100
44000-P170052,PH,100
44000-P170914,PH,100
