iatiidentifier,donor_ref,donor,org_type,x1_donor_type,a01,a02,modality,declared_activity,declared_transaction,status_code,status_name,recipient_main,commitment_usd,disbursement_usd,n_disb_years,first_disb_year,last_disb_year,planned_start,actual_start,planned_end,actual_end,y2_early_days,planned_duration_days,commitment_usd_full,disbursement_usd_full,n_disb_years_full,finance_type,finance_type_name,flow_type,flow_type_name,collaboration_type,collaboration_type_name,hierarchy,cp_eligible,complete_flag,y1_gap,y1_gap_full,y2_early_days_raw,log_commitment,log_disbursement
XI-IATI-EC_NEAR-2020-ACT-D-42291-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,MA,56970000,0,0,NA,NA,2020-05-13,2020-05-13,2029-01-13,NA,NA,3167,56970000,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,1,1,NA,17.858035371456577,NA
XI-IATI-EC_NEAR-2022-ACT-61400,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,1,Pipeline/identification,MA,173188800,0,0,NA,NA,2022-11-22,2022-11-22,2026-01-26,NA,NA,1161,173188800,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,1,1,NA,18.96989288687471,NA
XI-IATI-EC_NEAR-2022-ACT-60561,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,MA,131031000,0,0,NA,NA,2022-10-25,2022-10-25,2029-12-19,NA,NA,2612,131031000,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,1,1,NA,18.690944494391683,NA
XI-IATI-EC_NEAR-2022-ACT-61199,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,MA,56970000,0,0,NA,NA,2022-12-16,2022-12-16,2030-09-04,NA,NA,2819,56970000,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,1,1,NA,17.858035371456577,NA
XI-IATI-EC_NEAR-2019-PCC-413828,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,MA,64262160,48310560,1,2019,2023,2019-12-05,2019-12-11,2024-12-11,2024-12-11,0,1833,64262160,59846985,5,110,Standard grant,10,ODA,1,Bilateral,2,0,0,0.24822695035460995,0.06870567375886527,0,17.978481524532445,17.907301612759497
XI-IATI-EC_NEAR-2015-ACT-D-37894-03,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,ME,28880200.650726,0,0,NA,NA,2016-09-22,2016-09-22,2028-09-22,NA,NA,4383,28880200.650726,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,1,1,NA,17.178666819704585,NA
XI-IATI-EC_NEAR-2023-ACT-60844,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,ME,42978168,0,0,NA,NA,2023-05-12,2023-05-12,2029-06-06,NA,NA,2217,42978168,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,1,1,NA,17.57620282379369,NA
XI-IATI-EC_NEAR-2023-ACT-60862,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,ME,42978168,0,0,NA,NA,2023-05-12,2023-05-12,2029-06-06,NA,NA,2217,42978168,0,0,110,Standard grant,50,Other flows,1,Bilateral,1,0,0,1,1,NA,17.57620282379369,NA
XI-IATI-EC_NEAR-2023-ACT-61597,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,1,0,A01_general,1,0,2,Implementation,ME,34182000,0,0,NA,NA,2023-02-02,2023-02-02,2025-02-27,NA,NA,756,34182000,0,0,110,Standard grant,10,ODA,1,Bilateral,1,1,0,1,1,NA,17.347209747690588,NA
XI-IATI-EC_NEAR-2020-ACT-D-42145-06,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,ME,20014671.915,0,0,NA,NA,2020-08-28,2020-08-28,2032-08-28,NA,NA,4383,20014671.915,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,1,1,NA,16.81197615831843,NA
XI-IATI-EC_NEAR-2020-ACT-D-42747-06,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,1,0,A01_general,1,0,2,Implementation,MK,45576000,0,0,NA,NA,2020-09-18,2020-09-18,2032-09-18,NA,NA,4383,45576000,0,0,110,Standard grant,10,ODA,1,Bilateral,1,1,0,1,1,NA,17.634891820142368,NA
XI-IATI-EC_NEAR-2019-ACT-D-41263-03,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,MK,58109400,0,0,NA,NA,2020-03-05,2020-03-05,2028-03-05,NA,NA,2922,58109400,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,1,1,NA,17.877837998752756,NA
XI-IATI-EC_NEAR-2023-ACT-61594,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,1,0,A01_general,1,0,2,Implementation,MK,91152000,0,0,NA,NA,2023-01-23,2023-01-23,2027-02-08,NA,NA,1477,91152000,0,0,110,Standard grant,10,ODA,1,Bilateral,1,1,0,1,1,NA,18.328039000702315,NA
XI-IATI-EC_NEAR-2022-ACT-60915,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,MK,82606500,0,0,NA,NA,2022-12-13,2022-12-13,2031-12-21,NA,NA,3295,82606500,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,1,1,NA,18.22959892788906,NA
XI-IATI-EC_NEAR-2015-ACT-D-38144-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,MD,69279103.048392,0,0,NA,NA,2016-12-14,2016-12-14,2023-12-13,NA,NA,2555,69279103.048392,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,1,1,NA,18.05365387537356,NA
XI-IATI-EC_NEAR-2021-ACT-62648,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,1,Pipeline/identification,MD,NA,NA,NA,NA,NA,2025-12-31,2024-12-31,2028-12-31,NA,NA,1096,72921600,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,NA,1,NA,18.104895449388103,NA
XI-IATI-EC_NEAR-2020-ACT-D-42924-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,MD,17091000,0,0,NA,NA,2021-02-19,2021-02-19,2025-02-18,NA,NA,1460,17091000,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,1,1,NA,16.65406256713064,NA
XI-IATI-EC_NEAR-2023-ACT-60518,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,1,0,A01_general,1,0,2,Implementation,MD,273456000,0,0,NA,NA,2023-08-21,2023-08-21,2026-12-14,NA,NA,1211,273456000,0,0,110,Standard grant,10,ODA,1,Bilateral,1,1,0,1,1,NA,19.426651289370422,NA
XI-IATI-EC_NEAR-2016-ACT-D-39803-06,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,RS,31903200,0,0,NA,NA,2017-12-14,2017-12-14,NA,NA,NA,NA,31903200,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,1,1,NA,17.278216876203636,NA
XI-IATI-EC_NEAR-2016-ACT-D-39806-09,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,RS,31219560,0,0,NA,NA,2017-09-27,2017-09-27,2023-09-27,NA,NA,2191,31219560,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,1,1,NA,17.25655537942246,NA
XI-IATI-EC_NEAR-2015-ACT-D-38444-04,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,RS,91152000,0,0,NA,NA,2016-12-02,2016-12-02,2029-12-02,NA,NA,4748,91152000,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,1,1,NA,18.328039000702315,NA
XI-IATI-EC_NEAR-2021-ACT-60872,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,1,Pipeline/identification,RS,184810680,0,0,NA,NA,2023-12-31,2022-09-05,2026-06-21,NA,NA,903,184810680,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,1,1,NA,19.034842507709744,NA
XI-IATI-EC_NEAR-2021-ACT-61585,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,1,0,A01_general,1,0,1,Pipeline/identification,RS,188001000,0,0,NA,NA,2023-02-13,2023-01-30,2025-02-13,NA,NA,731,188001000,0,0,110,Standard grant,10,ODA,1,Bilateral,1,1,0,1,1,NA,19.051957839929013,NA
XI-IATI-EC_NEAR-2021-ACT-60875,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,1,Pipeline/identification,RS,184810680,0,0,NA,NA,2023-12-31,2022-09-05,2026-06-21,NA,NA,903,184810680,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,1,1,NA,19.034842507709744,NA
XI-IATI-EC_NEAR-2024-ACT-62417,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,RS,NA,NA,NA,NA,NA,2024-05-27,2024-05-27,2032-11-28,NA,NA,3107,94991778,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,NA,1,NA,18.369300898450955,NA
XI-IATI-EC_NEAR-2022-PC-18779,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,1,0,A01_general,1,0,4,Closed,RS,99218.952,0,0,NA,NA,2022-12-06,2022-12-06,2024-06-04,2024-06-04,0,546,104984.316,0,0,110,Standard grant,10,ODA,1,Bilateral,2,1,1,1,1,0,11.561566246554067,NA
XI-IATI-EC_NEAR-2023-PC-29296,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,1,0,A01_general,1,0,2,Implementation,RS,98415.675,0,0,NA,NA,2023-06-28,2023-07-14,2025-07-14,NA,NA,747,98415.675,0,0,110,Standard grant,10,ODA,1,Bilateral,2,1,0,1,1,NA,11.49695536913413,NA
XI-IATI-EC_NEAR-2022-ACT-60730,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,PS,34751700,0,0,NA,NA,2022-06-20,2022-06-20,2032-12-11,NA,NA,3827,34751700,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,1,1,NA,17.363739049641797,NA
XI-IATI-EC_NEAR-2015-ACT-D-38422-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,TN,49677840,0,0,NA,NA,2016-11-29,2016-11-29,2025-11-28,NA,NA,3286,49677840,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,1,1,NA,17.72106951638342,NA
XI-IATI-EC_NEAR-2017-ACT-D-40562-01,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,TN,56970000,0,0,NA,NA,2018-11-16,2018-11-16,2028-11-15,NA,NA,3652,56970000,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,1,1,NA,17.858035371456577,NA
XI-IATI-EC_NEAR-2017-ACT-D-40695-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,TN,68364000,0,0,NA,NA,2018-10-25,2018-10-25,2025-10-24,NA,NA,2556,82805895,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,1,1,NA,18.232009812473372,NA
XI-IATI-EC_NEAR-2017-ACT-D-40704-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,TN,102546000,0,0,NA,NA,2018-11-16,2018-11-16,2029-11-15,NA,NA,4017,102546000,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,1,1,NA,18.4458220363587,NA
XI-IATI-EC_NEAR-2017-ACT-D-40445-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,TN,79758000,0,0,NA,NA,2018-11-12,2018-11-12,2027-11-11,NA,NA,3286,79758000,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,1,1,NA,18.194507608077792,NA
XI-IATI-EC_NEAR-2016-ACT-D-39506-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,TN,61043355,0,0,NA,NA,2017-03-31,2017-03-31,2024-09-30,NA,NA,2740,61043355,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,1,1,NA,17.927094907388074,NA
XI-IATI-EC_NEAR-2015-ACT-D-38720-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,1,0,A01_general,1,0,2,Implementation,TN,89022967.00875,0,0,NA,NA,2016-11-18,2016-11-18,2023-11-17,NA,NA,2555,89022967.00875,0,0,110,Standard grant,10,ODA,1,Bilateral,1,1,0,1,1,NA,18.30440495068371,NA
XI-IATI-EC_NEAR-2021-ACT-61082,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,1,0,A01_general,1,0,4,Closed,TN,113940000,0,0,NA,NA,2021-12-19,2021-12-19,2027-10-19,NA,NA,2130,182304000,0,0,110,Standard grant,10,ODA,1,Bilateral,1,1,1,1,1,NA,19.02118618126226,NA
XI-IATI-EC_NEAR-2020-ACT-D-42859-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,1,0,A01_general,1,0,2,Implementation,TN,208510200,0,0,NA,NA,2021-03-01,2021-03-01,2032-07-02,NA,NA,4141,208510200,0,0,110,Standard grant,10,ODA,1,Bilateral,1,1,0,1,1,NA,19.15549851886985,NA
XI-IATI-EC_NEAR-2019-ACT-D-41859-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,TN,102546000,0,0,NA,NA,2020-11-19,2020-11-19,2030-11-19,NA,NA,3652,102546000,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,1,1,NA,18.4458220363587,NA
XI-IATI-EC_NEAR-2019-ACT-D-41860-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,TN,113940000,0,0,NA,NA,2020-08-14,2020-08-14,2031-02-13,NA,NA,3835,113940000,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,1,1,NA,18.551182552016524,NA
XI-IATI-EC_NEAR-2019-ACT-D-41891-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,1,0,A01_general,1,0,2,Implementation,TN,136728000,0,0,NA,NA,2020-07-03,2020-07-03,2030-07-02,NA,NA,3651,136728000,0,0,110,Standard grant,10,ODA,1,Bilateral,1,1,0,1,1,NA,18.73350410881048,NA
XI-IATI-EC_NEAR-2023-ACT-62422,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,TN,170910000,0,0,NA,NA,2023-12-20,2023-12-20,2027-12-29,NA,NA,1470,170910000,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,1,1,NA,18.956647660124688,NA
XI-IATI-EC_NEAR-2016-ACT-D-39747-07,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,XK,28485000,0,0,NA,NA,2017-12-15,2017-12-15,2029-12-15,NA,NA,4383,28485000,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,1,1,NA,17.164888190896633,NA
XI-IATI-EC_NEAR-2023-ACT-61599,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,1,0,A01_general,1,0,2,Implementation,XK,85455000,0,0,NA,NA,2023-01-31,2023-01-31,2027-02-24,NA,NA,1485,85455000,0,0,110,Standard grant,10,ODA,1,Bilateral,1,1,0,1,1,NA,18.263500479564744,NA
XI-IATI-EC_NEAR-2022-PC-24561,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,1,0,A01_general,1,0,2,Implementation,XK,2848500,0,0,NA,NA,2022-12-26,2023-01-16,2026-07-16,NA,NA,1298,3418200,0,0,110,Standard grant,10,ODA,1,Bilateral,2,1,0,1,1,NA,15.044624654696541,NA
XI-IATI-EC_NEAR-2016-ACT-D-39569-00,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,0,1,A02_sector,1,0,2,Implementation,UA,135418829.00121,0,0,NA,NA,2016-12-19,2016-12-19,2027-07-18,NA,NA,3863,135418829.00121,0,0,110,Standard grant,10,ODA,1,Bilateral,1,0,0,1,1,NA,18.72388297082156,NA
XI-IATI-EC_NEAR-2022-ACT-60707,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,1,0,A01_general,1,0,4,Closed,UA,68364000,0,0,NA,NA,2022-04-07,2022-04-07,2026-03-29,NA,NA,1452,68364000,0,0,110,Standard grant,10,ODA,1,Bilateral,1,1,1,1,1,NA,18.04035692825053,NA
XI-IATI-EC_NEAR-2022-ACT-61256,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,1,0,A01_general,1,0,4,Closed,UA,644900400,0,0,NA,NA,2022-07-08,2022-07-08,2027-09-05,NA,NA,1885,644900400,0,0,110,Standard grant,10,ODA,1,Bilateral,1,1,1,1,1,NA,20.284606444231613,NA
XI-IATI-EC_NEAR-2023-ACT-61827,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,1,0,A01_general,1,0,2,Implementation,UA,284850000,0,0,NA,NA,2023-06-27,2023-06-27,2028-11-07,NA,NA,1960,341820000,0,0,110,Standard grant,10,ODA,1,Bilateral,1,1,0,1,1,NA,19.649794840684635,NA
XI-IATI-EC_NEAR-2021-ACT-62782,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,Multilateral,1,0,A01_general,1,0,1,Pipeline/identification,UA,NA,NA,NA,NA,NA,2024-07-08,2024-06-10,2027-07-08,NA,NA,1095,3418200000,0,0,110,Standard grant,10,ODA,1,Bilateral,1,1,0,NA,1,NA,21.952379933678678,NA
GB-1-103985-101,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,Bilateral,0,1,A02_sector,1,0,4,Closed,MZ,5876562,5876562,1,2014,2014,2007-02-01,2007-02-01,2016-12-31,2016-11-02,59,3621,39196933.25,32347562,5,110,Standard grant,10,ODA,1,Bilateral,2,0,1,0,0.17474252912375488,59,17.48410906828193,17.292049212856398
GB-1-103986-101,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,Bilateral,1,0,A01_general,1,0,4,Closed,MZ,25676870,25676870,1,2014,2014,2006-04-01,2006-04-01,2014-06-01,2015-12-31,-578,2983,358159247.75,244238652.15,5,110,Standard grant,10,ODA,1,Bilateral,2,1,1,0,0.3180724672493117,-578,19.696488271576484,19.31365638782834
GB-1-202328-101,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,Bilateral,0,1,A02_sector,1,0,4,Closed,PK,201565475.7083,201565475.099467,1,2014,2022,2011-07-26,2011-02-22,2022-03-31,2025-10-31,-730,3901,242860235.7083,242860235.099467,11,110,Standard grant,10,ODA,1,Bilateral,2,0,1,3.0205221657197967e-9,2.506927443413076e-9,-1310,19.307996674141645,19.30799667163472
GB-1-202377-101,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,Bilateral,0,1,A02_sector,1,0,4,Closed,RW,14629754.041,14629754.041,1,2014,2014,2011-08-01,2011-04-06,2015-06-30,2017-10-19,-730,1429,96060042.7735,96060042.7735,4,110,Standard grant,10,ODA,1,Bilateral,2,0,1,0,0,-842,18.380483999479846,18.380483999479846
GB-1-202462-101,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,Bilateral,0,1,A02_sector,1,0,4,Closed,MZ,9092788.5,9041170.05,1,2014,2015,2012-03-01,2011-05-06,2016-12-31,2022-03-02,-730,1766,27639808.4753,22938445.05,4,110,Standard grant,10,ODA,1,Bilateral,2,0,1,0.00567685589519639,0.1700939219423795,-1887,17.134767627581414,16.94832488402024
GB-1-202468-101,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,Bilateral,1,0,A01_general,1,0,4,Closed,GH,13235500,13235500,1,2015,2015,2012-03-01,2011-05-09,2015-12-31,2017-09-30,-639,1400,65290721.5,65290721.5,3,110,Standard grant,10,ODA,1,Bilateral,2,1,1,0,0,-639,17.99436049379865,17.99436049379865
GB-1-202697-101,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,Bilateral,0,1,A02_sector,1,0,4,Closed,PK,143869763.2334,143869763.2334,1,2014,2021,2012-04-10,2011-07-01,2022-03-31,2025-10-31,-730,3642,230297578.2334,230297578.2334,8,110,Standard grant,10,ODA,1,Bilateral,2,0,1,0,0,-1310,19.25488284903176,19.25488284903176
GB-1-202893-104,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,Bilateral,0,1,A02_sector,1,0,4,Closed,ET,4520043.69305,4520043.2033365,1,2015,2015,2011-09-16,2011-09-16,2018-03-30,2020-03-24,-725,2387,4520043.69305,4520043.2033365,1,110,Standard grant,10,ODA,1,Bilateral,2,0,1,1.0834264740910983e-7,1.0834264740910983e-7,-725,15.324032218365675,15.32403211002302
GB-1-202990-101,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,Bilateral,0,1,A02_sector,1,0,4,Closed,ET,73589380,73589380,1,2014,2014,2011-10-31,2011-11-03,2015-03-31,2016-10-31,-580,1247,344586242.5,347564230,4,110,Standard grant,10,ODA,1,Bilateral,2,0,1,0,-0.00864221240637608,-580,19.65785495816191,19.666460040421697
GB-1-202990-103,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,Bilateral,0,1,A02_sector,1,0,4,Closed,ET,12441370,12441370,1,2014,2014,2011-11-03,2011-11-03,2015-03-31,2016-10-31,-580,1244,12441370,12441370,1,110,Standard grant,10,ODA,1,Bilateral,2,0,1,0,0,-580,16.33653776782896,16.33653776782896
GB-1-202991-102,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,Bilateral,0,1,A02_sector,1,0,4,Closed,ET,0,108531100,1,2014,2014,2012-01-12,2011-11-03,2015-07-07,2017-09-03,-730,1272,310372475,310372475,3,110,Standard grant,10,ODA,1,Bilateral,2,0,1,NA,0,-789,19.553283666439334,19.553283666439334
GB-1-203001-101,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,Bilateral,0,1,A02_sector,1,0,4,Closed,ZM,33295779.691,41236455.3857005,1,2014,2020,2011-11-09,2011-11-09,2018-09-30,2024-03-23,-730,2517,49178379.691,41236455.3857005,4,110,Standard grant,10,ODA,1,Bilateral,2,0,1,-0.23848895470818188,0.16149219138980553,-2001,17.71096464770693,17.534833262538843
GB-1-203100-104,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,Bilateral,0,1,A02_sector,1,0,4,Closed,NP,5588053.24745,5558908.67645,1,2014,2021,2013-09-02,2012-01-10,2020-12-31,2022-09-30,-638,2677,6448360.74745,6419216.17645,8,110,Standard grant,10,ODA,1,Bilateral,2,0,1,0.00521551418882759,0.00451968680746106,-638,15.67933650878879,15.674806577316804
GB-1-203213-101,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,Bilateral,1,0,A01_general,1,0,4,Closed,TZ,15551712.5,15551712.5,1,2014,2014,2012-04-30,2012-02-13,2015-04-30,2016-12-06,-586,1095,142612512.5,142612512.5,3,110,Standard grant,10,ODA,1,Bilateral,2,1,1,0,0,-586,18.775641807536857,18.775641807536857
GB-1-203213-102,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,Bilateral,0,1,A02_sector,1,0,4,Closed,TZ,31765200,31765200,1,2014,2015,2012-04-30,2012-02-13,2015-04-30,2016-12-06,-586,1095,103236900,103236900,4,110,Standard grant,10,ODA,1,Bilateral,2,0,1,0,0,-586,18.452536905242592,18.452536905242592
GB-1-203396-102,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,Bilateral,0,1,A02_sector,1,0,4,Closed,ET,39706500,39706500,1,2014,2014,2013-10-18,2012-05-02,2018-06-30,2021-01-01,-730,1716,39706500,39706500,1,110,Standard grant,10,ODA,1,Bilateral,2,0,1,0,0,-916,17.497025460215156,17.497025460215156
GB-1-203413-102,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,Bilateral,0,1,A02_sector,1,0,4,Closed,NP,7941300,7941300,1,2016,2016,2015-07-15,2012-05-09,2017-03-31,2019-02-28,-699,625,7941300,7941299.999999999,1,110,Standard grant,10,ODA,1,Bilateral,2,0,1,0,1.1102230246251563e-16,-699,15.887587547781056,15.887587547781056
GB-1-203536-101,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,Bilateral,0,1,A02_sector,1,0,4,Closed,GH,7941300,7941300,1,2014,2014,2012-08-01,2012-07-03,2017-03-31,2021-06-15,-730,1703,18529700,18529700,2,110,Standard grant,10,ODA,1,Bilateral,2,0,1,0,0,-1537,16.73488540816826,16.73488540816826
