iatiidentifier,donor_ref,donor,org_type,x1_donor_type,a01,a02,modality,declared_activity,declared_transaction,status_code,status_name,recipient_main,commitment_usd,disbursement_usd,n_disb_years,first_disb_year,last_disb_year,planned_start,actual_start,planned_end,actual_end,y2_early_days,planned_duration_days,commitment_usd_full,disbursement_usd_full,n_disb_years_full,finance_type,finance_type_name,flow_type,flow_type_name,collaboration_type,collaboration_type_name,hierarchy,cp_eligible,complete_flag,y1_gap,y1_gap_full,y2_early_days_raw,log_commitment,log_disbursement
44000-P164079,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,EG,1150000000,1150000000,1,2017,2018,2017-12-05,2017-12-05,2019-06-30,2019-06-30,0,572,1150000000,1150000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,20.86302777932157,20.86302777932157
44000-P171311,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,EG,360000000,360000000,1,2021,2022,2019-12-05,2021-10-26,2023-03-31,2023-03-31,0,1212,360000000,360000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,19.70161458941443,19.70161458941443
44000-P504910,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,EG,NA,NA,NA,NA,NA,2024-06-21,2024-06-21,2025-12-01,2025-12-01,0,528,500000000,500000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,NA,0,0,20.030118656386467,20.030118656386467
44000-P514501,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,2,Implementation,EG,NA,NA,NA,NA,NA,2026-05-08,2026-05-07,2027-07-31,2027-07-31,0,449,1000000000,0,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,0,NA,1,0,20.72326583694641,NA
44000-P173558,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,2,Implementation,FJ,145000000,134537736,1,2021,2021,2020-12-29,2021-03-25,2027-03-24,2027-03-24,0,2276,145000000,134537736,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,0,0.07215354482758618,0.07215354482758618,0,18.792244300384848,18.717355282710916
44000-P159774,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,FJ,50000000,50000000,1,2016,2016,2016-06-24,2016-06-30,2017-06-30,2017-06-30,0,371,50000000,50000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,17.72753356339242,17.72753356339242
44000-P500609,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,2,Implementation,FJ,NA,NA,NA,NA,NA,2024-06-21,2024-06-21,2027-07-15,2027-07-15,0,1119,125000000,95019506,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,0,NA,0.23984395199999997,0,18.643824295266576,18.369592754804042
44000-P168402,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,FJ,64000000,63730093,1,2019,2020,2019-05-28,2019-11-07,2020-11-07,2020-11-07,0,529,64000000,63730093,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0.0042172968750000504,0.0042172968750000504,0,17.974393641323946,17.970167426570754
44000-P175543,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,FJ,100000000,98721956,1,2022,2022,2022-07-06,2022-06-30,2024-03-25,2024-03-25,0,628,100000000,98721956,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0.01278044,0.01278044,0,18.420680743952367,18.407817931539327
44000-P157406,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,CN,200000000,200000000,1,2017,2017,2016-05-27,2017-01-10,2017-12-31,2017-12-31,0,583,200000000,200000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,19.11382792451231,19.11382792451231
44000-P157404,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,CN,200000000,200000000,1,2017,2017,2016-05-20,2017-01-10,2017-12-31,2017-12-31,0,590,200000000,200000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,19.11382792451231,19.11382792451231
44000-P159508,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GA,200000000,199231706,1,2017,2018,2017-04-26,2017-11-07,2018-10-31,2018-10-31,0,553,200000000,199231706,2,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0.00384147000000001,0.00384147000000001,0,19.11382792451231,19.10997905711577
44000-P164201,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GA,200000000,198906862,1,2019,2020,2018-09-28,2019-02-19,2019-12-31,2019-12-31,0,459,200000000,198906862,2,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0.00546568999999996,0.00546568999999996,0,19.11382792451231,19.108347242977715
44000-P164289,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GD,30000000,30000000,1,2018,2018,2018-01-31,2018-06-22,2019-12-31,2019-12-31,0,699,30000000,30000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,17.216707939626428,17.216707939626428
44000-P171465,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GD,20000000,0,0,NA,NA,2019-10-03,2020-01-21,2026-02-16,2026-02-16,0,2328,20000000,20000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,1,0,0,16.811242831518264,16.811242831518264
44000-P151821,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GD,14999999.999999998,14993960,1,2015,2015,2015-03-27,2015-10-28,2016-11-30,2016-11-30,0,614,14999999.999999998,14993960,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,4.0266666666655127e-4,4.0266666666655127e-4,0,16.523560759066484,16.523158011307824
44000-P174527,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GD,25000000,25000000,1,2020,2021,2020-09-29,2020-12-17,2021-12-31,2021-12-31,0,458,25000000,25000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,17.034386382832476,17.034386382832476
44000-P178930,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GD,30000000,30000000,1,2023,2023,2023-06-07,2023-07-20,2024-12-31,2024-12-31,0,573,30000000,30000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,17.216707939626428,17.216707939626428
44000-P167748,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GD,20000000,20000000,1,2019,2020,2019-07-25,2019-12-16,2020-12-31,2020-12-31,0,525,20000000,20000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,16.811242831518264,16.811242831518264
44000-P176663,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GD,25000000,25000000,1,2022,2022,2022-05-25,2022-05-25,2023-12-31,2023-12-31,0,585,25000000,25000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,17.034386382832476,17.034386382832476
44000-P147152,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GD,15000000,14991447,1,2014,2014,2014-01-17,2014-06-30,2015-06-29,2015-06-29,0,528,15000000,14991447,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,5.701999999999652e-4,5.701999999999652e-4,0,16.523560759066484,16.52299039644064
44000-P156761,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GD,9340000,9088880,1,2016,2017,2016-10-31,2016-12-16,2017-11-30,2017-11-30,0,395,9340000,9088880,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0.02688650963597427,0.02688650963597427,0,16.049816810205026,16.02256224624117
44000-P129597,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GE,NA,NA,NA,NA,NA,2012-07-26,2012-07-19,2013-03-31,2013-03-31,0,248,60000000,60056608,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,NA,-9.434666666665592e-4,0,17.909855120186375,17.910798142068103
44000-P143060,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GE,NA,NA,NA,NA,NA,2013-07-25,2013-06-27,2014-03-31,2014-03-31,0,249,60000000,60789266,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,NA,-0.01315443333333332,0,17.909855120186375,17.922923785297677
44000-P177797,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GE,50000000,50257249,1,2023,2023,2022-06-21,2023-03-24,2024-03-31,2024-03-31,0,649,50000000,50257249,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,-0.00514498000000007,-0.00514498000000007,0,17.72753356339242,17.73266535320564
44000-P149998,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GE,60000000,60000000,1,2015,2015,2015-02-25,2015-04-28,2015-12-31,2015-12-31,0,309,60000000,60000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,17.909855120186375,17.909855120186375
44000-P169913,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GE,98500000,101091505,1,2020,2020,2020-03-17,2020-03-26,2021-03-31,2021-03-31,0,379,98500000,101091505,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,-0.0263096954314721,-0.0263096954314721,0,18.405567106142318,18.43153665474323
44000-P155553,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GE,50000000,52685456,1,2017,2017,2016-04-21,2017-07-31,2018-07-31,2018-07-31,0,831,50000000,52685456,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,-0.05370911999999994,-0.05370911999999994,0,17.72753356339242,17.779849998193267
44000-P149991,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GE,60000000,60000000,1,2015,2015,2015-06-18,2015-04-28,2015-12-31,2015-12-31,0,196,60000000,60000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,17.909855120186375,17.909855120186375
44000-P156444,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GE,50000000,53612191,1,2017,2017,2016-04-28,2017-04-28,2018-03-31,2018-03-31,0,702,50000000,53612191,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,-0.07224381999999996,-0.07224381999999996,0,17.72753356339242,17.79728704420941
44000-P163285,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GM,56000000,57224482,1,2017,2017,2017-05-25,2017-06-30,2017-12-31,2017-12-31,0,220,56000000,57224482,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,-0.0218657499999999,-0.0218657499999999,0,17.840862248699423,17.862492371774167
44000-P173150,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GM,40000000,40113687,1,2022,2022,2021-05-13,2022-05-10,2023-06-30,2023-06-30,0,778,40000000,40113687,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,-0.00284217500000005,-0.00284217500000005,0,17.50439001207821,17.50722815573556
44000-P510637,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,2,Implementation,GM,NA,NA,NA,NA,NA,2025-11-24,2025-11-24,2027-12-31,2027-12-31,0,767,45000000,44816709,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,0,NA,0.00407313333333336,0,17.622173047734595,17.61809159659966
44000-P164545,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GM,30000000,30871992.000000004,1,2020,2020,2018-05-01,2020-05-14,2021-05-30,2021-05-30,0,1125,30000000,30871992.000000004,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,-0.02906640000000004,-0.02906640000000004,0,17.216707939626428,17.245359923065067
44000-P177748,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,2,Implementation,GM,60000000,40545785,1,2023,2023,2023-11-20,2023-11-20,2027-12-31,2027-12-31,0,1502,60000000,40545785,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,0,0.32423691666666665,0.32423691666666665,0,17.909855120186375,17.51794238737697
44000-P502012,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GM,NA,NA,NA,NA,NA,2024-12-05,2024-12-05,2025-12-31,2025-12-31,0,391,30000000,28971888,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,NA,0.03427040000000003,0,17.216707939626428,17.18183653848842
44000-P133664,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GH,150000000,151757276,1,2015,2015,2013-01-07,2015-06-30,2016-11-30,2016-11-30,0,1423,150000000,151757276,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,-0.01171517333333338,-0.01171517333333338,0,18.82614585206053,18.837792934036163
44000-P181148,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,2,Implementation,GH,NA,NA,NA,NA,NA,2025-06-27,2025-06-27,2026-12-31,2026-12-31,0,552,360000000,360000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,0,NA,0,0,19.70161458941443,19.70161458941443
44000-P180718,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GH,NA,NA,NA,NA,NA,2023-10-31,2024-01-23,2024-12-31,2024-12-31,0,427,300000000,300000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,NA,0,0,19.519293032620475,19.519293032620475
44000-P157343,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GH,200000000,201598528,1,2017,2017,2016-05-19,2017-12-20,2018-06-30,2018-06-30,0,772,200000000,201598528,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,-0.0079926400000001,-0.0079926400000001,0,19.11382792451231,19.12178879254753
44000-P168566,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,ET,1200000000,1192202872,1,2018,2019,2018-10-30,2018-10-30,2019-11-30,2019-11-30,0,396,1200000000,1192202872,2,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0.00649760666666665,0.00649760666666665,0,20.905587393740365,20.899068585738977
44000-P169079,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,ET,750000000,747401494,1,2020,2020,2019-11-26,2020-03-19,2021-02-26,2021-02-26,0,458,750000000,747401494,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0.00346467466666666,0.00346467466666666,0,20.43558376449463,20.43211307394328
44000-P181591,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,2,Implementation,ET,NA,NA,NA,NA,NA,2024-07-30,2024-07-30,2027-12-31,2027-12-31,0,1249,1500000000,1515063010.0000002,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,0,NA,-0.01004200666666688,0,21.128730945054574,21.13872286580195
44000-P174063,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GN,80000000.00000001,82453208,1,2020,2020,2020-07-29,2020-07-30,2022-01-31,2022-01-31,0,551,80000000.00000001,82453208,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,-0.03066509999999978,-0.03066509999999978,0,18.197537192638155,18.227741514642318
44000-P151794,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GN,49999999.99999999,49236122,1,2014,2014,2015-12-15,2014-11-13,2015-06-30,2015-06-30,0,NA,48421660.99999999,57657783,2,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0.0152775599999998,-0.1907436012986008,0,17.695457812892425,17.87003579990359
44000-P156629,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GN,40000000,39391619,1,2016,2016,2015-10-08,2016-06-17,2017-06-30,2017-06-30,0,631,40000000,39391619,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0.01520952499999994,0.01520952499999994,0,17.50439001207821,17.48906363590492
44000-P166322,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GN,90000000,91488349,1,2019,2019,2018-11-30,2019-11-26,2020-12-31,2020-12-31,0,762,90000000,91488349,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,-0.01653721111111106,-0.01653721111111106,0,18.31532022829454,18.33172218880484
44000-P161796,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GN,60000000,59166510,1,2018,2018,2017-08-15,2018-07-31,2018-12-31,2018-12-31,0,503,60000000,59166510,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0.01389149999999994,0.01389149999999994,0,17.909855120186375,17.895866230320806
44000-P175979,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GT,250000000,0,0,NA,NA,2022-06-01,2022-10-20,2025-06-30,2025-06-30,0,1125,250000000,250000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,1,0,0,19.33697147582652,19.33697147582652
44000-P131763,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GT,NA,NA,NA,NA,NA,2012-09-27,2012-09-27,2013-12-31,2013-12-31,0,460,200000000,200000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,NA,0,0,19.11382792451231,19.11382792451231
44000-P133738,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GT,340000000,340000000,1,2014,2015,2013-07-18,2014-06-17,2015-03-31,2015-03-31,0,621,340000000,340000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,19.644456175574483,19.644456175574483
44000-P159710,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GT,200000000,200000000,1,2019,2020,2016-08-11,2019-05-24,2023-03-31,2023-03-31,0,2423,200000000,200000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,19.11382792451231,19.11382792451231
44000-P160667,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GT,250000000,250000000,1,2016,2018,2016-11-17,2016-11-17,2019-09-09,2019-09-09,0,1026,250000000,250000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,19.33697147582652,19.33697147582652
44000-P505784,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,2,Implementation,GT,NA,NA,NA,NA,NA,2025-09-24,2025-09-24,2029-08-28,2029-08-28,0,1434,430000000,0,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,0,NA,1,0,19.879295766651882,NA
44000-P173698,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GT,500000000,500000000,1,2020,2022,2020-12-17,2020-12-17,2022-11-03,2022-11-03,0,686,500000000,500000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,20.030118656386467,20.030118656386467
44000-P165425,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GY,35000000,34214168,1,2018,2018,2018-06-21,2018-06-22,2019-06-30,2019-06-30,0,374,35000000,34214168,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0.02245234285714281,0.02245234285714281,0,17.37085861945369,17.348150385252968
44000-P180216,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GY,35000000,35747562,1,2023,2023,2023-06-15,2023-12-14,2024-12-31,2024-12-31,0,565,35000000,35747562,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,-0.02135891428571423,-0.02135891428571423,0,17.37085861945369,17.391992628974656
44000-P500567,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,GW,NA,NA,NA,NA,NA,2025-05-01,2025-05-01,2026-05-01,2026-05-01,0,365,10000000.000000002,10529596.000000002,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,NA,-0.05295959999999988,0,16.11809565095832,16.169700516802443
44000-P127665,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,HR,206800000,202102500,1,2014,2014,2013-01-31,2014-04-29,2014-08-31,2014-08-31,0,577,206800000,202102500,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0.02271518375241776,0.02271518375241776,0,19.14726270059855,19.124285552411145
44000-P173996,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,HR,300000000,335531268,1,2020,2021,2020-06-18,2020-06-26,2021-02-28,2021-02-28,0,255,300000000,335531268,2,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,-0.11843756000000004,-0.11843756000000004,0,19.519293032620475,19.63122570824495
44000-P512660,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,2,Implementation,HR,NA,NA,NA,NA,NA,2025-12-22,2025-12-22,2029-03-31,2029-03-31,0,1195,115700000,0,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,0,NA,1,0,18.566511192163905,NA
44000-P179909,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,2,Implementation,HN,NA,NA,NA,NA,NA,2024-09-09,2025-02-14,2026-08-14,2026-08-14,0,704,270300000,145300000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,0,NA,0.4624491305956346,0,19.415043011246677,18.79431112854051
44000-P172567,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,HN,119000000,119000000,1,2020,2020,2020-03-31,2020-04-10,2023-06-30,2023-06-30,0,1186,119000000,119000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,18.594634051075804,18.594634051075804
44000-P151803,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,HN,55000000,55000000,1,2014,2014,2015-03-31,2014-12-09,2016-03-01,2016-03-01,0,336,55000000,55000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,17.822843743196746,17.822843743196746
44000-P155920,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,HN,50000000,50000000,1,2015,2015,2015-12-18,2015-12-15,2017-03-30,2017-03-30,0,468,50000000,50000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,17.72753356339242,17.72753356339242
44000-P177001,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,HN,110000000,0,0,NA,NA,2022-06-22,2022-06-16,2025-06-30,2025-06-30,0,1104,100000000,100000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,1,0,0,18.420680743952367,18.420680743952367
44000-P171474,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,HT,-860042,0,0,NA,NA,2019-09-26,2020-06-29,2022-06-30,2022-06-30,0,1008,-860042,0,0,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,NA,NA,0,NA,NA
44000-P162452,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,HT,20000000,19952075,1,2018,2018,2017-08-10,2018-09-20,2020-06-30,2020-06-30,0,1055,20000000,19952075,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0.00239624999999998,0.00239624999999998,0,16.811242831518264,16.80884370591654
44000-P161167,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,IQ,1443820000,1443820000,1,2016,2016,2016-12-15,2016-12-20,2017-12-31,2017-12-31,0,381,1443820000,1443820000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,21.09055821590751,21.09055821590751
44000-P155962,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,IQ,1200000000,1200000000,1,2015,2015,2015-10-01,2015-12-17,2016-12-31,2016-12-31,0,457,1200000000,1200000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,20.905587393740365,20.905587393740365
44000-P145995,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,JM,NA,NA,NA,NA,NA,2014-01-16,2013-12-12,2014-06-30,2014-06-30,0,165,130000000,130000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,NA,0,0,18.683045008419857,18.683045008419857
44000-P507259,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,2,Implementation,JM,NA,NA,NA,NA,NA,2025-02-28,2025-02-28,2028-03-02,2028-03-02,0,1098,234000000,234000000,2,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,0,NA,0,0,19.270831673321975,19.270831673321975
44000-P170223,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,JM,70000000,70000000,1,2020,2020,2019-06-25,2020-03-19,2021-03-31,2021-03-31,0,645,70000000,70000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,18.064005800013632,18.064005800013632
44000-P163586,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,JM,70000000,70000000,1,2017,2017,2017-06-06,2017-06-08,2018-06-30,2018-06-30,0,389,70000000,70000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,18.064005800013632,18.064005800013632
44000-P174531,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,JM,150000000,150000000,1,2021,2021,2020-09-29,2021-03-18,2022-03-31,2022-03-31,0,548,150000000,150000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,18.82614585206053,18.82614585206053
44000-P151448,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,JM,75000000,75000000,1,2015,2015,2014-10-16,2015-03-03,2015-12-31,2015-12-31,0,441,75000000,75000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,18.132998671500584,18.132998671500584
44000-P154299,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,JO,250000000,250000000,1,2015,2015,2015-08-20,2015-09-18,2016-09-30,2016-09-30,0,407,250000000,250000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,19.33697147582652,19.33697147582652
44000-P160236,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,JO,225000000,225000000,1,2016,2016,2016-12-01,2016-12-01,2017-12-31,2017-12-31,0,395,225000000,225000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,19.231610960168695,19.231610960168695
44000-P166360,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,JO,389000000,389000000,1,2018,2018,2018-06-27,2018-06-27,2020-06-30,2020-06-30,0,734,389000000,389000000,1,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,19.77908990158272,19.77908990158272
44000-P168130,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,JO,953625000,953625000,1,2019,2020,2018-11-22,2019-06-04,2021-12-31,2021-12-31,0,1135,953625000,953625000,2,NA,not declared,NA,not declared,2,Multilateral (inflows),1,0,1,0,0,0,20.67578107037467,20.67578107037467
