iatiidentifier,year,interrupted_flag,balance_owed,balance_share,disbursement_usd,commitment_usd,donor_ref,donor,x1_donor_type,modality,recipient_main,status_code,status_name,finance_type,flow_type,collaboration_type,finance_type_name,flow_type_name,collaboration_type_name,hierarchy,log_commitment,planned_duration_days,y2_early_days,y1_gap_full,s1_share,s2_hhi_net,s3_n_donors,cum_commit,disb_year,voice_account,corruption_ctrl,pol_stability,aid_dependence,gdp_pc,population,region,income_group,coup,coup_attempt,election_year,single_donor,log_gdp_pc,log_pop,net_degree,net_between,net_eigen,net_peers,net_peer_str
XM-DAC-6-4-008465-03-0,2014,0,0,0,866513.7000000001,866513.7000000001,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A01_general,MZ,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,15.126264753553484,1095,-730,0,0.00275782830192153,0.43142148953462056,8,866513.7000000001,2653095.475044,-0.3834841,-0.861341399999999,-0.6196453,11.8472671221558,697.142680444123,25788475,Sub-Saharan Africa,Low income,0,0,1,0,6.546990096330548,17.065438244662896,3,0.01072053942867339,0.06715823784984234,6,8
XM-DAC-6-4-008465-03-0,2015,0,0,0,337946.04000000004,337946.04000000004,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A01_general,MZ,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,15.126264753553484,1095,-730,0,0.00272763574163194,0.5286444105569726,6,1204459.7400000002,2047046.04,-0.405902899999999,-0.8687712,-0.6842917,11.4346704878573,610.563774706589,26547572,Sub-Saharan Africa,Low income,0,0,0,0,6.414382751168728,17.094448851376246,9,0.09017593688992488,0.1187059094806174,9,16
XM-DAC-6-4-008465-03-0,2016,0,0,0,0,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A01_general,MZ,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,15.126264753553484,1095,-730,0,0.02521569937877675,0.9502044327376074,4,1204459.7400000002,1139400,-0.5790188,-0.991651899999999,-1.2808563,12.9612205859853,441.489734819071,27337105,Sub-Saharan Africa,Low income,0,0,0,0,6.090154769080782,17.123755494845852,4,0.03049996431101072,0.05753767763598196,6,8
XM-DAC-6-4-008465-03-0,2017,0,89903.59360200004,0.07464225711853185,-89903.59360200001,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A01_general,MZ,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,15.126264753553484,1095,-730,0,1,0,2,5648119.74,2050920,-0.591888,-0.9645689,-1.06530219999999,14.0170423074241,470.93856305196,28166393,Sub-Saharan Africa,Low income,0,0,0,0,6.154727646128334,17.15364008763576,11,0.1192243297229811,0.18343447522501388,9,17
XM-DAC-6-4-009147-01-4,2014,0,-647181.775044,NA,647181.775044,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,MZ,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,15.332306727148325,4017,730,0,0.00275782830192153,0.43142148953462056,8,866513.7000000001,2653095.475044,-0.3834841,-0.861341399999999,-0.6196453,11.8472671221558,697.142680444123,25788475,Sub-Saharan Africa,Low income,0,0,1,0,6.546990096330548,17.065438244662896,3,0.01072053942867339,0.06715823784984234,6,8
XM-DAC-6-4-009147-01-4,2015,0,-1216881.775044,NA,569700,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,MZ,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,15.332306727148325,4017,730,0,0.00272763574163194,0.5286444105569726,6,1204459.7400000002,2047046.04,-0.405902899999999,-0.8687712,-0.6842917,11.4346704878573,610.563774706589,26547572,Sub-Saharan Africa,Low income,0,0,0,0,6.414382751168728,17.094448851376246,9,0.09017593688992488,0.1187059094806174,9,16
XM-DAC-6-4-009147-01-4,2016,0,-1216881.775044,NA,0,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,MZ,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,15.332306727148325,4017,730,0,0.02521569937877675,0.9502044327376074,4,1204459.7400000002,1139400,-0.5790188,-0.991651899999999,-1.2808563,12.9612205859853,441.489734819071,27337105,Sub-Saharan Africa,Low income,0,0,0,0,6.090154769080782,17.123755494845852,4,0.03049996431101072,0.05753767763598196,6,8
XM-DAC-6-4-009147-01-4,2017,0,-1786581.775044,NA,569700,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,MZ,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,15.332306727148325,4017,730,0,1,0,2,5648119.74,2050920,-0.591888,-0.9645689,-1.06530219999999,14.0170423074241,470.93856305196,28166393,Sub-Saharan Africa,Low income,0,0,0,0,6.154727646128334,17.15364008763576,11,0.1192243297229811,0.18343447522501388,9,17
XM-DAC-6-4-009614-01-0,2015,0,-535062.24,NA,535062.24,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,VN,2,Implementation,110,10,1,Standard grant,ODA,Bilateral,1,14.799576267994285,4584,NA,1.0012534156729131,1.1834249371594932e-4,0.5022790778482604,5,112142.82438,565286.340402,-1.006907,-0.3774131,0.0681785999999999,1.39461008493105,2577.56885340113,92823254,East Asia & Pacific,Upper middle income,0,0,0,0,7.854601928784033,18.346207748262582,9,0.09017593688992488,0.1187059094806174,9,16
XM-DAC-6-4-009659-01-6,2015,0,873236.1599999999,0.5397183098591549,744711.8400000001,1617948,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,EG,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,14.258409977637037,2921,-730,0,0.00325224050761145,0.9935060960530964,3,1617948,744711.8400000001,-1.27674619999999,-0.5639736,-1.5178167,0.779979711205745,3306.98159414141,99597342,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0,0,1,0,8.103791147239486,18.41664603545174,9,0.09017593688992488,0.1187059094806174,9,16
XM-DAC-6-4-009659-01-6,2016,1,873236.1599999999,0.5397183098591549,0,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,EG,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,14.258409977637037,2921,-730,0,NA,NA,NA,NA,NA,-1.341413,-0.4472655,-1.5399732,0.743161059476641,3270.6287768197,101644589,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0,0,0,NA,8.092737531895827,18.43699286494445,4,0.03049996431101072,0.05753767763598196,6,8
XM-DAC-6-4-009659-01-6,2017,1,873236.1599999999,0.5397183098591549,0,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,EG,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,14.258409977637037,2921,-730,0,NA,NA,NA,NA,NA,-1.33211219999999,-0.4059653,-1.4711477,0.0135802533023002,2395.10333299491,103696057,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0,0,0,NA,7.781181654214873,18.456974649333173,11,0.1192243297229811,0.18343447522501388,9,17
XM-DAC-6-4-009659-01-6,2018,1,873236.1599999999,0.5397183098591549,0,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,EG,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,14.258409977637037,2921,-730,0,NA,NA,NA,NA,NA,-1.5263923,-0.4749757,-1.26200959999999,0.81187032393766,2484.70315630508,105682094,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0,0,1,NA,7.81790847719232,18.47594603251648,6,0.03128941905024236,0.13815117999955728,7,14
XM-DAC-6-4-009659-01-6,2019,0,0,0,873236.16,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,EG,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,14.258409977637037,2921,-730,0,1,NA,1,1617948,873236.16,-1.5713115,-0.652109199999999,-1.19692089999999,0.555010375873251,2962.98892023003,107553158,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0,0,0,1,7.993953808190951,18.493495776333862,7,0.04717378162069397,0.08190955450851475,7,14
XM-DAC-6-4-009696-03-5,2015,0,0,0,148122,148122,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,SV,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,11.905791537501878,365,-730,-6.315384615374064e-5,1,NA,1,415881,335553.3,-0.0514586999999999,-0.523622599999999,-0.1411131,0.401422331115688,3790.34089108162,6183676,Latin America & Caribbean,Upper middle income,0,0,1,1,8.240211238908092,15.637423474603857,9,0.09017593688992488,0.1187059094806174,9,16
XM-DAC-6-4-009696-03-5,2016,0,0,0,0,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,SV,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,11.905791537501878,365,-730,-6.315384615374064e-5,NA,NA,NA,NA,NA,-0.0424607,-0.5627985,-0.2511021,0.562082222514529,3901.34014965811,6200800,Latin America & Caribbean,Upper middle income,0,0,0,NA,8.269075401208582,15.64018887394944,4,0.03049996431101072,0.05753767763598196,6,8
XM-DAC-6-4-009696-03-5,2017,0,0,0,0,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,SV,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,11.905791537501878,365,-730,-6.315384615374064e-5,0.08529613537617196,0.8366831599577663,2,2124981,0,-0.0652348,-0.5282498,-0.3360373,0.642679544346044,4020.12671373919,6213533,Latin America & Caribbean,Upper middle income,0,0,0,0,8.29906870194694,15.642240213230416,11,0.1192243297229811,0.18343447522501388,9,17
XM-DAC-6-4-009696-03-5,2018,0,0,0,0,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,SV,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,11.905791537501878,365,-730,-6.315384615374064e-5,NA,NA,NA,NA,NA,-0.129725199999999,-0.579658,-0.420064599999999,1.0323962297113,4183.54620971358,6219807,Latin America & Caribbean,Upper middle income,0,0,1,NA,8.338914541381254,15.643249435295049,6,0.03128941905024236,0.13815117999955728,7,14
XM-DAC-6-4-009696-03-5,2019,0,-9.35447399999248,-6.315384615379537e-5,9.354474000000002,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,SV,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,11.905791537501878,365,-730,-6.315384615374064e-5,0.00384873185080535,0.9923173490352488,2,2124981,9.354474000000002,-0.0355093,-0.5208324,-0.2138062,1.18911006041148,4320.11671534627,6222318,Latin America & Caribbean,Upper middle income,0,0,1,0,8.371037698314458,15.643653064101878,7,0.04717378162069397,0.08190955450851475,7,14
XM-DAC-6-4-010049-01-2,2014,0,-1139400,NA,1139400,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,MZ,3,Finalisation,110,10,1,Standard grant,ODA,Bilateral,1,15.04462465469654,730,NA,0,0.00275782830192153,0.43142148953462056,8,866513.7000000001,2653095.475044,-0.3834841,-0.861341399999999,-0.6196453,11.8472671221558,697.142680444123,25788475,Sub-Saharan Africa,Low income,0,0,1,0,6.546990096330548,17.065438244662896,3,0.01072053942867339,0.06715823784984234,6,8
XM-DAC-6-4-010049-01-2,2015,0,-2278800,NA,1139400,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,MZ,3,Finalisation,110,10,1,Standard grant,ODA,Bilateral,1,15.04462465469654,730,NA,0,0.00272763574163194,0.5286444105569726,6,1204459.7400000002,2047046.04,-0.405902899999999,-0.8687712,-0.6842917,11.4346704878573,610.563774706589,26547572,Sub-Saharan Africa,Low income,0,0,0,0,6.414382751168728,17.094448851376246,9,0.09017593688992488,0.1187059094806174,9,16
XM-DAC-6-4-010049-01-2,2016,0,-3418200,NA,1139400,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,MZ,3,Finalisation,110,10,1,Standard grant,ODA,Bilateral,1,15.04462465469654,730,NA,0,0.02521569937877675,0.9502044327376074,4,1204459.7400000002,1139400,-0.5790188,-0.991651899999999,-1.2808563,12.9612205859853,441.489734819071,27337105,Sub-Saharan Africa,Low income,0,0,0,0,6.090154769080782,17.123755494845852,4,0.03049996431101072,0.05753767763598196,6,8
XM-DAC-6-4-010081-01-3,2014,0,-3418200,NA,3418200,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,ET,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,15.891922515083746,927,-730,0,0.02553135912760974,0.9495891320436836,3,3987900,3418200,-1.3018621,-0.5429668,-1.1765231,6.46231213930173,549.986577082588,101115610,Sub-Saharan Africa,Low income,0,0,0,0,6.309893872624317,18.431775073654595,3,0.01072053942867339,0.06715823784984234,6,8
XM-DAC-6-4-010081-01-3,2015,0,-6266700,NA,2848500,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,ET,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,15.891922515083746,927,-730,0,0.03379970431828501,0.9072646518457754,3,5583060,6836400,-1.3145088,-0.5196265,-1.26354339999999,5.23659101279756,597.912113218663,103867135,Sub-Saharan Africa,Low income,0,0,1,0,6.39344377528803,18.45862309226847,9,0.09017593688992488,0.1187059094806174,9,16
XM-DAC-6-4-010081-01-3,2016,0,-7975800,NA,1709100,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,ET,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,15.891922515083746,927,-730,0,7.102236255067376e-4,0.9272937691662504,4,5583060,1709100,-1.3385295,-0.435890499999999,-1.43965759999999,5.98423881543787,641.651523286233,106718162,Sub-Saharan Africa,Low income,0,0,0,0,6.4640453577018855,18.485701917344596,4,0.03049996431101072,0.05753767763598196,6,8
XM-DAC-6-4-010084-02-3,2015,0,0,0,1105218,1105218,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A01_general,ML,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,13.89547411284131,337,-730,0,0.00542885604707415,0.5406004884370917,5,1931283,1931283,-0.338542099999999,-0.6307364,-1.5535933,7.86033701875036,838.11986940103,18593022,Sub-Saharan Africa,Low income,0,0,0,0,6.731161132497182,16.738296907002503,9,0.09017593688992488,0.1187059094806174,9,16
XM-DAC-6-4-010084-02-3,2016,0,0,0,0,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A01_general,ML,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,13.89547411284131,337,-730,0,NA,NA,NA,NA,NA,-0.3368327,-0.6456428,-1.5338819,7.36216405357478,872.468587171653,19191289,Sub-Saharan Africa,Low income,0,0,0,NA,6.771326650186792,16.7699670361293,4,0.03049996431101072,0.05753767763598196,6,8
XM-DAC-6-4-010084-02-3,2017,0,21970.412136000115,0.01987880412371144,-21970.412136,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A01_general,ML,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,13.89547411284131,337,-730,0,0.00491028864350904,0.657124567131266,4,1931283,0,-0.3671838,-0.706974099999999,-1.71864139999999,7.63757179674661,924.057531692284,19813011,Sub-Saharan Africa,Low income,0,0,0,0,6.8287743334396165,16.80184940106728,11,0.1192243297229811,0.18343447522501388,9,17
XM-DAC-6-4-010152-01-5,2017,0,738123.8292,0.6381072833618001,418615.56,1156739.3892,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,EC,3,Finalisation,110,10,8,Standard grant,ODA,"Bilateral, triangular co-operation",1,13.961115733785745,4563,NA,0,1,NA,1,1156739.3892,418615.56,-0.326162599999999,-0.775722799999999,-0.1273984,0.206768999067418,6233.32244797718,16759519,Latin America & Caribbean,Upper middle income,0,0,1,1,8.737664767859222,16.63447695332237,11,0.1192243297229811,0.18343447522501388,9,17
XM-DAC-6-4-010152-01-5,2018,1,738123.8292,0.6381072833618001,0,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,EC,3,Finalisation,110,10,8,Standard grant,ODA,"Bilateral, triangular co-operation",1,13.961115733785745,4563,NA,0,NA,NA,NA,NA,NA,-0.1611409,-0.618424299999999,-0.0672488,0.386370960178933,6303.91886658338,17049547,Latin America & Caribbean,Upper middle income,0,0,0,NA,8.748926761306318,16.651634192425885,6,0.03128941905024236,0.13815117999955728,7,14
XM-DAC-6-4-010152-01-5,2019,0,231406.4430000001,0.2000506295199652,506717.3862,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,EC,3,Finalisation,110,10,8,Standard grant,ODA,"Bilateral, triangular co-operation",1,13.961115733785745,4563,NA,0,8.25560307909772e-4,0.5399237421377769,3,1156739.3892,506717.3862,-0.1418141,-0.5273627,-0.209832,0.486250011418791,6205.05765246766,17340021,Latin America & Caribbean,Upper middle income,0,0,0,0,8.733119988887672,16.6685277403886,7,0.04717378162069397,0.08190955450851475,7,14
XM-DAC-6-4-010408-01-6,2014,1,106306.02,1,0,106306.02,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,VN,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,10.377160537703723,364,-730,-4.440892098500626e-16,1.8728818735472229e-4,0.8455941716243706,6,106306.02,0,-1.1673414,-0.361941399999999,-0.0126942,1.87689874659763,2546.38464459903,91679578,East Asia & Pacific,Upper middle income,0,0,0,0,7.842429845710552,18.33381020795327,3,0.01072053942867339,0.06715823784984234,6,8
XM-DAC-6-4-010408-01-6,2015,0,81918.72397800001,0.7705934619506968,24387.296022,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,VN,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,10.377160537703723,364,-730,-4.440892098500626e-16,1.1834249371594932e-4,0.5022790778482604,5,112142.82438,565286.340402,-1.006907,-0.3774131,0.0681785999999999,1.39461008493105,2577.56885340113,92823254,East Asia & Pacific,Upper middle income,0,0,0,0,7.854601928784033,18.346207748262582,9,0.09017593688992488,0.1187059094806174,9,16
XM-DAC-6-4-010408-01-6,2016,0,81632.82573000001,0.7679040728831726,285.898248,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,VN,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,10.377160537703723,364,-730,-4.440892098500626e-16,8.557656877974815e-5,0.4501987433834776,6,112162.444848,305.51871600000004,-1.02156389999999,-0.356688499999999,0.1824971,1.1961451189338,2735.0604380416,94000117,East Asia & Pacific,Upper middle income,0,0,1,0,7.913908812616166,18.358806584914355,4,0.03049996431101072,0.05753767763598196,6,8
XM-DAC-6-4-010408-01-6,2017,1,81632.82573000001,0.7679040728831726,0,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,VN,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,10.377160537703723,364,-730,-4.440892098500626e-16,7.810652336946956e-5,0.4999352688134684,5,112286.924298,124.47945,-1.12200529999999,-0.4238211,0.1500179,0.910699779837221,2956.10992127753,95176977,East Asia & Pacific,Upper middle income,0,0,0,0,7.991629467194556,18.37124863227872,11,0.1192243297229811,0.18343447522501388,9,17
XM-DAC-6-4-010408-01-6,2018,0,74207.173626,0.6980524115755627,7425.652104,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,VN,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,10.377160537703723,364,-730,-4.440892098500626e-16,1.6570961005695907e-4,0.9923172094521416,4,112286.924298,7425.652104,-1.0842098,-0.3951053,-0.0542592999999999,0.558921597096612,3222.31003125366,96237319,East Asia & Pacific,Upper middle income,0,0,0,0,8.07785378233981,18.382327771802935,6,0.03128941905024236,0.13815117999955728,7,14
XM-DAC-6-4-010408-01-6,2019,1,74207.173626,0.6980524115755627,0,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,VN,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,10.377160537703723,364,-730,-4.440892098500626e-16,NA,NA,NA,NA,NA,-1.04117519999999,-0.3621433,0.0916744999999999,0.342992317246203,3440.90025375434,97173776,East Asia & Pacific,Upper middle income,0,0,0,NA,8.143488417802308,18.39201143879097,7,0.04717378162069397,0.08190955450851475,7,14
XM-DAC-6-4-010408-01-6,2020,0,74188.38492000001,0.6978756698821008,18.788706,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,VN,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,10.377160537703723,364,-730,-4.440892098500626e-16,5.3016489005129035e-5,0.3938416609743537,4,112286.924298,18.788706,-1.09107209999999,-0.3131812,0.1302346,0.353395254058579,3534.03953482647,98079191,East Asia & Pacific,Upper middle income,0,0,0,0,8.170196839808145,18.40128578174948,7,0.02548136610346825,0.09456109219681492,7,17
XM-DAC-6-4-010418-01-5,2014,1,3987900,1,0,3987900,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,ET,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,15.1987753345238,463,-730,-9.25142857144401e-6,0.02553135912760974,0.9495891320436836,3,3987900,3418200,-1.3018621,-0.5429668,-1.1765231,6.46231213930173,549.986577082588,101115610,Sub-Saharan Africa,Low income,0,0,0,0,6.309893872624317,18.431775073654595,3,0.01072053942867339,0.06715823784984234,6,8
XM-DAC-6-4-010418-01-5,2015,0,0,0,3987900,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,ET,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,15.1987753345238,463,-730,-9.25142857144401e-6,0.03379970431828501,0.9072646518457754,3,5583060,6836400,-1.3145088,-0.5196265,-1.26354339999999,5.23659101279756,597.912113218663,103867135,Sub-Saharan Africa,Low income,0,0,1,0,6.39344377528803,18.45862309226847,9,0.09017593688992488,0.1187059094806174,9,16
XM-DAC-6-4-010418-01-5,2016,0,0,0,0,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,ET,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,15.1987753345238,463,-730,-9.25142857144401e-6,7.102236255067376e-4,0.9272937691662504,4,5583060,1709100,-1.3385295,-0.435890499999999,-1.43965759999999,5.98423881543787,641.651523286233,106718162,Sub-Saharan Africa,Low income,0,0,0,0,6.4640453577018855,18.485701917344596,4,0.03049996431101072,0.05753767763598196,6,8
XM-DAC-6-4-010418-01-5,2017,0,0,0,0,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,ET,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,15.1987753345238,463,-730,-9.25142857144401e-6,7.370456243812969e-4,0.9979254065515336,3,5583060,1595160,-1.369723,-0.5649481,-1.5195725,5.43354958123975,696.348429076216,109666481,Sub-Saharan Africa,Low income,0,0,0,0,6.545850151556607,18.512954327050984,11,0.1192243297229811,0.18343447522501388,9,17
XM-DAC-6-4-010418-01-5,2018,0,0,0,0,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,ET,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,15.1987753345238,463,-730,-9.25142857144401e-6,NA,NA,NA,NA,NA,-1.1704682,-0.4565279,-1.2054246,5.95548979856702,739.702022272086,112664152,Sub-Saharan Africa,Low income,0,0,0,NA,6.6062474324985425,18.539921845003473,6,0.03128941905024236,0.13815117999955728,7,14
XM-DAC-6-4-010418-01-5,2019,0,-36.893771999981254,-9.25142857142387e-6,36.893772000000006,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,ET,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,15.1987753345238,463,-730,-9.25142857144401e-6,0.00123489561499482,0.7261333187437174,5,11280060,1553494.8537720002,-1.01667779999999,-0.4268519,-1.1789771,5.1248606157298,793.473247218996,115737383,Sub-Saharan Africa,Low income,0,0,0,0,6.676419824488206,18.566834242829625,7,0.04717378162069397,0.08190955450851475,7,14
XM-DAC-6-4-010419-01-0,2015,1,1140471.036,1,0,1140471.036,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,TN,2,Implementation,110,10,1,Standard grant,ODA,Bilateral,1,13.9469519245051,2587,NA,0.3137498950986073,0.00310597314626545,0.5216199942451425,4,3396483.0360000003,0,0.1947392,-0.0143711,-0.681206,1.11182323500338,4014.94773686432,11402264,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0,0,0,0,8.29777960932586,16.24932249013828,9,0.09017593688992488,0.1187059094806174,9,16
XM-DAC-6-4-010419-01-0,2016,1,1140471.036,1,0,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,TN,2,Implementation,110,10,1,Standard grant,ODA,Bilateral,1,13.9469519245051,2587,NA,0.3137498950986073,NA,NA,NA,NA,NA,0.2143651,-0.0577612999999999,-0.8275855,1.49023772076605,3847.80354448809,11528674,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0,0,0,NA,8.255257756555089,16.26034788129522,4,0.03049996431101072,0.05753767763598196,6,8
XM-DAC-6-4-010419-01-0,2017,0,357771.6000000001,0.3137051171898416,782699.436,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,TN,2,Implementation,110,10,1,Standard grant,ODA,Bilateral,1,13.9469519245051,2587,NA,0.3137498950986073,0.00129859381149108,0.3743132845145428,4,3396483.0360000003,3038711.436,0.1035864,-0.0490023999999999,-0.7432926,1.97197984286984,3619.03247319953,11650498,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0,0,0,0,8.193961996499317,16.27085948384348,11,0.1192243297229811,0.18343447522501388,9,17
XM-DAC-6-4-010419-01-0,2018,1,357771.6000000001,0.3137051171898416,0,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,TN,2,Implementation,110,10,1,Standard grant,ODA,Bilateral,1,13.9469519245051,2587,NA,0.3137498950986073,0.00340123820107546,0.5528410862536125,3,8937396.63,0,0.0853087,0.00133739999999999,-0.5600278,1.93708049744182,3628.10366464236,11765514,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0,0,0,0,8.196465384322503,16.280683268097043,6,0.03128941905024236,0.13815117999955728,7,14
XM-DAC-6-4-010419-01-0,2019,1,357771.6000000001,0.3137051171898416,0,0,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,Bilateral,A02_sector,TN,2,Implementation,110,10,1,Standard grant,ODA,Bilateral,1,13.9469519245051,2587,NA,0.3137498950986073,0.00490019981017682,0.5010724888680007,3,8937396.63,5540913.5940000005,0.1076117,-0.0286669999999999,-0.5613583,2.40119246823005,3528.87213306798,11875081,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0,0,1,0,8.168733589827553,16.289952728914347,7,0.04717378162069397,0.08190955450851475,7,14
